E(ħω₀)|α↓|ω→	0.1 ω₀	0.2 ω₀	0.3 ω₀	0.4 ω₀	0.5 ω₀	0.6 ω₀	0.7 ω₀	0.8 ω₀	0.9 ω₀	1.0 ω₀	1.1 ω₀	1.2 ω₀	1.3 ω₀	1.4 ω₀	1.5 ω₀	1.6 ω₀	1.7 ω₀	1.8 ω₀	1.9 ω₀	2.0 ω₀
6.7	-4.863227830967112	-4.919369163235366	-4.9753120107999855	-5.03102819860524	-5.086481866764788	-5.141628020414993	-5.196411150285618	-5.2507641857027725	-5.304608156605648	-5.357853012782073	-5.4103999951696515	-5.462145699693532	-5.512987524122877	-5.56282969382338	-5.61158877740232	-5.659197712225622	-5.7056078180719	-5.750788839764925	-5.794727472194402	-5.83742497709104
6.8	-4.927650904305981	-4.983705718294608	-5.039556997487111	-5.09517728785163	-5.15053194345956	-5.2055778201769325	-5.2602620370945425	-5.314521031627079	-5.368280230810643	-5.421454723916119	-5.473951284949463	-5.525671894621608	-5.576518545394247	-5.626398688328912	-5.675230397964623	-5.722946360746543	-5.769496134837907	-5.814846608051872	-5.858980976418786	-5.901896757144381
6.9	-4.992347835078997	-5.048319132143618	-5.1040821920986055	-5.159610251058131	-5.214869803661543	-5.2698194238690945	-5.324408650719271	-5.378577134935612	-5.432254323771593	-5.485360015982117	-5.537806094174485	-5.589499585501585	-5.64034690371672	-5.69025876291023	-5.73915498388331	-5.786968388446448	-5.833647224571407	-5.8791559647075164	-5.923474687323954	-5.966597463217032
7.0	-5.057312302688768	-5.11320292450735	-5.168880928439844	-5.224320211874559	-5.279488343237007	-5.334345495400774	-5.388843441433663	-5.442924783218407	-5.496522652469254	-5.549561171017985	-5.601956941022886	-5.653621712476708	-5.70446613243843	-5.754404172127895	-5.80335757788389	-5.851259630139941	-5.89805766663831	-5.943714152906326	-5.988206416059881	-6.031525377438708
7.1	-5.122538229268388	-5.17835086910703	-5.23394680792941	-5.289300577338677	-5.344380758582936	-5.399149015996837	-5.4535591902708	-5.507556600596619	-5.5610777633071	-5.614050775718167	-5.666396603582533	-5.7180314128944785	-5.768869888255314	-5.818829218709293	-5.8678332039569785	-5.915815849774491	-5.962723934431595	-6.008518290488641	-6.053173841570842	-6.096678651593562
7.2	-5.188019766673417	-5.243756979672792	-5.299273684387224	-5.354545021220657	-5.409540528424259	-5.464223264606142	-5.5185489886599886	-5.572465527858544	-5.62591251473759	-5.678821709033967	-5.731118114781337	-5.7827220249322995	-5.833551963236126	-5.8835282719897615	-5.932576889228637	-5.980632762724233	-6.027642415820781	-6.073565387309985	-6.118374524472942	-6.162055317735121
7.3	-5.253751284365364	-5.309415496947988	-5.364855649943493	-5.420047468642236	-5.4749613970446696	-5.529561799862259	-5.583806219615466	-5.637644803919606	-5.6910200606545	-5.743867129622988	-5.796114756010688	-5.847687088800827	-5.898506293684134	-5.9484957830338665	-5.997583682914201	-6.045706055913414	-6.092809432253777	-6.138852361947962	-6.183805920794394	-6.2276532989721725
7.4	-5.319727358112305	-5.37532087659924	-5.430687021967328	-5.485802081850991	-5.54063735881371	-5.595158443450762	-5.649324540347166	-5.703087948535892	-5.756393834597368	-5.809180463359768	-5.861380049827292	-5.912920346023464	-5.963726966331712	-6.013726296813653	-6.062848672549477	-6.111031405788644	-6.158221256410551	-6.204376057611482	-6.249465395418148	-6.2934704202869005
7.5	-5.385942759439974	-5.441467777955401	-5.496762330924469	-5.55180324704302	-5.606562643887762	-5.6610072647523975	-5.71509786617329	-5.768788746196233	-5.822027534785432	-5.874755391061578	-5.926907752038345	-5.978415737209005	-6.02920822230881	-6.079214461807452	-6.12836699771849	-6.176604494204833	-6.2238741283557095	-6.270133257134868	-6.315350235090682	-6.359504419259304
7.6	-5.452392445773002	-5.507851053505949	-5.563076309083134	-5.618045562139207	-5.672731704976186	-5.727102566644888	-5.781120355624296	-5.834741231116816	-5.887915109978225	-5.940585836538526	-5.992691843409109	-6.044167398663582	-6.094944459271741	-6.144955037360983	-6.1941338615090675	-6.242421022324197	-6.289764270177699	-6.336120696974327	-6.381457660885463	-6.425752956586447
7.7	-5.519071551211049	-5.574465739096382	-5.629623879995254	-5.68452382543007	-5.7391392050754675	-5.793438872358326	-5.8473863966369475	-5.900939673263162	-5.954050746145883	-6.006665955042703	-6.0587265211787535	-6.110169658126448	-6.160930232026904	-6.210942899125362	-6.260144539929417	-6.3084767226513545	-6.355887899135344	-6.402335080155737	-6.447784840033543	-6.49221362630055
7.8	-5.5859753778910015	-5.641307044764112	-5.696400148687813	-5.751233025013395	-5.805780006084623	-5.860010913289736	-5.913890593746048	-5.967378565326964	-6.020428853922597	-6.072990122164834	-6.125006190527141	-6.176417029862171	-6.227160251936381	-6.277173042856846	-6.326394389513277	-6.3747673693425835	-6.422241239358528	-6.468773088150266	-6.514328897056587	-6.55888396560575
7.9	-5.6530993878892275	-5.708370346163838	-5.763400392505483	-5.818168328956457	-5.872649158224126	-5.926813617692148	-5.980627756189582	-6.034052610588428	-6.0870440568106154	-6.139552923207107	-6.191525456101017	-6.2429042092977465	-6.293629385349399	-6.343640586832875	-6.392878853330394	-6.441288786935056	-6.488820532169438	-6.535431391677507	-6.581086924158404	-6.62576146426898
8.0	-5.72043919562344	-5.775651176535996	-5.830620052551346	-5.885325076121683	-5.939741890188762	-5.993842100161954	-6.047592886850607	-6.100956711598821	-6.153891180098441	-6.206349143045851	-6.258279113680478	-6.309626067356281	-6.360332651265433	-6.410340773109175	-6.4595934656046445	-6.50803685764383	-6.555622045104703	-6.602306660454979	-6.64805599084971	-6.692843573515317
8.1	-5.787990560716574	-5.843145219176442	-5.898054725677943	-5.952698767600644	-6.007053599971819	-6.0610916518561115	-6.114781171966227	-6.168085959621875	-6.220965240455042	-6.273373756486871	-6.325262142044944	-6.376577644608593	-6.427265218401411	-6.477268967814674	-6.526533855126026	-6.575007527372161	-6.622642079727677	-6.66939557192794	-6.715233152796992	-6.760127714392077
8.2	-5.855749381288337	-5.910848300369027	-5.9657001569850685	-6.020285058706737	-6.074579846304339	-6.128557731377333	-6.182187971540337	-6.235435624776997	-6.288261436161371	-6.340621919108077	-6.392469695080695	-6.443754145338641	-6.494422401806672	-6.544420660654976	-6.593695747625437	-6.642196810575046	-6.6898769783251355	-6.736694819024885	-6.782615459900036	-6.827611285578569
8.3	-5.923711687643741	-5.978756382746388	-6.033552232785067	-6.088079751481667	-6.142316340658683	-6.196235956271652	-6.249808810402607	-6.30300114683128	-6.355775137940727	-6.408088958578388	-6.459897094158656	-6.511150931598266	-6.56179965914444	-6.611791463771446	-6.66107496726403	-6.709600794108368	-6.757323129584231	-6.804201116992489	-6.8501999636139725	-6.895291670629581
8.4	-5.991873636329631	-6.046865559047299	-6.101606973999793	-6.15607878767516	-6.210258939770591	-6.2641220950880365	-6.3176393698614355	-6.370778126591333	-6.423501880350601	-6.475770366437816	-6.527539820800577	-6.578763517309623	-6.629392586737628	-6.679377110081854	-6.728667437372323	-6.777215640186792	-6.824976973344638	-6.871911209369083	-6.917983723540601	-6.963166244650459
8.5	-6.060231504533414	-6.115172046241598	-6.1698605299568055	-6.224278242161024	-6.278403638638409	-6.332212059954568	-6.385675479903414	-6.4387623178496645	-6.491437353699947	-6.543661790321081	-6.595393509643843	-6.64658756246021	-6.697196915458848	-6.747173451209733	-6.796469180558229	-6.845037588563828	-6.892835004518048	-6.939821873159014	-6.985963813320695	-7.031232380412789
8.6	-6.128781684799968	-6.18367217999633	-6.2383091725551445	-6.292674316756319	-6.346746563961863	-6.400501899630006	-6.4539131118960675	-6.506949619844001	-6.559577396457477	-6.611759026605316	-6.663453941708747	-6.7146188674239955	-6.765208506529458	-6.815176455093171	-6.864476318288732	-6.9130629580373135	-6.9608937762628	-7.007929923271356	-7.054137325863898	-7.099487453905693
8.7	-6.197520680044606	-6.252362409458799	-6.306949290773643	-6.361263334413019	-6.415283967986468	-6.468987792993403	-6.522348371754598	-6.575336070191174	-6.6279179881184955	-6.680058013461656	-6.731717037967545	-6.782853367433454	-6.833423347280015	-6.883382203349388	-6.932685070036365	-6.9812881473735375	-7.0291499024964565	-7.076232216286167	-7.122501377956341	-7.167928849385377
8.8	-6.266445098842336	-6.321239292334503	-6.375777385497174	-6.430041733754759	-6.484012222722633	-6.53766604293782	-6.590977493536814	-6.643917838260343	-6.696455242499516	-6.7485548242900855	-6.800178853211067	-6.851287127220008	-6.901837546913908	-6.951786888459077	-7.001091752069515	-7.04970963573359	-7.097600059823149	-7.144725653609995	-7.19105311428796	-7.236553963886436
8.9	-6.335551650974159	-6.390299490239487	-6.444790064638214	-6.499006063933237	-6.552927814511286	-6.60653307063741	-6.659796833433692	-6.71269121895315	-6.76518540143188	-6.817245661517056	-6.868835570206018	-6.919916335834625	-6.97044733230717	-7.0203868108237755	-7.0696927759547705	-7.118323982676339	-7.166240988946717	-7.213407184079886	-7.259789710942447	-7.305360211264461
9.0	-6.40483714321417	-6.459539764308484	-6.513984038533033	-6.568152979781383	-6.622027338910533	-6.675585410159707	-6.728802864125749	-6.781652626861087	-6.834104828827501	-6.8861268507357565	-6.9376834941343954	-6.988737301655892	-7.039249043870463	-7.089178375740506	-7.138484646829781	-7.187127827803836	-7.235069495634418	-7.282273806072258	-7.328708378392668	-7.374345025780105
9.1	-6.474298475340758	-6.5289569710416995	-6.583356115593583	-6.637479237242138	-6.691307495879869	-6.7448197033976225	-6.797992169478137	-6.850798590772682	-6.903210005091516	-6.955194835169429	-7.006719047305035	-7.05774644758915	-7.108239131493031	-7.158158090329957	-7.207463961496657	-7.2561178901071965	-7.304082451290034	-7.351322569169438	-7.39780636404357	-7.443505865256363
9.2	-6.543932636358138	-6.59854805837427	-6.652903198197656	-6.706981689053572	-6.760765085240639	-6.814232695297797	-6.867361439549592	-6.920125748505454	-6.972497521858507	-7.024446170438985	-7.0759387641266525	-7.126940306457648	-7.177414150583694	-7.227322560448076	-7.276627406378418	-7.325290967063646	-7.373276793189413	-7.4205505754331575	-7.467080954363162	-7.5128402138386585
9.3	-6.613736700914327	-6.6683100619540046	-6.722622278801332	-6.776657280672707	-6.830397002393207	-6.883821229363912	-6.936907465892579	-6.989630842039491	-7.04196407703048	-7.09387751961691	-7.145339286331151	-7.19631551658437	-7.246770758219894	-7.296668487605187	-7.345971755374492	-7.394643933529178	-7.442649524426063	-7.489954980330367	-7.536529476640547	-7.582345584387259
9.4	-6.683707825903147	-6.738240101613744	-6.792510436258889	-6.84650304642167	-6.900200234272935	-6.953582243415566	-7.006627137123822	-7.059310712931433	-7.111606470096419	-7.163485648550317	-7.2149173584357555	-7.265868817561616	-7.316305709412569	-7.366192665912115	-7.4154938676456545	-7.464173740465183	-7.512197713609206	-7.559532993353152	-7.6061493004076475	-7.65201952053104
9.5	-6.753843247239155	-6.808335378026072	-6.862564832336753	-6.916516105841453	-6.970171855528566	-7.0235127655847	-7.076517434746156	-7.12916229798943	-7.1814215977146	-7.233267421436956	-7.284669823432665	-7.335597046204191	-7.386015853491962	-7.435891979068854	-7.48519068535381	-7.533877413532499	-7.581918494351999	-7.6292818783707155	-7.6759378385592765	-7.721859598410994
9.6	-6.824140276794035	-6.878593169528791	-6.932782708408801	-6.986693660239302	-7.040309024907906	-7.093609910533276	-7.146575429204271	-7.199182625190943	-7.2514064495402994	-7.30321979663881	-7.354593618694842	-7.405497132681068	-7.455898130617383	-7.505763397407916	-7.555059231377907	-7.603752051581463	-7.651809064583308	-7.699198953747915	-7.745892548203649	-7.79186342813674
9.7	-6.8945962994854675	-6.949010829110561	-7.003161382321553	-7.057032989417287	-7.110608981836997	-7.1638708758771035	-7.216798276158235	-7.2693688098269735	-7.321558104282685	-7.373339822718943	-7.424685772086999	-7.475566096819877	-7.5259495684122175	-7.575803975001794	-7.625096607023561	-7.673794825062728	-7.721866685712367	-7.7692815922614695	-7.816010931273135	-7.862028655004723
9.8	-6.965208770508683	-7.019585781546736	-7.073698245418479	-7.127531448570226	-7.181069043179953	-7.234292938801962	-7.2871832129600715	-7.33971805085743	-7.3918737259759855	-7.443624634687858	-7.494943398271072	-7.545801044578004	-7.596167278724101	-7.646010846841662	-7.69529998974091	-7.744002974379839	-7.792088681672206	-7.839527220841836	-7.886290534922718	-7.932352960446099
9.9	-7.035975212702428	-7.090315520676471	-7.144390759713659	-7.198186465342253	-7.25168660016778	-7.304873452859319	-7.3577275553197925	-7.410227627463533	-7.462350560450963	-7.5140714504468225	-7.565363695195844	-7.616199164673912	-7.666548454509165	-7.716381226092492	-7.765666630862572	-7.814373808201561	-7.862472437864284	-7.90993332016574	-7.956728951741136	-8.002834062802284
10.0	-7.106893214041172	-7.161197606812387	-7.2152364552054	-7.268995537032048	-7.32245911548522	-7.3756098449298175	-7.428428694148376	-7.480894895784333	-7.532985931993862	-7.584677567416071	-7.635943940760868	-7.686757725372132	-7.7370903668383715	-7.786912401428205	-7.836193853371299	-7.884904701749193	-7.933015400024168	-7.980497424121767	-8.027323819797797	-8.073469717893593
10.1	-7.17796042524669	-7.2322296642749375	-7.286232927321546	-7.339956227937519	-7.393384120505717	-7.446499612343828	-7.49928409256615	-7.551717285825328	-7.603777240180886	-7.655440359336767	-7.706681489645236	-7.757474071415361	-7.8077903620233915	-7.857601734449206	-7.906879049704967	-7.955593095071654	-8.0037150730252	-8.051217119168774	-8.098072822546058	-8.14425771942325
10.2	-7.249174557511323	-7.303409379044464	-7.357377834488423	-7.411066166831301	-7.464459212665149	-7.517540320148898	-7.570291283065918	-7.622692298528106	-7.674721956877077	-7.7263572732362515	-7.77757377029215	-7.82834562109703	-7.878645858858885	-7.928446657183526	-7.97771967960505	-8.026436491319194	-8.074569019635035	-8.122090043604782	-8.16897368860175	-8.215195899231388
10.3	-7.320533380327515	-7.374734496523443	-7.42866889581618	-7.4823230445592745	-7.535682052965761	-7.588729598515046	-7.641447864820998	-7.693817502990731	-7.745817623389337	-7.797425826546732	-7.848618282040793	-7.899369863468069	-7.949654345977876	-7.999444669672004	-8.048713268013163	-8.097432455024629	-8.145574859237836	-8.193113886761843	-8.24002419141395	-8.286282127415998
10.4	-7.392034719416687	-7.446202819403427	-7.500103888893584	-7.553724611754662	-7.607050363602374	-7.660065140269134	-7.712751501129034	-7.765090533829502	-7.817061847763997	-7.868643604368378	-7.919812592397388	-7.970544355671388	-8.02081337931646	-8.070593337637176	-8.119857403019298	-8.168578610399639	-8.216730266532993	-8.264286388140548	-8.31122214884309	-8.35751431233632
10.5	-7.463676454752555	-7.517812205629938	-7.571680647686145	-7.625268676660916	-7.678561925703507	-7.731544698550572	-7.7841999169832246	-7.836509088673116	-7.888452302220111	-7.940008256868133	-7.9911543344377325	-8.041866720398188	-8.092120579684153	-8.141890290235063	-8.191149733864227	-8.239872639652177	-8.288032970219927	-8.335605336496235	-8.382565422660152	-8.428890400512785
10.6	-7.5354565186733815	-7.589560566460405	-7.643397060531421	-7.696953103056985	-7.750214577180513	-7.80316608458091	-7.8557908967630965	-7.908070925781264	-7.95998672071018	-8.011517496806322	-8.062641204334012	-8.113334643459986	-8.163573630435863	-8.213333217888536	-8.262587968997936	-8.311312281329986	-8.35948075167681	-8.407068568887333	-8.454051917979081	-8.50040837643644
10.7	-7.6073728940781855	-7.661445864609584	-7.715251068226121	-7.76877580827909	-7.822006210678433	-7.874927165540521	-7.927522282037545	-7.979773861779986	-8.031662896600599	-8.083169097186095	-8.13427095899903	-8.184945871470843	-8.235170275241662	-8.284919870200612	-8.334169874195043	-8.382895328694204	-8.431071443640137	-8.478673969695043	-8.525679582633261	-8.572066262299403
10.8	-7.679423612702754	-7.733466112477811	-7.787240662199844	-7.840734761333536	-7.893934771622577	-7.946825862546044	-7.999391969473566	-8.051615769506796	-8.1034786804648	-8.15496088900367	-8.206041413841373	-8.256698209634264	-8.306908315950336	-8.356648053945818	-8.40589327072784	-8.454619628126217	-8.502802928890775	-8.550419469622343	-8.597446406505666	-8.64386211765705
10.9	-7.751606753470782	-7.805619370457632	-7.85936388277069	-7.912827981095316	-7.965998256355414	-8.018860148722654	-8.071397908844245	-8.123594575959078	-8.175431977982281	-8.226890759130226	-8.277950440625505	-8.328589519629588	-8.378785610542929	-8.428515631137495	-8.477756033596927	-8.526483077570209	-8.574673138951361	-8.622303044679198	-8.669350420821342	-8.715794039031314
11.0	-7.8239204409161545	-7.877903745314406	-7.931618817478117	-7.985053534587814	-8.038194710358594	-8.091028047365818	-8.143538101130325	-8.195708260339659	-8.247520747937497	-8.298956648269769	-8.349995965431003	-8.400617717592898	-8.450800071172393	-8.50052051716882	-8.549756089819228	-8.598483625013204	-8.646680052798995	-8.694322715159945	-8.741389697409527	-8.787860159463735
11.1	-7.896362843673141	-7.950317388637057	-8.004003599489064	-8.057409535339072	-8.110522226555275	-8.163327630187212	-8.215810596709918	-8.267954852193874	-8.319743000312686	-8.371156549024207	-8.422175966705552	-8.472780772187638	-8.522949662285649	-8.572660679025239	-8.621891416748076	-8.67061926700391	-8.718821695596558	-8.766476544618016	-8.8135623479423	-8.86005864802593
11.2	-7.968932173030211	-8.022858495355315	-8.0765164060732	-8.129894141810517	-8.182978943688397	-8.235757015640253	-8.288213493631256	-8.340332429632966	-8.392096794469367	-8.443488504045687	-8.494488473406635	-8.545076702760591	-8.595232398824447	-8.644934133565819	-8.69416004057154	-8.742888047211315	-8.791096137445287	-8.838762638842331	-8.885866523155439	-8.932387709294302
11.3	-8.041626681544798	-8.095525302319775	-8.14915545714381	-8.202505555894081	-8.25556304477061	-8.308314367320664	-8.36074493596391	-8.4128391176388	-8.464580237413417	-8.515950604270731	-8.566931563227202	-8.61750357757871	-8.667646344501515	-8.717338945871287	-8.766560034621822	-8.815288055023416	-8.8635014921608	-8.911179144839148	-8.958300412056648	-9.004845582795186
11.4	-8.114444661715499	-8.168316086941722	-8.221919013860688	-8.275242021474279	-8.328272755602086	-8.380997892438007	-8.43340311222396	-8.485473086445364	-8.53719148213902	-8.5885409872481	-8.639503360900695	-8.690059512142904	-8.740189610148567	-8.789873227656106	-8.839089517980963	-8.887817424186414	-8.936035916074319	-8.98372424982255	-9.030862241125595	-9.077430542425912
11.5	-8.187384444709217	-8.241229165889656	-8.294805377292	-8.348101823051561	-8.40110634335242	-8.453805840354264	-8.506186253869142	-8.558232549992823	-8.609928726047203	-8.661257835514807	-8.712202036581353	-8.762742667574877	-8.812860352133008	-8.862535135742357	-8.911746654017923	-8.960474331484251	-9.008697606860252	-9.056396180216188	-9.103550273509713	-9.150140895856547
11.6	-8.26044439913989	-8.314262893839327	-8.367812887131878	-8.421083284423956	-8.47406211520339	-8.526736501185866	-8.579092633860071	-8.631115764450053	-8.68279020943473	-8.734099375070889	-8.785025804295719	-8.835551249073282	-8.885656770840072	-8.935322870592989	-8.984529649000617	-9.033256995458192	-9.081484802391325	-9.129193200668519	-9.17636280821902	-9.222974983916735
11.7	-8.33362292989707	-8.387415662275137	-8.440939920471097	-8.494184767423842	-8.547138417049178	-8.599788204465804	-8.652120565284005	-8.704121026802007	-8.755774214049605	-8.807063873908179	-8.857972920461666	-8.908483504435832	-8.958577109217542	-9.00823467490204	-9.0574367507573	-9.106163675166119	-9.154395779621764	-9.202113613083423	-9.249298179322949	-9.295931179971362
11.8	-8.406918477020888	-8.460685898339754	-8.514184890617994	-8.567404670707063	-8.62033363225116	-8.672959317862574	-8.725268400037772	-8.777246673498336	-8.828879061709582	-8.880149640605794	-8.931041682471374	-8.981537722644017	-9.031619651380009	-9.081268832239653	-9.130466247385835	-9.179192668980841	-9.227428853499061	-9.275155755667637	-9.322354755151707	-9.36900788928846
11.9	-8.480329514622163	-8.534072063730047	-8.587546245967232	-8.640741428591735	-8.69364618044456	-8.746248245953062	-8.79853452756683	-8.850491079160058	-8.902103112980274	-8.953355022986209	-9.00423042733501	-9.05471223250734	-9.104782721270086	-9.154423665749613	-9.20361646600932	-9.252342313426793	-9.300582375904616	-9.34831800199624	-9.395530937504168	-9.442203548402233
12.0	-8.553854549844736	-8.607572653636776	-8.661022468913934	-8.714193509944241	-8.767074516394048	-8.819653429046543	-8.871917373657288	-8.923852655341225	-8.975444765909764	-9.02667840682877	-9.077537530381937	-9.128005401364142	-9.178064681373801	-9.22769753689723	-9.276885771576511	-9.32561098205433	-9.373854734623134	-9.421598760097147	-9.468825160864276	-9.515516624473873
