M(m₀)|α↓|ω→	0.1 ω₀	0.2 ω₀	0.3 ω₀	0.4 ω₀	0.5 ω₀	0.6 ω₀	0.7 ω₀	0.8 ω₀	0.9 ω₀	1.0 ω₀	1.1 ω₀	1.2 ω₀	1.3 ω₀	1.4 ω₀	1.5 ω₀	1.6 ω₀	1.7 ω₀	1.8 ω₀	1.9 ω₀	2.0 ω₀
1.1	1.1696483997762601	1.1715672176182474	1.1722003065776456	1.1719834873166297	1.1711802199551116	1.1699617463772258	1.168445047340349	1.16671295914534	1.1648257347667468	1.1628281074899347	1.160753818015827	1.1586286291688601	1.156472397249	1.1543005326560574	1.152125052609631	1.1499553540920875	1.1477987905410887	1.145661108086438	1.1435467795644934	1.1414592629885179
1.2	1.1894630430552784	1.1915454987312908	1.1921880790208976	1.1918749500256474	1.1909016779292823	1.189461575225939	1.1876872065506954	1.1856726383512364	1.1834863416034826	1.1811791321423388	1.1787892890781693	1.1763459789237198	1.1738716166844796	1.1713835353269073	1.1688951913977572	1.1664170514055796	1.1639572536499576	1.161522108986635	1.1591164841750643	1.156744098347971
1.3	1.2102753409159583	1.2125145429505484	1.2131509320254383	1.2127190527420388	1.2115485949184415	1.2098565941780837	1.2077924667187212	1.2054624519118664	1.2029439262263641	1.200294280900086	1.1975566800333057	1.19476393134507	1.1919411651751464	1.189107733971356	1.1862785866737584	1.183465280407742	1.1806767363315933	1.1779198115717417	1.1751997368671492	1.1725204547426462
1.4	1.2321731188038918	1.2345600229205722	1.2351714994187435	1.2345947154524828	1.2331957447559165	1.2312172086185356	1.228826804280719	1.22614400331541	1.2232558546453176	1.2202268688632334	1.2171054718140248	1.2139283651005748	1.210723555668262	1.207512509826107	1.204311714699558	1.2011338288636282	1.1979885423395875	1.1948832272184025	1.1918234351708092	1.1888132814377455
1.5	1.255255580933768	1.2577785007275535	1.2583426871364254	1.2575904224513634	1.2559267107920402	1.253621868907155	1.2508634938390577	1.247785483384057	1.2444854161790329	1.2410355225941097	1.2374898987331027	1.2338894070106095	1.2302650944337785	1.2266406296787118	1.223034072808515	1.2194591805323862	1.2159263819230803	1.212443516239736	1.2090163965421385	1.2056492440509052
1.6	1.279635302920737	1.2822792967067964	1.2827693943802496	1.2818057811624353	1.2798352778680888	1.2771582993371304	1.2739841836307617	1.2704626050626784	1.2667026318222139	1.262784876516207	1.258769546775638	1.2547019450623589	1.2506163203870633	1.2465386217859418	1.2424885009407156	1.238480790159542	1.2345266070452081	1.2306341891459263	1.2268095306458884	1.2230568721102952
1.7	1.3054406728959802	1.3081867700157244	1.3085706044478147	1.3073534059375607	1.3050271048938673	1.3019249658866237	1.2982801719017927	1.2942597057542118	1.289985201405924	1.2855463837084986	1.2810100458256055	1.2764262183467643	1.2718325072812109	1.2672572031069753	1.262721545024927	1.2582413925765332	1.2538284743924024	1.249491330546651	1.245236030085029	1.2410667216428248
1.8	1.332818906651529	1.335643123686316	1.3358819437173324	1.3343612106907559	1.3316217478640064	1.3280328398765544	1.3238539302300394	1.3192710539090327	1.3144196185649348	1.3093992638780918	1.3042838736275393	1.2991284977730768	1.2939742395210705	1.2888517661769265	1.2837838686420726	1.2787873508723329	1.2738744400022914	1.2690538486419474	1.2643315818424918	1.259711554531883
1.9	1.3619398050864748	1.3648118843384391	1.3648588390782346	1.362975220403103	1.3597551241186592	1.3556075310778772	1.350820932489284	1.345602406180278	1.3401024897410045	1.3344316166683745	1.3286712932601377	1.3228818743421944	1.3171080744952666	1.3113829355108122	1.3057307205430961	1.3001690494341451	1.2947104899339557	1.2893637536771703	1.2841346020085083	1.2790265366033835
2.0	1.3930004823500903	1.3958822590801452	1.3956804481563703	1.3933630474343914	1.3895825370961297	1.3847918858352448	1.379311864893377	1.3733728740132758	1.36714210276343	1.3607417353086042	1.35426145090312	1.3477671753976492	1.3413073069555346	1.3349172053276173	1.3286224669598823	1.322441338613564	1.3163865121033902	1.3104664692352053	1.3046864967185003	1.2990494566471151
2.1	1.426231378964624	1.4290746463177568	1.4285545985508503	1.425718228444524	1.421282419859449	1.4157491756107274	1.4094753149461643	1.4027171750951493	1.3956603026622578	1.3884396644003558	1.3811536670154845	1.3738740338189552	1.3666528542209353	1.3595276726969643	1.352525199288675	1.3456640389674044	1.3389567152264268	1.332411180814735	1.3260319526299875	1.3198209688603053
2.2	1.4619039989552953	1.4646476840449334	1.4637240604809603	1.460265687963896	1.4550610099378287	1.4486670422483678	1.4414810673645295	1.433788367130738	1.42579474825775	1.4176490569967908	1.4094589621164733	1.4013021408325843	1.3932342850084876	1.3852948830376404	1.377511429710649	1.369902514374997	1.3624801017741393	1.3552512268109171	1.3482192607268673	1.3413848615162978
2.3	1.500340994526074	1.5029073757350322	1.5014746049958552	1.4972686950871303	1.4911582444987612	1.4837624230231292	1.475524176356244	1.4667611910425793	1.457701644092669	1.4485094009274806	1.4393018687144357	1.4301627203288771	1.4211510197000965	1.4123078083648257	1.4036608896944403	1.395228325000675	1.3870210029775938	1.3790445377889442	1.3713006777664296	1.3637883550167644
2.4	1.5419295002886648	1.5442190677860768	1.5421454883346912	1.537037825778117	1.5298552742926614	1.5212877584022508	1.5118300407640088	1.5018361909583822	1.4915590703509387	1.4811787037494561	1.4708225942986308	1.4605802717376872	1.450513736118695	1.4406649829524731	1.4310614492522424	1.421719973033544	1.4126496852504387	1.4038541308372172	1.3953328302844037	1.3870824328848177
2.5	1.5871390488508026	1.589023409186291	1.5861432865226894	1.5799426594592125	1.5714841539973232	1.5615388994885444	1.5506607886285575	1.5392448336988234	1.5275710712799984	1.515836751432706	1.5041796176978477	1.4926946402280328	1.481446022755079	1.4704758263525806	1.4598101783281248	1.4494637564939756	1.4394430389657604	1.4297486668259025	1.4203771667575733	1.4113222097030713
2.6	1.636546079786062	1.6378579813085747	1.6339604402985515	1.6264272651426468	1.6164405024027881	1.604865297615233	1.5923233914718737	1.5792559275075337	1.5659727142697366	1.5526890902669948	1.5395528238979497	1.5266634880581318	1.5140863313225152	1.5018621902568385	1.4900145760129018	1.4785547492182523	1.4674853623690425	1.4568030795977533	1.4465004642998696	1.4365673404974597
2.7	1.6908681614234562	1.6913871796721482	1.6862005577345314	1.67703103689696	1.6652002822849734	1.6516833030329665	1.6371800927717906	1.6221837484088049	1.6070364029447401	1.5919719278576998	1.577147312510194	1.5626652603949758	1.5485902931221331	1.5349601738299101	1.5217939985299462	1.5090979285165855	1.4968692555808998	1.485099287504862	1.4737753971468397	1.4628824766184119
2.8	1.7510129067123181	1.7504444073625873	1.7436136356394338	1.7324172376488862	1.7183424006180008	1.7024937678781382	1.685661976084446	1.6683984380445671	1.651079827022777	1.633958212291844	1.6171980551720357	1.6009027643142002	1.5851334797766798	1.5699222623157296	1.5552813233685223	1.5412094760584474	1.5276966421961211	1.5147269993016361	1.5022811751725649	1.4903377737753711
2.9	1.8181498122002762	1.8160931683950319	1.8071462232671611	1.7934129125160294	1.7765797024500027	1.7579057154344302	1.7382868586371836	1.7183394628336042	1.6984760722762837	1.6789652356439395	1.6599756310212577	1.6416075129926468	1.6239147094884732	1.6069198564630167	1.5906248948238773	1.5750182824067156	1.560079938978953	1.545784628234214	1.5321042617895855	1.5190094585380742
3.0	1.8938191625554248	1.8897181506436846	1.878014780441237	1.8610660236766827	1.8408023536619178	1.8186687314530776	1.7956832462364252	1.7725332584836986	1.7496666156056109	1.7273642293559992	1.705793342399846	1.6850450310800904	1.6651600265006279	1.6461462763321282	1.627990805875781	1.6106676914540878	1.5941433976634447	1.578380330252891	1.563339181808531	1.5489804603229487
3.1	1.9801034662073187	1.973165780830594	1.957816317257801	1.9367294824767536	1.9121399993382064	1.8857181811288501	1.8586229440601683	1.831616687417086	1.8051782239850842	1.7795925902279177	1.7550161128669364	1.7315213757084211	1.709127515750628	1.6878203432201102	1.667565583208053	1.6483175279889588	1.6300246469236024	1.6126331846334017	1.5960894311765244	1.5803411166246129
3.2	2.0799099159294254	2.068970265520983	2.0487014766327754	2.02218871834199	1.9920532556472872	1.9602397733787182	1.9280662928538659	1.896368711122441	1.8656452110299226	1.8361696203968696	1.808071707683701	1.781391205884133	1.756113159280615	1.7321906689006272	1.7095593567297909	1.6881464599266987	1.6678764673245154	1.6486745379323946	1.6304685019581586	1.6131899600121558
3.3	2.1974627742756137	2.1807359237397757	2.1536574986865404	2.1198627572554685	2.0824726806246616	2.0437641752363214	2.005226264692473	1.9677538979075755	1.9318391606599898	1.897717019082713	1.8654650096762342	1.8350678385406947	1.8064579990967446	1.779540813530847	1.7542096127745022	1.7303547565889148	1.7078688374294897	1.6866495351106965	1.66660103744061	1.6476345961556187
3.4	2.3392257373033263	2.3138260789674963	2.2769966085685476	2.2331358803577928	2.1860178677867097	2.1383099036147444	2.0916615034543162	2.0469833522749457	2.004709235117103	1.9649858847361674	1.927796355173511	1.8930358726968441	1.8605569471944798	1.8301955141699562	1.8017856518653157	1.7751675159842353	1.7501912953539451	1.726718864791619	1.7046241337818975	1.6837926828344065
3.5	555.8322171788086	2.4767101751624643	2.4252588041954684	2.366936154920369	2.30635868213012	2.2466069063886462	2.189415185664778	2.1356019131925548	2.08543776623632	2.0388927634136333	1.9957853219009127	1.9558671585271847	1.9188696830657654	1.8845282369739857	1.8525938982132526	1.822838447474494	1.7950556667967776	1.7690607488906114	1.7446888060909682	1.721793020433628
3.6	752.1211266300387	2.6839070196912163	2.6090376670259707	2.528818845468461	2.4488445555381673	2.372461489428162	2.301229060170199	2.235616049491602	2.175518368087197	2.1205684572637855	2.070301917748977	2.0242411559799005	1.981934209460346	1.9429703701723806	1.9069842395717755	1.8736543115092217	1.8426992178251362	1.8138732100868098	1.7869616380911275	1.7617767647552098
3.7	927.8600721486043	128.87841542048963	2.8471603512631267	2.731193990159292	2.621679555386763	2.521383298111283	2.4308861056342512	2.349686770930193	2.276867986568333	2.2114251216850094	2.152407928075769	2.098971095824932	2.0503838075263072	2.0060224544025	1.9653576130759003	1.9279401350437728	1.8933882980950563	1.8613766535225378	1.831626635363914	1.803898772911601
3.8	1094.8830876113243	183.58044944058312	3.178200748597882	2.9965399179397507	2.838324687222458	2.70173339178541	2.5837843986904843	2.481430101277948	2.391991356473888	2.313250020025668	2.2434123622476845	2.181037862325153	2.1249683532334354	2.0742679440169525	2.0281750950346624	1.9860653391404268	1.947422547137262	1.9118168012528733	1.878887302285958	1.8483290924265428
3.9	1257.4084222968318	229.97746166172993	53.044212632860386	3.372230693356343	3.1230583507878382	2.927004772619194	2.7679520750170274	2.6359027672579054	2.5242285838519805	2.428338817377691	2.344946678725143	2.271634209492602	2.206581238913247	2.148390108284307	2.095968798895433	2.048450932627492	2.00513974174767	1.9654680186097804	1.9289689617034858	1.8952546021583099
4.0	1417.456639298873	273.37819583697797	80.58626270453303	3.9898590316477764	3.5264312534754696	3.2208690108223905	2.9959671029289363	2.8204217943146332	2.6781384374537547	2.5596885534127645	2.459068021255421	2.372222858475981	2.2962934940858384	2.2291928120561817	2.169354932024858	2.115577939797857	2.066921364617846	2.022637069709174	1.9821213334916583	1.9448808109043947
4.1	1576.1498238945337	315.2935616725011	102.33710563789032	29.261467500678783	4.183647451542025	3.6301640620149964	3.2889080774995887	3.046018452941084	2.860110016920729	2.7112821831681986	2.5884024089125965	2.484613252223124	2.3953971134597065	2.317626050701678	2.2490494006106188	2.1879972360798274	2.1331989702931407	2.08366733321309	2.0386213825165638	1.9974338150358488
4.2	1734.1692960124008	356.38778723760646	122.35557772209977	45.85700260392594	5.76470442448921	4.26688614657696	3.685412069431027	3.330170094196206	3.079370411784614	2.888515469204226	2.7363450543410504	2.611063265785624	2.505460040312344	2.4148172273608344	2.3358863675940293	2.266340955151845	2.204461409977931	2.1489434968441397	2.09877643692376	2.053162409580092
4.3	1891.953816401074	397.013407206651	141.54711334783133	58.53659074702501	20.75733488017702	5.508413651362823	4.2655333394940875	3.7022685637685924	3.349696158264412	3.098846330472669	2.907341838127529	2.754413823008922	2.628395611068366	2.5221091951941785	2.4308401333817216	2.351335590651885	2.281262945035184	2.218896726767184	2.1629275624665274	2.1123403369799063
4.4	2049.7976100031383	437.378896380254	160.28226948663212	70.11430009040829	30.734225624380347	9.560945226672262	5.2245654786248945	4.215233766598629	3.6923842033851693	3.3527873824275365	3.107283317797397	2.9182655478334034	2.7665492785087196	2.641105931793653	2.535050575216617	2.4438168242925173	2.364232220644159	2.2940102713217976	2.2314531556218773	2.1752686432586357
4.5	2207.9036051675157	477.6164446341749	178.75083574210035	81.16893561500301	38.87186518002049	16.976602461940285	7.099368097808663	4.970445039965411	4.141370843405816	3.665398722151221	3.3440453296746293	3.107205607139498	2.9228045261967575	2.7737261606283257	2.649852069224444	2.5447459378144366	2.4540819724734737	2.374825401790209	2.3047726848474652	2.2422780912820754
4.6	2366.414443733807	517.8139797946969	197.06279352486607	91.93267304002275	46.365657789945494	23.11927049644866	10.60399872596838	6.158917497083713	4.7511908852645774	4.058385548972066	3.628191644039866	3.327085742206434	3.1007069245220062	2.922263924706489	2.7768052047674283	2.655227362650155	2.55161918229691	2.461947508493013	2.3833504623535138	2.3137315538501535
4.7	2525.431550537101	558.0319971599407	215.2870676595296	102.52331601935826	53.536625233234076	28.604608951679204	14.790491180071513	8.025711525293488	5.604215416096119	4.562454392769638	3.9737697929426625	3.5853304501657854	3.3045981705717313	3.089452467487439	2.9177295017772527	2.776526426472754	2.6577551606998804	2.556052049902261	2.467699264784322	2.3900262740927016
4.8	2685.0273792488574	598.3131257078276	233.46922549284943	113.0088133654958	60.52246856892261	33.77021244584162	18.82169060129389	10.535004873366598	6.795860166787754	5.217934877711914	4.398885350933925	3.891201460338271	3.5397373547432815	3.278522950088363	3.0747335212274387	2.9100855960294405	2.7735146916441034	2.6578898869577876	2.5583835370931114	2.471595835961266
4.9	2845.25355914467	638.6879006355251	251.6405601398389	123.4316716422645	67.39539409770313	38.756238018277195	22.663180707533662	13.319087996192707	8.363278903805215	6.068191399119745	4.92521027723614	4.255840506849107	3.812360548873897	3.4932415972334794	3.2502359739486493	3.0575364219611734	2.9000429040910403	2.7682913181254376	2.6560218078547986	2.5589116330897084
5.0	3006.1464761519264	679.1784158087867	269.8231619843251	133.8200010608537	74.19790039956357	43.633124076935786	26.3752979672082	16.14064691231476	10.22254610213417	7.139859459523875	5.574915384620172	4.691757769222439	4.129590863660215	3.7378974417874344	3.4469675901823127	3.2207029432908336	3.038607937403403	2.8881678639178188	2.7612878176223035	2.652483560965602
5.1	3167.7311916577355	719.8007252484133	288.03293745694214	144.19314635271195	80.95695365523714	48.440996529784265	30.002661535290702	18.93410037550872	12.239883037131992	8.420199889848638	6.363923206128109	5.2113300296448175	4.499070998588922	4.017199780273863	3.667939013868854	3.401590620866524	3.190596779493541	3.0185105486195147	2.874909721877258	2.752859588687659
5.2	3330.024252422742	760.5664729878245	306.2814986968009	154.5648149119089	87.69058551831208	53.204707992839104	33.574112769784655	21.692250245653828	14.323152349493272	9.860324628926653	7.293846951062478	5.824119353876719	4.928190199876034	4.33603672752656	3.9163563115950852	3.6023533254098186	3.357500998500563	3.1603831339390185	2.9976665933471236	2.860623799818484
5.3	3493.0357418909716	801.4840290365985	324.57739545278537	164.94493161870113	94.41132207507094	57.94058403232181	37.10853885426244	24.421129624758187	16.428830092869227	11.403882780895607	8.349297619625686	6.53372509226775	5.422891364444762	4.699058374236532	4.19546601806808	3.8252303205406952	3.540888700866689	3.3149085551260935	3.130381345223984	2.9763924393731607
5.4	3656.770801087785	842.5592991724664	342.92694549103356	175.34079642582634	101.12811568561445	62.65982041009345	40.61870905745158	27.128322549741213	18.53974852725182	13.008228361980992	9.50412681203072	7.3359538598130225	5.9863147125761556	5.110098002083284	4.5083207552738225	4.072446851662694	3.7423593184618684	3.4832468230719305	3.2739091739336152	3.1008074844059026
5.5	3821.2307714953263	883.7963134754751	361.33481024359685	185.757837262253	107.84750278215124	67.37034727129017	44.11352733551159	29.82038230208624	20.650107263201306	14.647237104732932	10.731132332557749	8.219808219530668	6.617830854828816	5.571535338988408	4.8574784564169375	4.3460773610690415	3.963479246430581	3.666563055375567	3.429120739935202	3.2345272936161256
5.6	3986.414063951441	925.1976612513146	379.80440343030745	196.20011666599254	114.57433257693552	72.07792198539578	47.599368175405075	32.50250215757801	22.75863631144447	16.306414106573904	12.00817680668416	9.170762086108464	7.313011889950856	6.083796797083554	5.244681190689043	4.647880233698914	4.205699340677896	3.8659852579277456	3.5968796363323654	3.378214015050335
5.7	4152.316825995142	966.7648171254697	398.3381870682371	206.67068254184048	121.31224429331988	76.78680425301603	51.08089498705501	35.17869741551556	24.86576745812807	17.978047681452647	13.319531982184904	10.174237434146034	8.064620403123326	6.645198639119934	5.670590121204443	4.979125835366508	4.470259841932623	4.082553089778091	3.7780142914584123	3.532517665767298
5.8	4318.933458959521	1008.4983886496045	416.93788969894143	217.1718169350996	128.0639901518165	81.50019125919766	54.56157941722625	37.852057577513854	26.97248863425052	19.658119003706016	14.65478032834488	11.217742968549507	8.864120725676798	7.252219954010352	6.134658880691542	5.340450649662962	4.758093598951994	4.317161002514158	3.9732853168795725	3.6980571554386494
5.9	4486.257021718778	1050.3983064029296	435.6046697462719	227.70521616329745	134.83166009083413	86.2205081890943	58.04404185853404	40.52496495884396	29.07988636517475	21.344572721570337	16.00723184732085	12.291542792865938	9.703053825707	7.900103715620723	6.635193573178152	5.731772675624742	5.069742707402183	4.570501439200267	4.183350360538857	3.8753989924968555
6.0	4654.279548016167	1092.4639713644824	454.33923930947907	238.27212360225352	141.6168418417547	90.94960798791534	61.530281350708854	43.19926460733002	31.188971646713046	23.03639371475936	17.372626760478077	13.388448043777533	10.573902757550181	8.583561187873206	7.169584829781134	6.152292213644756	5.40530456517012	4.843015638697944	4.408729555330575	4.0650349323881825
6.1	4822.992297273173	1134.6943701369114	473.1419599634495	248.87342911054307	148.4207372877755	95.68891220695745	65.02183486084179	45.87639200132378	33.30062343204437	24.733116433205556	18.74824239607232	14.503294656467313	11.470436131517651	9.297370815387149	7.734640804226544	6.600580001254488	5.764419320519395	5.134858699800085	4.649775368977398	4.267360305207394
6.2	4992.385953748272	1177.0881657064854	492.01291518242687	259.5097445001067	155.24424855062887	100.43951247658795	68.51989016779547	48.55746806445295	35.41558033461328	26.434562736117655	20.132320064573438	15.632411779149779	12.387709878119784	10.036769292447156	8.326930622215192	7.07473092881416	6.146302276034281	5.445888111896504	4.906650749601311	4.48265506677721
6.3	5162.450785289675	1219.6437693972846	510.9519694319869	270.1814615193353	162.08804263465603	105.20224499417441	72.02536747858926	51.24337024251777	37.534450983607165	28.140700600069465	21.523707058113178	16.7731893438563	13.321894627949591	10.7976371999048	8.943068183613565	7.572547202045255	6.5498148474916125	5.775673142241867	5.179318728275719	4.711069628971647
6.4	5333.176770238449	1262.3593982371626	529.9588130512003	280.88879687862	168.95260072250807	109.97774610552895	75.53897948729599	53.93478581553205	39.65773037832026	29.851567622010844	22.921634448925452	17.92375848687881	14.270061464871796	11.576535365662933	9.579904877910202	8.091714746588032	6.973559948945685	6.123528623355107	5.467545132598907	4.95261716868808
6.5	5504.553699087694	1305.2331209115484	549.0329985894678	291.6318275465284	175.83825607538506	114.76649438047666	79.06127626643266	56.632252349087764	41.78581693243772	31.567229139499755	24.3255786623319	19.0827658613993	15.229977869568895	12.370655454541367	10.234633368553578	8.629947612087069	7.415984784227438	6.488564455736017	5.770914109604547	5.207173410219428
6.6	5676.571256006311	1348.2628947224282	568.1739697540766	302.4105186527719	182.7452236177514	119.5688428730168	82.59267929100417	59.336188635371194	43.919028131724204	33.28775696346602	25.735174505915715	20.249217500687642	16.199938244197327	13.17773313992978	10.904822621473098	9.185089681603	7.87547611710356	6.869744099356099	6.088854257883324	5.474483948176739
6.7	5849.2190842220025	1391.4465954109992	587.3810846844079	313.22474571214786	189.67362317454882	124.38504413773485	86.13350754803982	62.04691858454521	46.057614147972565	35.013217150951576	27.150159957115687	21.42237156236985	17.178631449835173	13.995953402614607	11.588408370833877	9.75517487746433	8.35043827104521	7.265943956953923	6.4206718169850365	5.754178227695188
6.8	6022.486838411006	1434.7820412805418	606.6536347537256	324.0743124433314	196.62349790142417	129.21526982623058	89.68399779666404	64.76468983829287	48.20176935784346	36.74366495950218	28.570340734445388	22.601664614553854	18.16504065577604	14.823862842022496	12.283659448951585	10.33845374192741	8.83934988879424	7.676007229438458	6.765586839858768	6.045788535293359
6.9	6196.364226583735	1478.267012744726	625.9908598198739	334.9589651401558	203.59482901002764	134.05962617740255	93.24432044701986	67.4896883948153	50.351641953436314	38.47914270626994	29.995567331433747	23.786660729830764	19.158368904447496	15.660294797523871	12.989134245210073	10.933396287100466	9.340800060722913	8.098788225843377	7.122768575647113	6.348771926665702
7.0	6370.841043447436	1521.899268182079	645.3919606380736	345.8784043228686	210.58754761285684	138.91816636182767	96.81459211788047	70.22205019151744	52.507341905018514	40.219679409126066	31.425719993925416	24.97701607477097	20.157984209047907	16.5043082310797	13.70363593266664	11.538680136345029	9.85350712928897	8.533185540455372	7.491367175704647	6.662532972536744
7.1	6545.907196834148	1565.6765567976818	664.8561089917035	356.8322942273162	217.60154431439673	143.79090039116443	100.39488565656801	72.96187034624121	54.668947538870334	41.96529014902639	32.860698818420836	26.17245406716468	21.16337913040897	17.3551391288141	14.426170994167153	12.153170906157579	10.376324476221962	8.978164408678339	7.870539967911698	6.986445483627585
7.2	6721.552728470158	1609.5966290475446	684.3824559787284	367.8202705640774	224.63667698218669	148.67780312521617	103.98523813999704	75.70921058810318	56.83651096775664	43.71598226929717	34.300417187327675	27.3727477872018	22.17414095861774	18.212162428334345	15.15591296607826	12.775899581815683	10.908237459322907	9.432769720739481	8.25947162332864	7.319871858669873
7.3	6897.7678301192345	1653.657245072179	703.9701387992716	378.84194688445666	231.69277717868593	153.5788207800747	107.5856574557205	78.46410523036606	59.01006257772424	45.47174900796565	35.74479739960726	28.577707407606905	23.189929625094283	19.074862424495983	15.892171827303446	13.406039819706201	11.448354954880944	9.896131674347332	8.65738837865011	7.662179248294895
7.4	7074.542855940057	1697.8561814982038	723.6182863204104	389.8969198183809	238.76965533979214	158.4938762460021	111.19612750952948	81.2265660849463	61.18961474127345	47.23257583468572	37.193767757953026	29.787171126604655	24.21046124865483	19.942809839387618	16.63436870528788	14.04288679074066	11.995898088085404	10.3674660743779	9.063567013971811	8.01275223127449
7.5	7251.86833173348	1742.1912368983835	743.3260236387903	400.9847733939417	245.86710511619395	163.4228734533154	114.81661258941841	83.99658645325071	63.375164896785925	48.99844042605457	38.647260629086766	31.00099856756452	25.235495798411723	20.815644058405613	17.38201525056756	14.685838310797726	12.550187925939172	10.84607104374666	9.477339543381433	8.37100209180184
7.6	7429.734961647512	1786.6602361464427	763.0924758189391	412.10508260591496	252.9849069334166	168.3657009718369	118.44706091083172	86.77414436496488	65.56669625186349	50.76931379858411	40.10521115774349	32.219065931279	26.264827778191453	21.69305934196623	18.13469694868433	15.334378476735438	13.110633258749468	11.331321555341496	9.898094625427884	8.736373045508588
7.7	7608.133632786942	1831.26103385937	782.9167709513493	423.25741636730254	260.1228309474034	173.3222349895674	122.08740754941408	89.55920531109686	67.76418730764188	52.54516132957486	41.56755642140995	33.44126240451465	27.29827914085173	22.57479408740974	18.892059672673277	15.988063732837066	13.676719121451784	11.822662832749085	10.325276619514796	9.108345898013791
7.8	7787.055418113111	1875.9915170850609	802.7980426479779	434.4413399519483	267.2806394998593	178.29234178570218	125.73757687112952	92.35172447616776	69.9676026077516	54.32594366345642	43.034234882763656	34.66748747674941	28.33569385850886	23.4606224305327	19.653798862884614	16.64651114770975	14.247996381824978	12.319603350526055	10.758383068377178	9.486439660092595
