αωE	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1.0	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	2.0
12.0	-8.553854225605654	-8.60757232952129	-8.661022144914462	-8.714193186051858	-8.76707419259824	-8.819653105335043	-8.871917050015869	-8.923852331753483	-8.975444442356956	-9.026678083289617	-9.077537206832453	-9.128005077777498	-9.178064357720217	-9.227697213143928	-9.276885447687695	-9.325610657991243	-9.373854410344196	-9.421598435558128	-9.468824836018573	-9.51551629927285
11.9	-8.480329194123712	-8.534071743356161	-8.587545925710387	-8.640741108443084	-8.693645860393588	-8.746247925987468	-8.798534207672308	-8.850490759320099	-8.902102793175969	-8.95335470319604	-9.004230107534681	-9.054711912669662	-9.104782401364835	-9.154423345743483	-9.203616145865924	-9.252341993106715	-9.300582055365552	-9.348317681193203	-9.395530616389763	-9.442203226927019
11.8	-8.406918160258085	-8.460685581702514	-8.514184574098906	-8.567404354297274	-8.620333315940167	-8.672959001638056	-8.725268083885346	-8.777246357401376	-8.828878745649	-8.880149324559829	-8.931041366415426	-8.981537406550508	-9.031619335218258	-9.081268515975806	-9.130465930982893	-9.179192352398703	-9.227428536694688	-9.275155438595243	-9.322354437763087	-9.369007571533341
11.7	-8.333622616864941	-8.387415349369583	-8.44093960768479	-8.494184454747973	-8.547138104473248	-8.599787891977464	-8.6521202528688	-8.70412071444319	-8.755773901727903	-8.807063561601584	-8.857972608145262	-8.908483192081633	-8.958576796794382	-9.008234362375514	-9.057436438089772	-9.106163362316776	-9.154395466546791	-9.202113299736235	-9.24929786565449	-9.295930865930512
11.6	-8.26044408983329	-8.314262584660407	-8.36781257807333	-8.421082975476999	-8.47406180635755	-8.526736192428746	-8.579092325177164	-8.631115455824473	-8.68278990084701	-8.734099066498771	-8.78502549571395	-8.835550940453464	-8.885656462150543	-8.935322561798761	-8.984529340063387	-9.033256686336417	-9.081484493040398	-9.129192891041003	-9.176362498264997	-9.222974673584206
11.5	-8.187384139123044	-8.24122886043224	-8.29480507195612	-8.348101517828447	-8.401106038231632	-8.453805535323356	-8.506185948913533	-8.5582322450955	-8.609928421188512	-8.661257530672211	-8.712201731729262	-8.762742362684456	-8.812860047172073	-8.862534830675326	-8.911746348805801	-8.960474026084732	-9.008697301227908	-9.056395874302712	-9.103549967264293	-9.150140589226286
11.4	-8.114444359844565	-8.168315785200637	-8.221918712242307	-8.275241719969879	-8.328272454201217	-8.380997591128226	-8.4334028109906	-8.485472785271265	-8.537191181004324	-8.588540686130008	-8.639503059773247	-8.690059210976822	-8.74018930891113	-8.789872926311096	-8.839089216488674	-8.88781712250376	-8.936035614155008	-8.983723947617385	-9.03086193858283	-9.077430239491733
11.3	-8.04162638338381	-8.095525004289748	-8.149155159237683	-8.202505258103194	-8.255562747084499	-8.308314069726865	-8.36074463844767	-8.412838820182825	-8.464579939997643	-8.515950306872057	-8.5669312658193	-8.61750328013184	-8.667646046982396	-8.717338648243055	-8.76655973684402	-8.815287757052138	-8.863501193948874	-8.911178846336442	-8.958300113210475	-9.004845283550774
11.2	-7.968931878573818	-8.022858201031047	-8.076516111874053	-8.129893847727852	-8.182978649711803	-8.23575672175722	-8.288213199826949	-8.34033213588995	-8.392096500767353	-8.443488210361282	-8.494488179713121	-8.545076409027743	-8.595232105018404	-8.644933839649031	-8.694159746502788	-8.742887752945839	-8.791095842934993	-8.838762344036134	-8.885866227999665	-8.93238741373321
11.1	-7.896362552915967	-7.950317098013166	-8.00400330899151	-8.057409244959313	-8.110521936282886	-8.163327340009669	-8.21581030661229	-8.267954562158582	-8.319742710319213	-8.371156259048854	-8.422175676721189	-8.472780482163545	-8.522949372187357	-8.572660388814487	-8.621891126382852	-8.670618976438567	-8.718821404782052	-8.766476253502262	-8.813562056470614	-8.860058356141572
11.0	-7.8239201538526135	-7.877903458385377	-7.9316185306767215	-7.985053247905532	-8.038194423785031	-8.091027760888402	-8.143537814734055	-8.195707974006789	-8.247520461647278	-8.298956361998176	-8.349995679150494	-8.400617431272218	-8.450799784776448	-8.50052023065862	-8.549755803151914	-8.598483338142218	-8.646679765674305	-8.69432242772844	-8.74138940961548	-8.787859871249378
10.9	-7.75160647009538	-7.805619087217924	-7.859363599659929	-7.912827698105025	-7.965997973475217	-8.018859865939945	-8.071397626143925	-8.123594293323258	-8.175431695389959	-8.22689047655704	-8.27795015804347	-8.32858923700691	-8.378785327843854	-8.42851534832226	-8.477755750621823	-8.526482794387706	-8.574672855510407	-8.622302760925622	-8.669350136698345	-8.71579375448007
