E(ħω₀)|α↓|ω→	0.1 ω₀	0.2 ω₀	0.3 ω₀	0.4 ω₀	0.5 ω₀	0.6 ω₀	0.7 ω₀	0.8 ω₀	0.9 ω₀	1.0 ω₀	1.1 ω₀	1.2 ω₀	1.3 ω₀	1.4 ω₀	1.5 ω₀	1.6 ω₀	1.7 ω₀	1.8 ω₀	1.9 ω₀	2.0 ω₀
1.1	-4.086066218300385	-4.147907838080019	-4.200674544557806	-4.247606865899484	-4.290251719841091	-4.329524090684967	-4.3660305688769085	-4.400203305558096	-4.432365897637382	-4.462769682430086	-4.491615420380192	-4.519067065797793	-4.545260942074663	-4.570312095659707	-4.59431883845405	-4.617366082821388	-4.639527846279435	-4.660869169642542	-4.681447611119948	-4.701314427577109
1.2	-4.094075430638897	-4.161697666022018	-4.219397827038546	-4.27071440646592	-4.31733769419821	-4.360268113363567	-4.400169277179376	-4.437514198795344	-4.472657224580855	-4.505873673397126	-4.537383525710851	-4.567366474094204	-4.595971954857964	-4.623326097687835	-4.6495366956794335	-4.674696855602974	-4.69888774027972	-4.7221806694132935	-4.744638756473715	-4.766318203202297
1.3	-4.1021195594609114	-4.17555239460722	-4.238211717312912	-4.293934578569084	-4.344555156033487	-4.391159752891301	-4.4344693807948605	-4.4749982344554375	-4.513131681824388	-4.549169255522117	-4.583350354706363	-4.615870580656777	-4.646892629256092	-4.676553839970904	-4.704971596591174	-4.732247295303277	-4.758469326885114	-4.7837153620134565	-4.808054132435446	-4.8315468399826
1.4	-4.110199766858471	-4.189474190371828	-4.257119214074172	-4.317271049083187	-4.3719082938526785	-4.4222035928484935	-4.468935751367309	-4.512660483047907	-4.5537944651834765	-4.592661689797278	-4.6295211847813755	-4.664584640114072	-4.698028165862642	-4.730000444424871	-4.760628565248043	-4.79002231344861	-4.818277394117763	-4.845477904026221	-4.871698258697652	-4.897004717291667
1.5	-4.118317298202198	-4.203465373242823	-4.276123524515466	-4.340727733893046	-4.399401572730694	-4.453404510096062	-4.503573561807121	-4.550506317535419	-4.594651068965683	-4.63635652796345	-4.675901573674335	-4.71351417518316	-4.749384019992049	-4.783671273706641	-4.816512852250772	-4.8480270339812686	-4.87831692857547	-4.907473137206475	-4.9355758272597265	-4.962696374550372
1.6	-4.126473491690919	-4.2175284338311805	-4.295228087321886	-4.364308824613547	-4.4270397630598195	-4.484767704200542	-4.5383883153825755	-4.588541441379595	-4.635707312501748	-4.680259637245769	-4.722497382247406	-4.762664997494736	-4.800965920561131	-4.837571948230055	-4.872629949999624	-4.9062668068822095	-4.938593127550307	-4.969706099227102	-4.999691711930393	-5.028626519607891
1.7	-4.134669789446831	-4.231666053470089	-4.314436599223395	-4.388018819324934	-4.454827973471051	-4.516298730968273	-4.573385878706947	-4.626771920178792	-4.676969369919493	-4.7243772279692235	-4.76931479981089	-4.812043230607884	-4.852779890853281	-4.891708364788501	-4.928985609314195	-4.964747222942082	-4.9991114121100955	-5.032182035228539	-5.064050978496951	-5.094800037673484
1.8	-4.14290775048622	-4.245881127571927	-4.333753045833329	-4.411862558115283	-4.482771688720673	-4.548003540836742	-4.608572519298967	-4.665204217493045	-4.718443803671042	-4.768715884483941	-4.816360372328527	-4.861655335506233	-4.904832271401438	-4.946086716973467	-4.985585857565791	-5.02347412979855	-5.059877441235017	-5.094906410242848	-5.128658895615688	-5.1612220008399525
1.9	-4.151189065984818	-4.260176793029342	-4.353181737683368	-4.435845264417814	-4.510876813522936	-4.579888523041514	-4.643954948541239	-4.703845235573921	-4.760137602423345	-4.813282599908904	-4.863641033921521	-4.911508138914379	-4.957129745261688	-5.000713517604894	-5.042437018492224	-5.082453649374434	-5.120897127111616	-5.15788492257044	-5.193520946482524	-5.227897678242767
2.0	-4.159515577375756	-4.274556460586577	-4.372727352610455	-4.459972593386528	-4.539149723553274	-4.61196055669476	-4.679540371046859	-4.742702361869913	-4.802058224044557	-4.85808481529903	-4.911164142163266	-4.961608864829598	-5.009679365991221	-5.05559562342008	-5.099545733887254	-5.141692196859848	-5.182176651697576	-5.221123518195191	-5.25864284134788	-5.294832546901972
2.1	-4.167889297978391	-4.289023853376357	-4.392394985976757	-4.484250688890871	-4.5675973251641855	-4.644227070191888	-4.715336541680853	-4.781783522370354	-4.844213644571164	-4.90313046395846	-4.958937517746414	-5.011965169731042	-5.0624885886938635	-5.110740262303738	-5.156918987382268	-5.20119650141149	-5.243722484683024	-5.284628406331954	-5.3240305309451355	-5.362032303297158
2.2	-4.176312439075872	-4.303583053183715	-4.412190210642282	-4.508686251159669	-4.596227125774474	-4.676696110727811	-4.7513518317866605	-4.821097243094569	-4.886612414231082	-4.948428021768402	-5.006969489213013	-5.062585182009003	-5.115565304554896	-5.16615506338373	-5.214564130569054	-5.260973628750774	-5.305541402987858	-5.348406076209422	-5.389690220907582	-5.429502875729074
2.3	-4.184787441664535	-4.318238556502903	-4.432119149209015	-4.533286617711886	-4.625047317450868	-4.709376426184605	-4.787595306561621	-4.860652721344505	-4.929263721837705	-4.993986564578313	-5.055268943571844	-5.113477546253881	-5.168917879356201	-5.221848090365846	-5.27248891174117	-5.321031005872483	-5.36764051194975	-5.412463315201013	-5.455628387254688	-5.4972504375246505
2.4	-4.193317015529979	-4.332995343161406	-4.452188561886491	-4.55805986104351	-4.65406687695496	-4.742277562291088	-4.824076816041098	-4.900459908740588	-4.972177469174069	-5.039815833934562	-5.103845383790936	-5.164651473161667	-5.222555196545457	-5.277827878538218	-5.330701507578863	-5.381376448099175	-5.4300272683742765	-5.476807228426821	-5.52185179303447	-5.565281421145338
2.5	-4.201904187927094	-4.347858961295469	-4.472405954501253	-4.583014907696984	-4.683295686561204	-4.775409978815571	-4.8608071028338475	-4.940529608583292	-5.015364357375312	-5.085926312704025	-5.152708994355763	-5.216116795955171	-5.276486705531516	-5.3341034759430235	-5.389210558138844	-5.442018188746131	-5.492709505636945	-5.541445259960712	-5.5883675062149525	-5.633602533261525
2.6	-4.21055236505793	-4.362835633933432	-4.49277971285767	-4.608161684976933	-4.712744681387982	-4.808785189728289	-4.89779793066649	-4.98087359077011	-5.058835987819661	-5.132329312508757	-5.201870716335297	-5.2678840343938695	-5.33072247599609	-5.390684489291748	-5.448025205566559	-5.502964911694248	-5.5556954610469775	-5.606385215788242	-5.655182918923641	-5.7022207708582755
2.7	-4.2192654109239776	-4.377932394635951	-4.513319272130726	-4.633511303937285	-4.742426031015697	-4.8424159338991855	-4.935062239037432	-5.021504728411351	-5.102604980691751	-5.179037075345477	-5.251342333712623	-5.319964467657959	-5.385273259153239	-5.447581135292672	-5.507155137005974	-5.5642257872048475	-5.618993805704299	-5.671635288672963	-5.722305768139725	-5.771143438439433
2.8	-4.228047750272984	-4.393157262993691	-4.5340353336872115	-4.659076290743295	-4.772353366094777	-4.876316385192297	-4.972614330991367	-5.062437161517476	-5.146685115241813	-5.226062892352014	-5.301136573132425	-5.37237021765376	-5.440150557058338	-5.504804298167672	-5.566610632249537	-5.625810511350927	-5.682613677104348	-5.737204085100744	-5.789744157948723	-5.8403781663980805
2.9	-4.2369045057890515	-4.408519476057343	-4.554940147465722	-4.684870883760051	-4.802542064958362	-4.910502414112045	-5.010470103417678	-5.103686494806153	-5.191091496906605	-5.273421243445794	-5.35126721971831	-5.425114344610796	-5.495366701273036	-5.562365594262764	-5.626402616747974	-5.687729349483989	-5.746564714769269	-5.803100654483294	-5.857506583473365	-5.909932930620842
3.0	-4.2458416853618175	-4.424029800358192	-4.5760478871682615	-4.710911421854603	-4.833009621753893	-4.944991917980234	-5.04864733267861	-5.1452700389931465	-5.235840757993785	-5.321127962557438	-5.401749252250398	-5.4782109572414805	-5.5509349424401115	-5.620277444806005	-5.686542720686726	-5.749993184204191	-5.8108570992107635	-5.869334520812725	-5.925601956596735	-5.979816073391323
3.1	-4.254866445114542	-4.439700963705458	-4.597375160550965	-4.73721686240893	-4.8637761276710005	-4.979805243847567	-5.087166033304935	-5.187207108181877	-5.2809513007209095	-5.369200434500124	-5.45259900181091	-5.531675340233039	-5.606869552620612	-5.6785531580407405	-5.747043344934053	-5.812613568353551	-5.875501594548989	-5.935915716967628	-5.994039633593579	-6.050036325653145
3.2	-4.263987471800074	-4.455548271703634	-4.618941722926542	-4.763809489108462	-4.894864912908746	-5.014965739446447	-5.126048914796648	-5.229519390606757	-5.326443594280869	-5.417657831271644	-5.503834339059626	-5.585524102463808	-5.663185942606033	-5.737207022164844	-5.807917734774824	-5.875602783606156	-5.940509595143652	-6.002854821876531	-6.062829444781882	-6.120602830684936
3.3	-4.273215562914547	-4.471590522222602	-4.640771508587255	-4.790715906866007	-4.926303423598364	-5.050500485058039	-5.165321972627884	-5.272231416732696	-5.372340541632827	-5.466521397950956	-5.555474896669543	-5.63977535011511	-5.719900796852215	-5.796254410740499	-5.869180062463156	-5.938973905283829	-6.0058931766036	-6.0701630007448655	-6.131981726297935	-6.191525169227005
3.4	-4.282564555601277	-4.487851428030321	-4.662894184092991	-4.817968489057897	-4.958124453708946	-5.086441287903467	-5.205015266766214	-5.315371158726313	-5.418667937433694	-5.515814801568121	-5.607542335239721	-5.694448889825987	-5.77703222920198	-5.855711902505399	-5.930845519753833	-6.002740874077048	-6.071665151558383	-6.137852048544211	-6.201507354082338	-6.262813386080964
3.5	-4.28335320586392	-4.50436197026371	-4.685347611375518	-4.845607573325264	-4.990367934921091	-5.122826069540637	-5.245163968610882	-5.358970810512837	-5.465455046770003	-5.565564560749223	-5.66006066334686	-5.749566468259909	-5.83459996318255	-5.915597417814189	-5.992930421701466	-6.066918575393544	-6.137839130573957	-6.205934436943952	-6.2714177801389654	-6.334478018177387
3.6	-4.328405122835255	-4.521164627412521	-4.708182025686661	-4.873684975505947	-5.023083646874891	-5.15970086374247	-5.285809803041152	-5.4030678212860614	-5.512735346448868	-5.615800580080908	-5.713056625485107	-5.805152055977056	-5.892625541390453	-5.9759303742618455	-6.055452323138522	-6.131522927082565	-6.2044295885769785	-6.274423364831017	-6.341725071090643	-6.4065301240705015
3.7	-4.378018312129248	-4.524651523964198	-4.731467806222645	-4.9022700194587525	-5.056335539919111	-5.197122805860314	-5.327003091307777	-5.447706293188238	-5.560547488685906	-5.666556821754458	-5.76656017571654	-5.861232185391775	-5.951132569310797	-6.036731864373216	-6.118430149342081	-6.1965709762780055	-6.271451937106702	-6.343332812506244	-6.412441948999824	-6.478981314770049
3.8	-4.431322119900344	-4.573078602598901	-4.75531202296584	-4.9314609261475635	-5.090209111340996	-5.235164823145343	-5.36880574339939	-5.49293891634398	-5.608936574554448	-5.7178721592311605	-5.820605060213579	-5.917836354892172	-6.010146999839156	-6.0980248585532895	-6.181884342447629	-6.262081006049182	-6.338922602626919	-6.412677599557887	-6.483581834344314	-6.551843785755284
3.9	-4.487809917369928	-4.626144934800358	-4.772717072393425	-4.961409608415682	-5.124825201863247	-5.273923452133344	-5.41129582130821	-5.538829721116172	-5.657955867258957	-5.769791474983051	-5.875229538860827	-5.974997513916251	-6.0696974657226175	-6.159834436721909	-6.245837025122826	-6.3280726524145186	-6.406859110984467	-6.482473446281841	-6.555158890929913	-6.625130349930274
4.0	-4.547134175764279	-4.6828180910257675	-4.82414247862317	-4.992390274319025	-5.160369481735531	-5.313532948046162	-5.4545748502558835	-5.5854581165883	-5.707669142662771	-5.8223670889432295	-5.930477284997851	-6.032752646818786	-6.1298156679732845	-6.222188052099472	-6.310312182806116	-6.3945670320187205	-6.475280177869779	-6.552737038329423	-6.627188072374955	-6.698854471168123
4.1	-4.609034774593371	-4.742559619786661	-4.880356907671477	-5.026097993219304	-5.197170728176307	-5.354193717030974	-5.498780278353916	-5.632925033066334	-5.758153982068837	-5.8756606387451065	-5.9863985132433655	-6.091143476381093	-6.190536828751014	-6.28511583028584	-6.3753358653371075	-6.461586880336193	-6.544205804783897	-6.623486093997308	-6.699685169604864	-6.773030297948019
4.2	-4.673306112200786	-4.805016685333824	-4.940120026796665	-5.080529835906145	-5.236029064341513	-5.396239788003861	-5.544108442341987	-5.681362654204284	-5.809506483879669	-5.929745579235092	-6.04305139724719	-6.150217309936657	-6.251900216718738	-6.348650905780092	-6.4409364078944575	-6.529156699555385	-6.613657379498774	-6.6947394332053385	-6.77266685853482	-6.847672696406233
4.3	-4.739779516969371	-4.869931789343203	-5.002857044653757	-5.139753387693505	-5.283492697973264	-5.440348469809418	-5.590861344999846	-5.730950533044617	-5.861848135475369	-5.984710524939889	-6.100503848797748	-6.210028050334464	-6.313949750436672	-6.412829795926302	-6.507144669566771	-6.597302914198216	-6.683657779251991	-6.766517046705504	-6.846150746779507	-6.922797281892202
4.4	-4.808312836949197	-4.937104590125654	-5.068207439318378	-5.202436320976494	-5.3413084371967585	-5.488526089235323	-5.639553704773105	-5.781943360259799	-5.915335942802449	-6.040663706353434	-6.158835727445337	-6.270637386168074	-6.376734679176291	-6.477692808145429	-6.573994285254479	-6.66605403087018	-6.754231473865611	-6.8388401633923595	-6.920155417793093	-6.998420447835278
4.5	-4.878783812185639	-5.0063724574520485	-5.135914371476184	-5.2679925518916075	-5.403548066242042	-5.544301289909514	-5.6911644330002975	-5.834718961549364	-5.97017714198409	-6.097738776266317	-6.218141511704967	-6.332116152477433	-6.440310327478122	-6.543284468995774	-6.641521922428518	-6.735440796103557	-6.825404624526628	-6.911731312699309	-6.994700470291477	-7.0745593903786865
4.6	-4.951085615528399	-5.077599337918134	-5.205781049827352	-5.336062350359798	-5.469075000002157	-5.605790017801532	-5.747256333599589	-5.889847383681277	-6.026648664968034	-6.156101855523513	-6.278533333261501	-6.394545798520847	-6.504738864702212	-6.609653951284485	-6.709767527876693	-6.805496342782622	-6.897205172006721	-6.9852143779233495	-7.069806550125139	-7.151232126818227
4.7	-5.025123719133263	-5.150668834746612	-5.2776493934829265	-5.406392860246765	-5.537344432028512	-5.671113611048394	-5.808362204178877	-5.948088280331728	-6.085114030711933	-6.21595842154349	-6.340143937083285	-6.458019785233776	-6.570090015886292	-6.676855455674417	-6.7787745401206925	-6.876256310831206	-6.969662905524995	-7.05931463488546	-7.145495370942909	-7.228457505392063
4.8	-5.100813613777609	-5.225479636582516	-5.351388145853066	-5.47879214723238	-5.6080157238627635	-5.739465658029026	-5.873554395983932	-6.010022866926773	-6.1460050879789225	-6.277555116099663	-6.403128378395879	-6.522644519825535	-6.636441555184465	-6.744948473157131	-6.848590029840166	-6.947758921441663	-7.042809500194846	-7.134058768587993	-7.221789719015381	-7.306255203409463
4.9	-5.178079100013515	-5.301942351654454	-5.426885635678065	-5.553107091939886	-5.680848023436377	-5.810390533167306	-5.941999110357887	-6.075595434451866	-6.209707336561065	-6.341164924691606	-6.467661902887922	-6.5885390784723015	-6.703879309137798	-6.813997812304673	-6.919264712916366	-7.020044976048692	-7.116678507055905	-7.209474858500882	-7.298713436494403	-7.384645710097377
5.0	-5.256850976202956	-5.379977230608525	-5.504045069874545	-5.629211222698185	-5.755658201610927	-5.883586461004305	-6.013168961995568	-6.144368137967481	-6.27638079978165	-6.407041111987068	-6.53392985124598	-6.655832502197471	-6.772496249199012	-6.884073221985414	-6.990852759323822	-7.093157741864102	-7.191305275268389	-7.285592320901646	-7.376291376232867	-7.463650289919671
5.1	-5.337066010155101	-5.459512476922822	-5.582781314566974	-5.706997375956108	-5.8323001616090915	-5.958834167921109	-6.0867130501659785	-6.215904934488291	-6.3459211919292	-6.475347126603417	-6.6021058539357576	-6.724657153296887	-6.842390118947531	-6.9552483874517135	-7.063411299446246	-7.167142676324119	-7.26672678165346	-7.362441794546834	-7.454549320193795	-7.543290921545845
5.2	-5.418666118546151	-5.540482960383382	-5.663018603843962	-5.786372961598239	-5.910653311573958	-6.035964455244011	-6.162380113574446	-6.289865646941299	-6.418090357496424	-6.546112142257123	-6.672321116768966	-6.795137203592581	-6.9136590515498	-7.027599054748748	-7.136999515611361	-7.242046935937422	-7.342981339410729	-7.44005495428895	-7.533513852633854	-7.623590207209594
5.3	-5.501597701906913	-5.622829215727328	-5.744688854711913	-5.867256747244442	-5.990615561498682	-6.114841173599168	-6.2399795815927295	-6.365992084434505	-6.492634566200034	-6.6192505794536185	-6.744638817386567	-6.867373605359685	-6.986395003020714	-7.1012000981671655	-7.211677215339748	-7.31791861539517	-7.420108157198603	-7.5184642367392005	-7.613212178944227	-7.704571247038258
5.4	-5.585811098316119	-5.706496648432694	-5.827730393738069	-5.949576583043572	-6.072098786871893	-6.1953513476148565	-6.319360551613823	-6.444084230204914	-6.569329947003173	-6.694616915863492	-6.819049429150384	-6.941430261284703	-7.060675708498897	-7.176121550394498	-7.287502833784535	-7.394805676932359	-7.498146724163622	-7.597702463629057	-7.693671881660503	-7.786257473229993
5.5	-5.671260129201287	-5.7914348944452945	-5.912086972459957	-6.03326773735214	-6.155025740525969	-6.277399013784986	-6.400399564325667	-6.5239827163330215	-6.647989282446076	-6.772050754305106	-6.895487487846479	-7.017327396722363	-7.136557004730282	-7.252423983068832	-7.364530922493534	-7.472754564641193	-7.577136008619801	-7.677802353221692	-7.774920607174517	-7.868672439914496
5.6	-5.757901717681375	-5.8775972965966785	-5.997706990976199	-6.118271645082964	-6.239327865203738	-6.360901153650084	-6.482993025160182	-6.605557189619541	-6.72845726445824	-6.851399705209802	-6.973856063763958	-7.095044749687526	-7.214067916434129	-7.330154048237638	-7.4428093447534724	-7.551808556920122	-7.657113479960145	-7.75879591895124	-7.856985680547405	-7.951839566368616
5.7	-5.845695564807317	-5.964940471039245	-6.0845428752111514	-6.204534944116655	-6.324943692913196	-6.445784887847563	-6.567052252128885	-6.68869860562654	-6.810604070847365	-6.932527293317105	-7.054046801772704	-7.174531765717456	-7.293210100338589	-7.409341215856934	-7.5223765679759165	-7.632005986136331	-7.738113994836763	-7.840713767837835	-7.939893651829939	-8.035781834132843
5.8	-5.934603872569681	-6.053423944207663	-6.172550569975415	-6.29200871847321	-6.41181764142391	-6.531985468839568	-6.65250009662807	-6.773314010736865	-6.894319825749666	-7.015313920902585	-7.135952048902603	-7.25571956489346	-7.373961418063493	-7.489996528998585	-7.603259535565082	-7.7133785275008755	-7.8201686253872875	-7.923584328358645	-8.023669785366621	-8.120521442528089
5.9	-6.024591105093497	-6.143009845806541	-6.261689120872712	-6.380647893488217	-6.499899088294927	-6.61944480123514	-6.739268553054848	-6.859322910843686	-6.979510300097323	-7.099655303376501	-7.219470716592081	-7.338530915600558	-7.456281905547987	-7.5721135756959415	-7.685472535400523	-7.7959497977557906	-7.9033035400996265	-8.00743305583128	-8.108337513018771	-8.206079431926877
6.0	-6.115623781321847	-6.2336626468621885	-6.351920325475832	-6.470410745094607	-6.589141644210323	-6.708110323053071	-6.827297015870987	-6.946654674996707	-7.066093669233643	-7.1854602791088436	-7.3045104185283485	-7.4228870068483435	-7.540120128746258	-7.655671190055916	-7.769017254520628	-7.879734480670564	-7.98753906444896	-8.092281678701065	-8.193917881677619	-8.292475289422077
6.1	-6.20767029389834	-6.325348934430641	-6.4432084392853435	-6.561258496345079	-6.679502572855431	-6.797934141354511	-6.916530975527505	-7.0352466321358404	-7.153998074043878	-7.272648697903099	-7.390987726808983	-7.508711400653208	-7.62541858929911	-7.740637021241674	-7.853883913922054	-7.96473810591003	-8.072889038258344	-8.178147556277354	-8.280429032806186	-8.37972655648239
6.2	-6.300700750025745	-6.418037216427156	-6.535519925572962	-6.65315498172686	-6.770942320772103	-6.888872351773086	-7.006921020827902	-7.12504264416374	-7.243159772328425	-7.361149599429081	-7.478827599762757	-7.5959320185219	-7.712117695427587	-7.8269711497573535	-7.940053148122717	-8.050957478463683	-8.159360547536258	-8.265043213302416	-8.36788575480605	-8.467848461785975
6.3	-6.39468683089784	-6.511697751437827	-6.628823240788065	-6.746066364924714	-6.863424131259345	-6.980884493975667	-7.098422060839819	-7.215992014416362	-7.33352172106066	-7.450899707922209	-7.567962515750852	-7.6844819264052155	-7.800158374923852	-7.91462921958145	-8.027498213273553	-8.13838163516845	-8.246954049469133	-8.35297609829728	-8.456299146050565	-8.55685360366794
6.4	-6.489601666936158	-6.6063023994272205	-6.723088649087308	-6.839960899274264	-6.956913723539777	-7.073933109573072	-7.190992707679341	-7.308048637578756	-7.425032474821201	-7.541842209213953	-7.6583315621245776	-7.7742994501421245	-7.889483632918037	-8.003564870546398	-8.116187164720436	-8.226993133154622	-8.335663847823684	-8.441948584198094	-8.545676417069858	-8.646751704777836
6.5	-6.585419726562823	-6.701824490059127	-6.818288060941611	-6.934808722715366	-7.051379023340442	-7.167983378588288	-7.2845947795328145	-7.401170326934754	-7.517645318571964	-7.633925756343667	-7.7498795847208966	-7.8653279494995285	-7.980039377411638	-8.093731475894373	-8.206084771875865	-8.316769465034517	-8.425478830013553	-8.531958198260114	-8.63602084595879	-8.73754945647805
6.6	-6.682116716633302	-6.798238705970587	-6.914394891823279	-7.030581680924324	-7.146789934501611	-7.263002817093949	-7.3791928951399965	-7.495318274248619	-7.611317576205518	-7.7271036735082435	-7.842556434595051	-7.957515439149941	-8.071774773858797	-8.185083296456796	-8.297154066982426	-8.407684432966875	-8.516383356572524	-8.622998041244765	-8.727331884439126	-8.829250462821172
6.7	-6.779669492968986	-6.8955209788239005	-7.0113839377732425	-7.127253173685944	-7.243118143709012	-7.358961023140368	-7.4747541389519805	-7.590456610488123	-7.706010052602191	-7.821333293646041	-7.936316317598322	-8.050814159076339	-8.164642314590676	-8.277576192193287	-8.389357518098219	-8.499709372105931	-8.608358198299833	-8.715057339223575	-8.819605396582155	-8.921855284875463
6.8	-6.878055979681304	-6.99364839634432	-7.109231265263241	-7.224798020602111	-7.340336952252067	-7.4558294612838685	-7.571247781678596	-7.686552044369291	-7.801686578356275	-7.91657542480337	-8.031117239480665	-8.145180147185972	-8.258597725799014	-8.371168019230364	-8.482657868958958	-8.592814170672955	-8.701381437841537	-8.80812206675308	-8.91283400090446	-9.015361577306571
6.9	-6.977255096185953	-7.0925991188559845	-7.207914113245125	-7.3231923430203265	-7.438421130046859	-7.5535812783194425	-7.668645044804002	-7.783573561777118	-7.898313634404644	-8.012793905326198	-8.126920534775504	-8.240572839204834	-8.353599789309673	-8.46581881439094	-8.57701870862133	-8.686968076754408	-8.795429280678892	-8.902175585881878	-9.007007480932295	-9.109764301942036
7.0	-7.07724669097215	-7.192352304072652	-7.307410805656009	-7.422413459669552	-7.53734678816378	-7.652191144498983	-7.766918900411224	-7.881492173398467	-7.995860039548566	-8.109955234168073	-8.223690467113848	-8.33695470595457	-8.449610125982062	-8.561490842119245	-8.672404834703805	-8.782140308279827	-8.890476747225598	-8.997199257532783	-9.102113229332833	-9.20505599851864
7.1	-7.178011481330492	-7.292888039097696	-7.407700672945235	-7.522439793960002	-7.637091266860058	-7.751635115760879	-7.866043899663221	-7.980280700971916	-8.094296688011651	-8.208028260841342	-8.321393889575802	-8.434290930312647	-8.546592968147575	-8.658148556139466	-8.768782465776145	-8.87830049523527	-8.986498238545934	-9.093172996094843	-9.198136695048971	-9.301227091236996
7.2	-7.279530998357261	-7.394187278748618	-7.508763981428323	-7.623250791271478	-7.737633036700841	-7.851890513431935	-7.965996024767551	-8.079913594791417	-8.193596327205743	-8.30698392352371	-8.419999955173736	-8.532549122310137	-8.64451493644832	-8.755758511161797	-8.866119347327842	-8.975418986480964	-9.083467981951628	-9.190075751396712	-9.29506180970719	-9.398266210790636
7.3	-7.381787536646998	-7.496231789453466	-7.6105818694646805	-7.724826844845816	-7.83895161080549	-7.952935818574189	-8.066752560357347	-8.180366776747107	-8.293733368110914	-8.406795026318095	-8.519479869106696	-8.631699069113928	-8.743344829125181	-8.85428924781893	-8.964384785006896	-9.073467051599032	-9.181360370278586	-9.28788591286989	-9.392871377131035	-9.496160514460847
