R(r₀)|α↓|ω→	0.1 ω₀	0.2 ω₀	0.3 ω₀	0.4 ω₀	0.5 ω₀	0.6 ω₀	0.7 ω₀	0.8 ω₀	0.9 ω₀	1.0 ω₀	1.1 ω₀	1.2 ω₀	1.3 ω₀	1.4 ω₀	1.5 ω₀	1.6 ω₀	1.7 ω₀	1.8 ω₀	1.9 ω₀	2.0 ω₀
2.5	0.8545132872336327	0.9494376110735101	1.0279356080433957	1.0460051956407106	1.03111126344956	1.0080605939916782	0.9850938290586125	0.9644487067560397	0.9465195120673335	0.9311464496232078	0.9180267527442589	0.906848482904684	0.8973314429497864	0.8892359894023633	0.8823610117702751	0.8765387748901413	0.8716293959926238	0.8675158807423659	0.8640999456234044	0.8612986014958739
2.6	0.791662058510965	0.8710405359355887	0.946259095527754	0.9758258471303689	0.9706476848175689	0.9539323559020817	0.9352677242491648	0.917720388419718	0.9021265240528648	0.8885747295585527	0.8769117481219806	0.8669211726799946	0.8583869151716675	0.8511141092147863	0.8449339638903248	0.8397027188346855	0.83529869082064	0.8316189756387248	0.8285763852990323	0.8260967984134434
2.7	0.7377940456807377	0.8040754519601343	0.872927706796955	0.9102995259153138	0.9139744241788695	0.9033330393066039	0.8888108808172795	0.874234105870316	0.8608685340925375	0.8490469618000116	0.8387629273027548	0.8298933827462105	0.8222845592695368	0.8157848976321292	0.8102567236736552	0.805579267559951	0.8016482377740834	0.7983741540436412	0.7956803713653221	0.793501174988713
2.8	0.6913577758361099	0.746808360157424	0.8079271438116331	0.8494444155361022	0.8608009188690545	0.8559114481053428	0.8453705366221134	0.8336463160012105	0.8224122780951155	0.8122392354970953	0.8032645059437025	0.7954563120061656	0.7887215706481431	0.7829507115833257	0.7780361044861931	0.7738790929735101	0.7703920570635727	0.7674983459959624	0.7651313642764906	0.7632333916203284
2.9	0.651069708697982	0.6976657516374197	0.7508873685038322	0.7933887078264543	0.8109438395178489	0.811387707901904	0.8046514713163163	0.7956649906278779	0.7864726798050236	0.7778736455134625	0.7701451141890558	0.7633443384704683	0.757437327617803	0.7523552680210694	0.7480195890905057	0.7443529504096748	0.7412837514030085	0.7387476336284369	0.7366876055657456	0.7350535694417
3.0	0.6158775392483103	0.65527536412225	0.7011400945659046	0.7422694603892248	0.7643165356406059	0.7695476687712979	0.7664090312241039	0.7600421525891473	0.7528053495286265	0.7457108985636104	0.739170546209903	0.733327911984265	0.7282064156862275	0.7237767853846094	0.719988574128334	0.7167850132025494	0.714109919188154	0.7119107328581349	0.7101396592016914	0.7087538835833467
3.1	0.5849244577607522	0.6184765339026503	0.6578453885282063	0.6961270306274665	0.720907392241397	0.7302376272094464	0.730443719054168	0.72656799992931	0.7212006036363988	0.7155443828359634	0.7101379286750963	0.7052078302778161	0.7008330058698565	0.6970224544742517	0.6937529230816837	0.6909874977806016	0.6886848427099033	0.6868037367100145	0.6853052029589952	0.6841533963714366
3.2	0.5575153921366216	0.5863087986613724	0.620119066233054	0.6548382330295369	0.6807439774622146	0.6933573578266881	0.6965966657156264	0.6950662037237076	0.6914786551779166	0.6871953752437127	0.6828709952782027	0.6788105944413332	0.6751462900716335	0.6719239474498171	0.6691465411677929	0.6667962967683723	0.6648461723413486	0.6632658441877374	0.6620247962894756	0.6610938591737396
3.3	0.5330868123710685	0.5579882683544006	0.5871231771320047	0.618111983351356	0.6438472796533746	0.6588494177721737	0.6647452335406296	0.6653900049045608	0.6634856935186962	0.6605091337497847	0.6572162281196158	0.6539846126636824	0.6509967481216764	0.6483337440586148	0.6460237549706609	0.6440674060030603	0.6424513952508754	0.6411558655142695	0.6401584174723972	0.6394362773629881
3.4	0.5111809652588741	0.5328797195720009	0.5581135973573506	0.5855353011054707	0.6101887238239908	0.6266835701303572	0.6347979605571605	0.6374187493850191	0.6370906148747257	0.635351674194966	0.6330396802369964	0.6305970743005863	0.6282530735816743	0.6261221059130141	0.6242563305817626	0.6226739816754667	0.6213749269048138	0.620349343758196	0.6195826115666988	0.6190580812190181
3.5	0.49142462840155243	0.5104694759536854	0.5324552502395052	0.5566373888898988	0.5796647086722059	0.5968372503611007	0.6066881655599907	0.6110545104632281	0.6121821941840372	0.6116070679491047	0.6102243326648341	0.6085313556264567	0.6067996243158569	0.6051745680116439	0.6037310018674208	0.6025039011626276	0.6015057005476903	0.6007361694055051	0.6001881268968985	0.5998507815092551
3.6	0.4735119837886449	0.4903415336314768	0.509618444742016	0.5309448225197164	0.5520956339126235	0.5692756158081306	0.5803659203418632	0.5862184833680802	0.5886665105408275	0.5891751234300587	0.5886678682409772	0.5876848478880577	0.5865342929242566	0.5853898454432589	0.584347408849228	0.5834577291323895	0.5827451575389957	0.5822185918421985	0.581877944960753	0.5817180154255517
3.7	0.4571910024425361	0.4721576833809109	0.48916662456199744	0.5080169943167727	0.5272446303345614	0.5439361967143119	0.5557887838836095	0.5628469335816279	0.5664644633131521	0.5679693354320188	0.568280766103113	0.5679671203309522	0.5673667141039553	0.5666780749458545	0.5660163676440553	0.5654470116956507	0.5650055623798734	0.5647095524531401	0.5645656291982633	0.56457390894178
3.8	0.4422527011853432	0.4556414841169393	0.47074167565188535	0.4874630757988919	0.5048445401274699	0.5207220643642017	0.5329124857328774	0.5408866608005712	0.5455092545199564	0.5479150053987559	0.5489846379459582	0.5492983477925396	0.5492167427865383	0.5489593275828515	0.548658409789786	0.5483928375594918	0.5482085822561722	0.5481312798715996	0.5481739337458686	0.5483416972150746
3.9	0.4285226910278582	0.4405655711354574	0.45404984516595487	0.46894631891148114	0.4846228907583964	0.4995041645422587	0.5116832317448843	0.5202901888978305	0.5257437730696916	0.5289474571062767	0.5307107417459062	0.5316079458375962	0.5320131499159667	0.5321623415967064	0.532202541398257	0.5322246175864237	0.532284083231011	0.532414100092509	0.5326336253668336	0.5329525566231061
4.0	0.4158545275770476	0.42674169574740045	0.438849480191912	0.452181337812409	0.46631974309548785	0.480130188614569	0.49203311228148744	0.5010111383351794	0.5071178984888289	0.5110102986162693	0.5133986225538258	0.5148333674940752	0.5156924930421173	0.5162234344997472	0.5165851823872194	0.516879043830745	0.5171691047656517	0.5174954236057012	0.5178824811031821	0.5183446113073605
4.1	0.4041244673071156	0.4140129343208458	0.4249408874843724	0.43692828870429223	0.4496978384899353	0.4624359640635427	0.4738792245634773	0.48300037165088405	0.4895858336281892	0.4940537137407028	0.49699484438985014	0.4989190253882184	0.5001981273134133	0.5010855613989554	0.5017492537539969	0.5022991966915981	0.5028069817100441	0.503318879081782	0.503864431499008	0.5044620843360271
4.2	0.39322731739156047	0.4022475918813023	0.41215809612886306	0.42298621083439913	0.4345467355414701	0.446255998473732	0.45712602544966996	0.4662034368131005	0.47310365237200513	0.4780328023190524	0.48145179281732914	0.4838153121624645	0.4854793295572396	0.48669749297462656	0.48764338698897647	0.4884337748032721	0.4891465887839605	0.48983356894776436	0.490528824989236	0.4912545692935906
4.3	0.3830731356682564	0.3913344184421453	0.4003623353993846	0.4101866546422764	0.42068308354297085	0.4314313978280125	0.44166967065926643	0.4505595693719268	0.4576272796408609	0.4629060223786407	0.4667265440160207	0.4694777008565149	0.4714905143651409	0.4730130918500042	0.47422123467694777	0.47523642705642916	0.47614168724004996	0.4769934267896882	0.47782979359512234	0.47867640260999295
4.4	0.37358459303037067	0.38117883729320245	0.3894368428330047	0.3983880596412681	0.40794879062544437	0.4178148049804322	0.42740294129902096	0.43600215978523266	0.4431110876802301	0.44863381025318716	0.45277981159712005	0.4558659154469242	0.45819052671326166	0.45999067059194554	0.4614408653889905	0.46266516999344065	0.46375035713991813	0.46475666019134954	0.46572570369184707	0.4666861205292282
4.5	0.36469485356178394	0.37169996656769516	0.37928275735969286	0.3874709996737037	0.3962082670605823	0.40527281757735856	0.4142196871709421	0.4224602973585809	0.42950719995052994	0.4351774590814523	0.4395749945992302	0.4429431695972983	0.4455420007450841	0.4475924184673054	0.4492642293384116	0.4506818769594702	0.45193450169475463	0.4530852655699207	0.4541786785203203	0.45524598749167416
4.6	0.3563458610827406	0.3628282276255814	0.3698158616545084	0.3773342534459319	0.38534543846820146	0.3936866106760469	0.40201822341552373	0.4098608691554007	0.416765472732005	0.42249831840270263	0.42707735645435724	0.4306754781777244	0.4335107788680948	0.43578388745467456	0.43765668411042274	0.43925182797564233	0.4406594125810478	0.44194460395859975	0.4431541814610409	0.4443215850203655
4.7	0.34848694554536613	0.35450344588298305	0.36096398895059206	0.3678915966191202	0.3752608916849387	0.38295144224726424	0.3907035536686166	0.3981307289250494	0.40483401684200987	0.41055734151509227	0.4152533633860525	0.41903105043731814	0.4220653890871966	0.42453353091222995	0.42658657217455354	0.42834331144716187	0.4298933871595178	0.43130302863354886	0.43262065099297486	0.4338814520785764
4.8	0.34107368713550135	0.3466733101749511	0.3526649492000979	0.3590691979795776	0.3658693145952805	0.3729755566088681	0.3801885587101793	0.3871985937352265	0.39366005997469494	0.39931496302426084	0.4040702015939133	0.407979775160222	0.4111765812670865	0.4138122907064739	0.4160248439075493	0.41792727060870744	0.4196073901904194	0.42113155707847566	0.4225491798157407	0.4238967693955321
4.9	0.3340669757250519	0.3392921241649626	0.3448648617999765	0.3508035095423006	0.35709727943514763	0.36367883057452327	0.3703943971478618	0.3769964940907352	0.3831909436326616	0.38873124924141406	0.3934954776940897	0.3974928064318446	0.40081692455089174	0.4035932304564326	0.40594472151719657	0.4079769890973602	0.40977475401698754	0.4114035810950881	0.4129132318900829	0.4143410815095115
5.0	0.3274322400121737	0.3323197869028237	0.3375168076241541	0.34303955541683817	0.34888136239440226	0.3549913715971463	0.3612503703519383	0.36746074096475606	0.3733750853806562	0.37876623884085	0.3834970898624726	0.3875422541400673	0.3909604683405716	0.3938512137809861	0.3963214005689176	0.39846781126532077	0.40037091232917493	0.40209460995367047	0.40368839220368147	0.40519005130786623
5.1	0.32113880376410375	0.325720955558673	0.33057973290884946	0.3357295405894589	0.3411665670947788	0.3468521829804579	0.3526934615264391	0.35853245953523993	0.36416279484338465	0.3693803844657853	0.37404324205853906	0.3781009770095115	0.38158246812798496	0.3845626270188016	0.3871317867733852	0.38937689382325774	0.3913731635565347	0.39318204237547644	0.39485214493873466	0.3964212426941069
5.2	0.3151593488055294	0.31946435384342564	0.3240175527685314	0.32883171578933074	0.33390501109499987	0.33920795124682784	0.344667703726803	0.3501577786866869	0.3555068897459902	0.3605350155177768	0.3651025637961512	0.36914246918975846	0.37265917532927983	0.37570514584230524	0.378354266296649	0.3806829861552228	0.38276046069748054	0.3846449638773972	0.38638367643706567	0.3880139277165165
5.3	0.3094694643270366	0.3135221976150437	0.3177984137886957	0.32230944741012746	0.3270548345304316	0.33201197514946473	0.3371234814300356	0.3422877720951267	0.34736310371413154	0.3521927620233564	0.3566442945963283	0.3606408255926849	0.36416768757203194	0.3672575446016615	0.36996850812216625	0.37236623718150874	0.37451322499122475	0.3764639666127497	0.37826369995257036	0.37994891507686346
5.4	0.3040472668567117	0.307869715285173	0.31189408407624497	0.31613045195594414	0.32057929368596844	0.3252232361443101	0.3300168310770014	0.3348782358294445	0.3396903064471877	0.3443179023414643	0.3486384950384787	0.3525707673579321	0.35608585315234925	0.3591995462728648	0.3619552969680372	0.36440802698380587	0.36661318129462134	0.3686209893281318	0.37047429966970113	0.3722083974221791
5.5	0.29887307836758736	0.3024847453448172	0.3062794459997965	0.3102661629003922	0.3144460072946738	0.31880560025455323	0.3233087781330908	0.32788936973160177	0.3324505709513825	0.33687661822961834	0.3410562534231713	0.34490770749881816	0.34839222112182716	0.3515117097525836	0.35429639500859433	0.3567908215717421	0.35904321335446043	0.3610991754401514	0.36299879186593814	0.3647758152236829
5.6	0.29392915244565493	0.2973473969649301	0.30093207212191964	0.30469120451964277	0.30862632845100857	0.31272713709715844	0.3169647296659384	0.3212854117477717	0.3256091259350179	0.32983715655168727	0.3338698661901484	0.3376278378190578	0.3410660270434993	0.3441753501586284	0.34697443025296176	0.34949804919386473	0.3517872373832277	0.3538827475307487	0.355821601418839	0.3576357353778972
5.7	0.28919944037563206	0.2924397624551395	0.2958318688934979	0.29938295251329944	0.30309481969100605	0.30695954084469956	0.31095392977558467	0.3150342588426659	0.3191342285496587	0.32316990699872145	0.32705297937031497	0.33070822101807235	0.3340872040304206	0.33717248694712576	0.33997280898897153	0.3425139965192264	0.34483009247210705	0.34695689677847713	0.3489281521153336	0.35077374293658486
5.8	0.2846693905306421	0.2877456725735909	0.2909607758351912	0.29432116535177894	0.2978288128304356	0.30147763853493803	0.30524897829270453	0.3091070960383504	0.312996986794772	0.3168474103160469	0.32058068611823753	0.3241268757348993	0.32743640920328004	0.3304858141733758	0.33327564929899917	0.33582372288206347	0.3381574464302495	0.340307685998138	0.34230476942239063	0.3441763445935082
5.9	0.2803257756687627	0.28325048741703557	0.2863025103888142	0.28948767352700255	0.2928080385430097	0.29625897252891265	0.2998254093493422	0.3034780463217501	0.30717115429774533	0.3108443129922618	0.3144295811307184	0.31786284635606143	0.32109505697071034	0.3240986871544145	0.32686773236802036	0.32941299063532026	0.33175571564674067	0.3339219650655543	0.33593859453304364	0.3378308827349313
6.0	0.2761565437118246	0.2789409169919004	0.2818423515783976	0.2848661164283041	0.2880143134558808	0.2912834455636028	0.294661324568756	0.2981238517324076	0.3016329140513937	0.3051372835159185	0.30857777644824375	0.3118962531446301	0.315045359434022	0.3179951201151647	0.3207344681796998	0.3232682095377869	0.325611997553935	0.3277873079632598	0.3298175086188461	0.33172545900418876
6.1	0.27215068836304085	0.2748048666560819	0.2775669488759664	0.28044171857092504	0.2834312748189331	0.28653301848869667	0.2897370749403758	0.2930235628009929	0.29636066256524174	0.29970490324464416	0.3030048850569939	0.30620832128540465	0.3092703187387947	0.31215979003770467	0.3148618722501447	0.3173763930335804	0.3197140142484925	0.3218918975858823	0.32393006630737164	0.3258488664448932
6.2	0.2682981365501804	0.2708313034904679	0.2734641727724692	0.2762010984895637	0.27904415465140187	0.2819914522940599	0.2850349854401703	0.288158312977439	0.2913348018830131	0.29452754243204315	0.2976919793056028	0.3007813896528985	0.30375381881545604	0.306578042774323	0.30923655026923047	0.3117251242890915	0.314050065816913	0.3162245754580514	0.3182654374690928	0.32019052937806214
6.3	0.26458965019190794	0.26701014035630516	0.26952296669175013	0.27213210486674383	0.27483958676120934	0.2776440873750098	0.28053911681107313	0.2835110492428976	0.286537543946318	0.28958722949347865	0.292621530873627	0.29559890152567025	0.2984805639163658	0.30123589841345083	0.30384568787332117	0.306302529936368	0.3086089919277095	0.3107746915718951	0.3128133564491988	0.31474045024092784
6.4	0.2610167402007597	0.26333213495662083	0.26573323291491524	0.26822367546716264	0.27080544123625544	0.2734776541365623	0.2762350594409869	0.2790663442549401	0.28195272966908846	0.28486751940978355	0.2877773382556107	0.2906453802181924	0.29343611460701696	0.2961200538012501	0.29867704321573285	0.30109725962695705	0.30338014029959903	0.30553211704539945	0.3075640779227928	0.30948916267407073
6.5	0.2575715909761324	0.2597888016748382	0.262085727978462	0.26446571524988094	0.26693068197853687	0.26948011001516425	0.2721097548549718	0.274810211058754	0.2775656636405048	0.2803533653643908	0.2831444467348655	0.2859063928435718	0.2886068711543942	0.2912178809447223	0.29371894048435776	0.29609846971221077	0.2983533407356101	0.30048720037234616	0.30250833859155496	0.30442769019294275
6.6	0.25424699391989414	0.25637233433398426	0.2585719724097316	0.26084899067322437	0.263205243637285	0.2656404988155958	0.2681513409107388	0.27072994329656364	0.27336296442580393	0.27603099629144046	0.27870906479888713	0.28136850531824265	0.28398005562949774	0.2865174207084761	0.2889602629960015	0.2912958096155746	0.2935188835236671	0.29563073907394877	0.2976373239805342	0.2995475098233675
6.7	0.25103628873712314	0.25307553832234847	0.2551841718033754	0.2573650377258734	0.2596199249332797	0.26194882894289057	0.2643490173199513	0.2668139747901017	0.2693324298450288	0.2718878019416096	0.2744584800016296	0.2770192314106202	0.27954368697222165	0.2820073717480515	0.2843904449400164	0.28667940972901945	0.2888675011384831	0.29095395549104625	0.29294263963750194	0.2948405201207714
6.8	0.24793331147484762	0.2498917707796344	0.2519151476000546	0.25400608163758776	0.2561662958829128	0.2583959676750974	0.26069292859754967	0.26305175618098176	0.2654629162710934	0.26791222629185085	0.27038097645940784	0.27284697822480747	0.2752865505385482	0.2776770750004539	0.27999946122686276	0.28223986993044553	0.28439035232904497	0.286448475927651	0.28841628608593506	0.29029901303210326
6.9	0.24493234840985534	0.2468148877421577	0.2487582761944592	0.2507649665646484	0.252836616850964	0.25497354909126374	0.25717406196331716	0.2594336465229853	0.26174423081989434	0.2640936695758796	0.26646575549361495	0.26884099007095696	0.2711981636084262	0.27351649429399677	0.2757778152086611	0.27796824806623743	0.2800790078314574	0.2821063124454151	0.28405063693613086	0.2859156490986517
7.0	0.24202809502811717	0.24383919731480483	0.24570743521805313	0.24763509382405763	0.24962376770452252	0.2516738936567447	0.25378415808565447	0.25595081794211494	0.25816703524831636	0.2604223988400607	0.2627028604002774	0.2649912922524306	0.26726873820210545	0.26951619376878283	0.27171652427622783	0.2738560479620074	0.2759254371000881	0.27791984670262254	0.2798384196166946	0.2816834355382977
7.1	0.2392156194488607	0.24095941807797347	0.2427569560219287	0.2446103674793484	0.24652118562184058	0.2484899377889187	0.2505156328714586	0.25259517169786333	0.25472276038975833	0.25688946668919654	0.2590831059181377	0.2612886359221964	0.2634891423745282	0.26566731284247014	0.2678071035051695	0.2698952067088854	0.27192199559367625	0.2738818153267147	0.27577269824921474	0.27759570678706164
7.2	0.23649032973864018	0.2381706420547329	0.23990158153421584	0.24168514626922927	0.24352281034128384	0.2454151719922304	0.2473615087737592	0.24935926418325557	0.25140353001288174	0.2534866377421978	0.2555980126638436	0.2577244448385238	0.259850860961731	0.26196153943814665	0.2640415476311977	0.2660780811199362	0.2680614122821584	0.2699852964021341	0.2718468582506954	0.2736461071220033
7.3	0.23384794463867997	0.23546830166145719	0.23713642879026614	0.23885420102595464	0.24062303582636774	0.24244358637218	0.24431535431605717	0.24623624158729104	0.24820209306854754	0.2502063222406849	0.2522397465847859	0.25429076458497607	0.25634595656032855	0.2583910821336638	0.2604123116929741	0.2623974333626789	0.26433677715123044	0.26622369674233626	0.26805459230940615	0.2698285750300109
7.4	0.23128446729454044	0.23284814014737423	0.23445695553715842	0.2361126768594849	0.23781666748089939	0.23956962252126665	0.24137123072492214	0.2432197821099303	0.24511176337976798	0.2470415162232285	0.24900106332882896	0.25098021460866693	0.25296703134329207	0.2549486418117416	0.2569122907008258	0.25884641585240836	0.26074152857360383	0.26259073969362473	0.2643898874385271	0.2661373290289205
7.5	0.22879616163295197	0.2303061850976873	0.23185893040048353	0.2334560594911293	0.23509888417936597	0.23678813092275985	0.23852364472522983	0.24030404476678274	0.2421263659219053	0.24398574767848552	0.2458752573300353	0.24778594326732986	0.2497071901588612	0.25162738330032636	0.25353479868220047	0.2554185555417406	0.25726944048874006	0.2590804532874761	0.2608470128668362	0.26256685468814306
