κ(m₀ω₀²)|α↓|ω→	0.1 ω₀	0.2 ω₀	0.3 ω₀	0.4 ω₀	0.5 ω₀	0.6 ω₀	0.7 ω₀	0.8 ω₀	0.9 ω₀	1.0 ω₀	1.1 ω₀	1.2 ω₀	1.3 ω₀	1.4 ω₀	1.5 ω₀	1.6 ω₀	1.7 ω₀	1.8 ω₀	1.9 ω₀	2.0 ω₀
1.1	0.10883931483687359	0.2959686152186771	0.5202002571981996	0.7672781109461582	1.029456083975667	1.3018608360047565	1.5811755849719873	1.865029465498445	2.1516707079217596	2.439774349773373	2.7283211715005677	3.0165174916977264	3.303739883969911	3.5894958450999113	3.8733950799039505	4.155128083312135	4.434449875236851	4.7111674581885765	4.9851300177327005	5.256221178513677
1.2	0.11869013547182306	0.3229620215379807	0.5679305841445643	0.838015198143486	1.124728282378598	1.4227182127630833	1.728335955441743	2.0389691923823676	2.352685407102129	2.6680215547172317	2.983851421352746	3.299297606294779	3.6136707569638773	3.9264262714438445	4.237132643302253	4.545447820006849	4.851101227940951	5.153879896922362	5.453617609162002	5.7501863175981285
1.3	0.1285332204822316	0.34997035741193194	0.6157389099514656	0.9089295971793323	1.2203069128024175	1.5440344916556725	1.8761252159575612	2.2137202761746195	2.5547021609572518	2.897466220043981	3.2407763612680753	3.58366913138925	3.925387386564651	4.26533295515533	4.603031977809664	4.938108986484188	5.270267172112874	5.599273135878867	5.92494495287071	6.247142724367947
1.4	0.13836845593818303	0.37699371969283835	0.6636264516116785	0.9800247412118512	1.3161986842683575	1.6658205712196974	2.0245591771621214	2.389303962549338	2.757747984636808	3.1281412973473195	3.4991349036975663	3.8696768475661827	4.238940235590881	4.606271783835389	4.971154085608859	5.333177352555616	5.692017874817779	6.047421356468483	6.399189857889212	6.747171451851756
1.5	0.1481957256606652	0.4040322072024676	0.7115944653397541	1.0513041913968788	1.4124105803083005	1.7880878255165662	2.1736543716669274	2.5657424991609155	2.961851196288329	3.3600813513576604	3.758967883050296	4.1573677562077975	4.554382269752594	4.949301408294815	5.34156296721379	5.730721894220245	6.116426888948801	6.498402277283958	6.87643379416226	7.250357311229507
1.6	0.15801491115645483	0.4310859207922091	0.7596442484393258	1.1227716438588597	1.5089498752683994	1.9108481341248407	2.3234281015895846	2.743059203628288	3.1670415072863136	3.5933226730900465	4.020318191426561	4.44679123666004	4.87176913442854	5.29448343668529	5.7143258304114255	6.130815014749544	6.543571383768388	6.952297391513426	7.356762134367152	7.756789115805198
1.7	0.16782589155071204	0.45815496341732675	0.8077771413031964	1.1944309371697823	1.6058241518996397	2.034113914649506	2.4738984902219734	2.921278537589444	3.3733501206577543	3.827903403399848	4.2832309269173265	4.7379992179480155	5.191159347753725	5.641882646417557	6.089513318165594	6.533532785580377	6.973532395808647	7.409192224970141	7.840264416350514	8.266559945367888
1.8	0.17762854351923174	0.48523944021848564	0.8559945295437306	1.2662860603810788	1.7030413203498007	2.1578981579778826	2.6250845382556705	3.100426187488207	3.5808098386495892	4.063863668131464	4.5477535558873825	5.031046366690134	5.512614511854679	5.991567215850715	6.467199757561794	6.938955209178346	7.406395102316992	7.869176616898137	8.32703462832184	8.77976743303578
1.9	0.18742274121998292	0.5123394586035186	0.9042978462652229	1.338341161656869	1.8006096387106503	2.2822144665820474	2.7770061850798164	3.2805291528525515	3.789455180451686	4.301245726191027	4.813936090871373	5.3259902930834	5.836199544346314	6.343608978044777	6.84746343220192	7.347166506328314	7.842249119722879	8.332345026051243	8.817171519202233	9.29651407685671
2.0	0.19720835621895905	0.5394551283394247	0.9526885744864053	1.4106005575629972	1.8985377352518178	2.407077096182718	2.929684375692318	3.461615842922644	3.9993225112893356	4.540094132093682	5.081831285946862	5.622891777217475	6.161982932482658	6.698083699143908	7.230386880774283	7.75825543066162	8.281188829942394	8.798796864793111	9.31077893684062	9.816907578813094
2.1	0.20698525741567142	0.5665865616494239	1.001168249734489	1.483068743068797	1.9968346325348492	2.53250100115142	3.083141133887416	3.6437161826105147	4.2104501842374376	4.7804559147215215	5.351494851714733	5.921815017936915	6.490037012706388	7.0550713843711605	7.6160572248771246	8.172315613573815	8.72331373770654	9.268636864392015	9.80796619716618	10.341061214145263
2.2	0.21675331096882644	0.5937338733138642	1.0497384628116357	1.5557504023384343	2.095509773589903	2.658501884058932	3.237399642432912	3.8268617289144693	4.422878696322066	5.0223807743162645	5.62298569232815	6.222827907417539	6.8204382787507285	7.414656614999963	8.004566529664409	8.589445943169657	9.168728862549514	9.741975475059277	10.308848487725463	10.869094234318418
2.3	0.2265123802114699	0.6208971807817703	1.0984008627608475	1.6286504203769248	2.1945730503822	2.785096249840443	3.3924843310797677	4.011085799066965	4.636650860691667	5.265921300015304	5.896366167377849	6.526002334359454	7.153267721899738	7.776928920204902	8.39601220136862	9.0097509813829	9.617545169585007	10.218929304820143	10.813547309544852	11.40113230735664
2.4	0.2362623255745513	0.6480766042851887	1.1471571600375619	1.7017738956261574	2.2940348348140684	2.912301465123395	3.5484209733510426	4.1964236118970994	4.851811996928124	5.5111332105968955	6.171702381884177	6.8314145199219425	7.488611207575694	8.141983188241888	8.790497426332074	9.433341423988125	10.06988004380473	10.699621601812993	11.322190961758814	11.937307999801781
2.5	0.24600300449473256	0.6752722669633977	1.196009129914417	1.7751261536013558	2.3939060125466423	3.040135823321716	3.7052367932076358	4.382912444096522	5.068410141874391	5.7580756215153315	6.449064508138235	7.139145390350471	7.826559893058423	8.509920122137082	9.18813165696475	9.860334608983962	10.52585781330653	11.184182785325795	11.834915074095441	12.477761305084833
2.6	0.2557342713286923	0.7024842949940906	1.2449586161327453	1.8487127616714893	2.4941980199540534	3.168618616194099	3.8629605828380242	4.570591803357015	5.286496283731999	6.006811341811641	6.7285271437504335	7.449280991609122	8.16721069193251	8.880846745826737	9.58903115077193	10.29085507959379	10.985610327679979	11.672751031598132	12.351863192986741	13.022640223774765
2.7	0.26545597726087466	0.7297128176872141	1.2940075348289497	1.9225395451150682	2.5949228845824894	3.2977702126802093	4.021622833031856	4.7595036206521115	5.506124622639835	6.257407205054768	7.010169710981341	7.761912951767286	8.510666791730642	9.254876967699595	9.993319569671982	10.725035209157198	11.449277598696114	12.165472921342776	12.873187427935576	13.572101401916257
2.8	0.2751679702051115	0.7569579678144143	1.3431578787568732	1.9966126045748194	2.6960932695208033	3.4276121459206728	4.181255877808255	4.949692464293751	5.727352861471381	6.509934439184974	7.294076903280917	8.077138998016768	8.857038232360281	9.632132209601508	10.40112864792389	11.16301589629623	11.917008511593245	12.662504156971579	13.399049165724236	14.12631083458021
2.9	0.2848700947056888	0.7842198815004062	1.3924117218362593	2.0709383350714035	2.7977225221540536	3.5581672095354335	4.341894055245916	5.141205778864833	5.950242531216414	6.764469080968873	7.580339185999961	8.395063536338771	9.206442554188207	10.012742110744384	10.812598938408499	11.604947340135183	12.388961616521406	13.1640103587457	13.929619861189792	14.685444642736059
3.0	0.2945621918341734	0.8114986985685642	1.441771224059666	2.145523446748733	2.8998247278471325	3.6894595643862473	4.503573886787329	5.334094152619457	6.174859356101557	7.021092441769692	7.869053359457414	8.715798303304979	9.559005526199748	10.396845317599698	11.227880648640422	12.050989906961547	12.865306011304455	13.670167950529773	14.46508191461757	15.249689932785635
3.1	0.30424409908018424	0.8387945626780269	1.491238636789502	2.220374987544547	3.002414769175582	3.8215148572512305	4.666334277666664	5.528411617606082	6.401273664503641	7.279891632590694	8.160323194074529	9.039463101172679	9.914861966562526	10.784590372802505	11.647134579882724	12.501315101665533	13.346222328492921	14.18116514755198	15.005629647377347	15.819245749493206
3.2	0.31391565023925017	0.8661076215171537	1.5408163084885622	2.295500368013675	3.1055083914193045	3.9543603530667752	4.830216741577619	5.724215987522239	6.629560852848673	7.5409601578047685	8.454260149078245	9.366186629568475	10.274156670189171	11.176136718516005	12.070533185141421	12.956106659617546	13.831903841912833	14.69720306057841	15.551470389283672	16.39432413469362
3.3	0.3235766752961262	0.8934380270106814	1.5905066909218935	2.370907388553995	3.2091222751521897	4.088025082693527	4.995265653248609	5.921569239232902	6.859801911042052	7.804398588815932	8.750984188525212	9.696107429584448	10.637045460671942	11.57165583255599	12.498261764689438	13.415561777471169	14.322557710539954	15.218496933420965	16.102825693346382	16.975151306094872
3.4	0.3332270003022426	0.9207859355416641	1.6403123458873274	2.446604269329905	3.313274116884587	4.2225400084699665	5.16152853327327	6.120537945034094	7.092084019661758	8.070315331132964	9.05062471111654	10.029374959277728	11.003696387393628	11.971332519139231	12.930519821317361	13.87989250474864	14.818406380755157	15.745277533526952	16.65993269618371	17.561968972813062
3.5	0.3428664472491634	0.9481515081874754	1.690235952520034	2.522599683225973	3.417982718876324	4.357938210246903	5.329056370351729	6.321193764115279	7.326501231193795	8.338827501061047	9.353321613672051	10.366150823406901	11.374291092793591	12.37536638045357	13.367522601800701	14.349327322223822	15.319689171822958	16.277792718961926	17.2230456455071	18.15503580694169
3.6	0.3524948339362237	0.975534910977105	1.7402803152426856	2.5989027922120815	3.5232680894290453	4.494255095075214	5.497903987115887	6.523614003401015	7.563155250154825	8.610061931676004	9.659226512324985	10.706610185091193	11.749026379986628	12.783973500580359	13.809502856367878	14.824112938156148	15.82666407418688	16.816309209293294	17.79243761978421	18.75462909375051
3.7	0.3621119738324423	1.0029363151641952	1.7904483724241729	2.6755232875654453	3.6291515551855316	4.631528634320903	5.668130456932452	6.727882260067965	7.802156330122731	8.884156331994998	9.968504150752029	11.050943393058887	12.128116017408498	13.197388379986705	14.256712854493529	15.30451633962111	16.339609795825695	17.361114593000956	18.368402469700413	19.361046586900557
3.8	0.37171767593261285	1.0303558975218152	1.8407432058305773	2.7524714344551455	3.7356558872411423	4.769799632707588	5.839799580613008	6.934089160695045	8.04362430970259	9.161260628649156	10.28133403139482	11.399357865746449	12.511792825290328	13.61586616706203	14.709426703450745	15.790827143862117	16.85882809893674	17.91251961027723	18.951257016428677	19.97460859972353
3.9	0.3813117446075722	1.0577938406610246	1.8911680509575657	2.8297581214902827	3.84280544319461	4.909112034688402	6.012980433861426	7.142333215327088	8.287689814499398	9.441538526198823	10.597912314020345	11.752080283078115	12.900311099053852	14.039685243648883	15.167943026212107	16.28336030406377	17.38464647783705	18.470860757675943	19.541343548301676	20.595660369117965
4.0	0.3908939794467803	1.0852503333736507	1.941726308342897	2.9073949159131374	3.950626327666896	5.049513274661388	6.187747998664555	7.3527218089631745	8.534495658607266	9.725169330931163	10.918454036706613	12.10935914900912	13.29394943774573	14.469150234707655	15.63258806805461	16.782459235848158	17.917421239648206	19.036503270445486	20.13903266543909	21.224574735302063
4.1	0.4004641750955811	1.1127255710009987	1.992421555986919	2.985394125250716	4.059146574305808	5.19105467891867	6.364183894857156	7.565372358349375	8.784198487381403	10.01235009424046	11.243195728194678	12.471467803636195	13.693014062418065	14.904595529106768	16.10371931740005	17.288499445703955	18.457541062661818	19.609844549895335	20.744726531688748	21.8617551887721
4.2	0.4100221210835939	1.1402197558357017	2.043257562998175	3.0637688663676457	4.168396352886168	5.333791928957961	6.5423772319007405	7.7804136688762355	9.036970713950264	10.30329814624464	11.572398498531655	12.838707984126124	14.097842730957222	15.3463894201757	16.581729747044697	17.8018927614433	19.00543112397117	20.19131811752481	21.358862605193437	22.507639345571867
4.3	0.4195676016464871	1.1677330975540823	2.094238304633583	3.1425331430365837	4.278408205860604	5.477785597969564	6.722425605833294	7.9979875353437855	9.293002815879962	10.598254109447165	11.906351718548397	13.21141406044065	14.508809384115036	15.794939002692423	17.067052808465903	18.323092288851242	19.561557909027314	20.781398195488237	21.981917933745237	23.162702924032224
4.4	0.42910039553864854	1.1952658136860643	2.1453679788982036	3.221701933341105	4.389217319632829	5.623101775080739	6.90443627267533	8.218250642083952	9.552506076828411	10.897485507576619	12.24537742999006	13.589958107190991	14.926329694571617	16.25069599964561	17.560168346265723	18.85259824956814	20.126434842526052	21.380605035485665	22.614414119429938	23.82746431075686
4.5	0.43862027583853624	1.2228181301250087	2.1966510249150275	3.301291288481222	4.500861836972819	5.769812795504446	7.088527537855256	8.441376833434163	9.815715882557122	11.201291118636096	12.589835670037232	13.974756020209568	15.35086774023057	16.7141637404385	18.061609644766683	19.39096489521171	20.700628914263284	21.98951114651649	23.256923079978023	24.502489821676626
4.6	0.44812700974329944	1.2503902816824688	2.2480921432934515	3.3813184448424494	4.613383218446842	5.917998099326272	7.274830412084528	8.667559846259788	10.082895713769403	11.510006267139158	12.94013095073193	14.366274950227364	15.782944089207216	17.185905576676483	18.571971878068528	19.938808744879083	21.28476851766132	22.608748608020576	23.91007376293817	25.188399786296785
4.7	0.4576203583551153	1.2779825126918531	2.2996963187764443	3.461801951576712	4.726826662570488	6.067745247645858	7.463490598621057	8.897016624188513	10.35434202337392	11.824009313460323	13.296720211748582	14.765042413380101	16.223145674074274	17.666555108482676	19.091922313941097	20.496818461791882	21.87955277594861	23.239017701118435	24.574560004955345	25.885875610863714
4.8	0.46710007645689133	1.3055950776666148	2.3514688454793315	3.542761816382974	4.841241596745004	6.219151132664798	7.654670896325062	9.129991371495375	10.630390248212773	12.143729685807362	13.660122673340794	15.171657559255905	16.672137956926814	18.156828712643893	19.62221272837752	21.065766776014417	22.48576270586991	23.881097150107273	25.251149774284237	26.595668010572247
4.9	0.4765659122765089	1.3332282420195778	2.40341535509366	3.6242196727775706	4.956682254070552	6.372323428782744	7.848554129480208	9.366760557645911	10.911422292886407	12.469657923854836	14.030932169332935	15.586805247391343	17.130680059881435	18.65754102726306	20.163694632701386	21.64652498260862	23.10427466782584	24.535856343635324	25.940696093048643	27.318606643966305
5.0	0.4860176072405249	1.3608818950697819	2.45554184849349	3.706198972820575	5.073208355082286	6.527382345829684	8.045346751984871	9.607639158190622	11.197875948154763	12.802358380326709	14.409832759643113	16.011273826224468	17.599643780680257	19.169624276231225	20.71733811520237	22.240080710601816	23.736076683192433	25.20427000588466	26.64415001066864	28.055611436649727
5.1	0.49545489571532153	18.75460771125117	2.5078547312567743	3.788725210211622	5.190885918707995	6.684462764716596	8.245283324842896	9.852988524556096	11.49025688752089	13.142485485645654	14.797618742734954	16.44597786192909	18.080037765897373	19.694152641611538	21.284255378950977	22.847559886144552	24.382288377129743	25.8874359211919	27.36257609636216	28.8077059494576
5.2	0.5048775047352327	24.015243646174724	2.560360853712086	3.871826179782552	5.309788233079926	6.8437168621974305	8.448632138866136	10.103226430884252	11.789154153432442	13.490804866448507	15.195220666644854	16.891987588172796	18.573038631276713	20.232373360972083	21.865730454056667	23.47025412997958	25.04418554650838	26.586596492300338	28.097171043830123	29.576033232209
5.3	0.5142851537173434	27.71022377031137	2.613067556231668	3.9555322809056435	5.429997027738228	7.005317368357485	8.65570236017864	10.358840077194117	12.095260449213985	13.848221196270359	15.603739665990727	17.350567640293697	19.080031591660244	20.785746915941083	22.46325713396402	24.10965527552347	25.72323068437388	27.303165149245785	28.849286144434565	30.36187471314898
5.4	0.5236775541610008	30.96516677162449	2.6659827206358395	4.039875999511633	5.551603898526361	7.169461652941457	8.866853232009653	10.620403179144098	12.40939917907534	14.215815574275318	16.02449359054906	17.8232288660558	19.60266434391996	21.355999711510307	23.0785880225894	24.76749933126579	26.421111253589455	28.038758945861762	29.62045459917195	31.166672812563768
5.5	0.5330544093327747	33.99844667635457	2.7191148287463047	24.812197417297572	5.674712056505028	7.336376912501649	9.08250610128074	10.888598820976465	12.73256117426185	14.594896701744599	16.459080219018386	18.311798958539068	20.142919795513645	21.94519422858055	23.713798829047658	25.44582313602825	27.139788151388323	28.795239116817488	30.412424921601346	31.992058144904185
5.6	0.5424154139340023	36.89831344165464	2.7724730293330753	29.776827462451955	5.799437374870097	7.506326842149106	9.30316040127538	11.164250622617695	13.06595567579226	14.987072570244578	16.90946588205995	18.818520865334857	20.703216207680022	22.55582411693303	24.371373951679086	26.147038319956348	27.88155773144045	29.574761967147193	31.227202056585956	32.83988239679026
5.7	0.5517602537516852	39.71031413347666	2.826067214975705	33.541751517054266	27.9165923469895	7.67962034399528	9.529415297010026	11.448366216531243	13.411082916320058	15.394353580643472	17.378113028993358	19.346193369346604	21.286548264652765	23.190945703179953	25.0543223626563	26.874029233205388	28.649132085336067	30.379843295902255	32.067098333727856	33.71225825008926
5.8	0.5610886052895903	42.46129939404143	2.8799081106871567	36.89442054993469	32.83430868912667	7.8566217239994955	9.761999640523554	11.74219950529381	13.769840546746234	15.819305562784205	17.86816961717008	19.89837785360081	21.896691084943395	23.854364052081284	25.76633755105396	27.630284641605286	29.44574423901432	31.21344071286015	32.93479702918205	34.611608072005
5.9	0.570400135380178	45.168497829470816	2.9340073765654147	40.0285431691482	36.63735982325553	31.24911926570343	10.00181447590301	12.047342596343581	14.144685250418643	16.265285422923995	18.383760817025564	20.479713054913166	22.538504439851245	24.550903192435566	26.512023082893112	28.420077892269553	30.275287816296	32.07905983047248	33.83343217427021	35.54072352850465
6.0	0.5796945007753709	47.84363458231343	2.9883771140777693	43.02710612573835	40.03578706249076	36.067732852424676	10.249993550360434	12.365864801931817	14.538888756987458	16.736820740101003	18.93045876006514	21.096414396417387	23.218400175742435	25.28681067217071	27.297218558956857	29.248718086480633	31.142505071369737	32.98088859083636	34.76668937981587	36.50283879663171
6.1	0.5889713477134055	50.495042007821134	48.320464772868455	45.934277946471575	43.21593615504657	39.887505825321796	34.85280810726789	12.700547294992598	14.956965086672266	17.240256369102962	19.516081837749297	21.757107158909086	23.94511662413505	26.070385159627207	28.129483949171124	30.12290760409722	32.05324379617452	33.92399922927768	35.738933892164425	37.50172063858194
6.2	0.5982303114618275	53.12884011253658	51.03865423633051	48.77662882969058	46.25921593659503	43.31888370113825	39.504883527362864	13.055244713535343	15.405432194553429	17.7849373393619	20.152153528504122	22.47430751991405	24.730982867161245	26.91299210718967	29.018842574744248	31.051262751193963	33.01481370954649	34.91454967368506	36.75537387214011	38.5417791928339
6.3	0.6074710158357424	55.749641917962	53.731459953526375	51.571466135732244	49.209420925040064	46.535969322259106	43.310837092628844	38.71724827811148	15.89429061717474	18.385588123568184	20.856823493292545	23.26728005239157	25.59430422265784	27.830793374433522	29.978963455433057	32.045090948214366	34.03648838044505	35.960146426332784	37.82226887915051	39.628203772914034
6.4	0.6166930726856106	58.36099744907751	56.40510305655774	54.33071298449878	52.093086134317396	49.61690775476974	46.757226328809246	43.15655891092907	36.912058953231735	19.06778069257643	21.661523616985214	24.168197393620652	26.564024456490806	28.847882602820086	31.029123956708734	33.11958162508531	35.130221971693715	37.07025809693563	38.947195310427475	40.76712787714459
6.5	0.6258960813565162	60.965685190037036	59.06429670868179	57.06293167596744	54.927590030935235	52.60436014353846	49.99893370364568	46.917420946473186	42.80538650534193	19.883360787957674	22.629419844092936	25.237724067915966	27.690161313725937	30.00242975045643	32.1976281049661	34.2956792870561	36.311683203528666	38.256800783224136	40.1393808684571	41.96582623563326
6.6	0.6350796281159892	63.565910156180585	61.71268565697715	59.77447080107164	57.72495805328373	55.52442500187478	53.1082842592301	50.35904464879602	47.01740129580223	42.187726781943276	23.92792202089207	26.616052465704797	29.07130113610649	31.359972252257695	33.52808205152563	35.60309517274647	37.601748979797605	39.53490746766863	41.410116007550286	43.2329425227358
6.7	0.6442432855450622	66.16344247539887	64.35313611347735	62.47015815532743	60.49385941542702	58.3943156924	56.125631813112854	53.611494402577435	50.70810749521482	47.07644531320895	41.26460239173935	28.807091418497556	30.948649350449784	33.04596061944629	35.09150685597278	37.085185769764706	39.02862117199681	40.923909058742446	42.77323491079878	44.578736436116806
6.8	0.6533866118941152	68.75971677722612	66.98793354643985	65.15374080959707	63.24074461158957	61.22600968116151	59.07601572294689	56.738787226473015	54.12662513499834	51.070816029937404	47.160788088569824	40.58478702263109	34.21218788934251	35.336802899645086	37.01013211262918	38.80655934125966	40.630621921575354	42.44847352172623	44.24561737681314	46.01531801742859
6.9	0.6625091503975318	71.3559050100069	69.61892155421711	67.82817619697549	65.9705351916107	64.02818165536168	61.9761194393835	59.77772631989008	57.37615512132618	54.67579872348306	51.49602227002324	47.43370591004497	41.75910273913014	38.88949205276616	39.49711796130516	40.86275063194102	42.45910687877905	44.13961243328962	45.84756829043617	47.55679714518348
7.0	0.6716104285458817	73.95297078925394	72.24760177980053	70.49583124494953	68.68706324653358	66.80731229661654	64.83764249810498	62.751600980378136	60.510775040790925	58.056655267165965	55.2950361703337	52.06810365590692	48.16470037963979	44.215890968566725	42.84883463492764	43.38137812838065	44.57876595697754	46.03466835627363	47.60273986666505	49.21920683801189
7.1	0.6806899573108707	76.5517106274028	74.87520732428126	73.15862251695337	71.39336290455887	69.56836428158113	67.66911173884462	65.67614831787367	63.562753920728916	61.29131266632252	58.80797063835993	56.037807064633334	52.905020174996935	49.5521913923934	47.075598954382215	46.47214075746183	47.05725436457343	48.17421979518599	49.536940478982366	51.019956178729856
7.2	0.6897472303206547	79.152785664997	77.5027576863256	75.81811725303788	74.0918702195388	72.31521490094126	70.47693114876093	68.56252272791268	66.55302837430266	64.4234783183233	62.14139361726318	59.66780036626044	56.972944985206276	54.120059541760895	51.54041215125762	50.0824200098665	49.93124979789857	50.59255077641471	51.67482089977351	52.9764599227384
7.3	0.6987817229803159	81.75674640658211	80.13110054415412	78.47560775644669	76.78456414400216	75.05094406839159	73.26602727386984	71.41892302762675	69.49600341645687	67.48036823677961	65.35185093257057	63.08940677021196	60.68229048260956	58.170731642519875	55.76022181475906	53.942425294662556	53.156226719844895	53.300035788199885	54.0335603773693	55.10358840943008
7.4	0.7077928915336225	84.36405222577204	82.76094398745714	81.13216716365336	79.47306836511711	77.77803244787641	76.04026505611009	74.25155005777852	72.40203052822028	70.48016714120453	68.47332072018747	66.37022764291129	64.16892344373673	61.89942040160309	59.67866588783342	57.78740293910765	56.60098965014069	56.26558309512541	56.61435625008427	57.4099163816959
7.5	0.7167801720611346	86.97508690519558	85.39288170000167	83.78869193189013	82.15872640965091	80.49850157371931	78.80272622705691	77.06520250027799	75.27880163619625	73.43565963037315	71.5279465349402	69.55007046077263	67.50438350246944	65.41501102646203	63.357539256964195	61.503342386125674	60.11910349422193	59.4181168362022	59.396008666148276	59.89363208078495
7.6	0.7257429794087096	89.59017113337735	88.02741285992462	86.44593467006237	84.84265804564535	83.21401532084401	81.55590173390377	79.86366452670912	78.13218623528822	76.35618638169068	74.5310116186335	72.65450099504599	70.73117694963527	68.7812308713905	66.85801954207737	65.07421345020722	63.61382492927213	62.67293351926977	62.336658810129286	62.54006918115982
7.7	0.7346807060412175	92.20957263977826	90.66495802781823	89.10452983074778	87.5258023181687	85.92595490672497	84.30182838717626	82.64996743120021	80.96676067505007	79.24878039774138	77.49352520086798	75.70096968315501	73.87670344783507	72.03805403073892	70.22510195728111	68.51680391604809	67.04254646955087	65.96042323882047	65.38473697438383	65.32290866662436
7.8	0.7435927208138566	94.83351447801566	93.30587194975936	91.76501404499012	90.20895085332269	88.63547533026319	87.04218817244421	85.42657171380192	83.78615705972334	82.11886660139241	80.42368466615149	78.70193805155365	76.9596899675788	75.2120705507598	73.49057591510459	71.85345931876216	70.39467371823137	69.23684028036122	68.49220581095393	68.20920045324394
7.9	0.7524783676548772	97.46218184338495	95.95045396163015	94.42784238238171	92.89277395780593	91.34354851679883	89.77838189102131	88.19549714578713	86.59330130762733	84.97071311421399	83.32775672223939	81.66662042004342	79.99351238052101	78.32181680521317	76.67713157449704	75.1042367613465	73.67365590251933	72.48018496849477	71.62250125678422	71.16581797318213
8.0	0.7613369641505621	100.09572772036651	98.5989565093791	97.09340147386354	95.57784130503372	94.05099676519829	92.5115847330779	90.95841778193795	89.39058036220437	87.8077336631574	86.21063600104019	84.60202110493313	82.98805785104217	81.3807082174559	79.80132105958076	78.28546760537621	76.88771631657158	75.68214568206697	74.75176493996389	74.16438537035177
