freq	conductivity
0.1070110701107011	0.7198443579766538
0.2140221402214022	-0.06809338521400754
0.32472324723247237	-0.5058365758754864
0.43173431734317347	-0.5058365758754864
0.5387453874538746	0.10700389105058417
0.6494464944649447	0.8073929961089492
0.7564575645756457	0.8657587548638137
0.8671586715867159	0.2529182879377432
0.977859778597786	-0.7392996108949417
1.084870848708487	-1.3813229571984436
1.1918819188191883	-0.9143968871595334
1.3025830258302582	0.5447470817120621
1.4132841328413284	1.7120622568093387
1.5166051660516606	2.0330739299610894
1.6273062730627306	1.391050583657588
1.7380073800738007	0.22373540856031138
1.8450184501845017	-0.7392996108949417
1.952029520295203	-0.9435797665369652
2.062730627306273	-0.21400778210116744
2.169741697416974	1.0700389105058363
2.280442804428044	2.091439688715953
2.3874538745387452	2.64591439688716
2.498154981549815	2.8501945525291834
