T(K)	v(ω₀)	w(ω₀)	E(meV)	Reχ(m₀/ω₀)	Imχ(m₀/ω₀)	μ(cm²V⁻¹s⁻¹)
238	6.013905378210112	5.8626279001081825	-9.855269674309405	7.239190790470706e-19	0.26532751146962974	113.24301575434691
239	6.036056018486888	5.884448020648064	-9.87375393413728	7.139722031590851e-19	0.26637512467570496	112.7976480461404
240	6.0582174958388455	5.906279741131553	-9.892211954074781	7.024657926736892e-19	0.26741927221559963	112.3572258367107
241	6.080389682326698	5.928122928579693	-9.910643782150133	6.953861250302771e-19	0.26845997718100423	111.92166473723064
242	6.102572451979464	5.949977452031162	-9.929049467352145	6.863389144233637e-19	0.26949726258061496	111.49088222159254
243	6.124765680767356	5.971843182514514	-9.947429059593757	6.8304499244767905e-19	0.27053115120767884	111.06479762972336
244	6.146969246522526	5.99371999296842	-9.965782609676747	6.765442410544791e-19	0.27156166565110834	110.64333211160766
245	6.1691830289523075	6.015607758254429	-9.984110169257319	6.77083429934968e-19	0.2725888284787879	110.22640850358646
246	6.191406909596854	6.037506355114032	-10.002411790812902	6.031409965762618e-19	0.27361266191637795	109.81395141208709
247	6.213640771746611	6.059415662085587	-10.020687527609752	6.09264917571901e-19	0.2746331882278986	109.40588701349341
248	6.2358845004656	6.081335559527138	-10.038937433671633	6.158996508389036e-19	0.27565042944503343	109.00214311985467
249	6.2581379825325625	6.103265929556954	-10.05716156374927	6.401241008906053e-19	0.2766644072224719	108.6026491917188
250	6.280401106430846	6.1252066560430976	-10.075359973290988	6.351460742326022e-19	0.2776751435718994	108.20733600750584
251	6.302673762272697	6.147157624526954	-10.093532718413856	6.39835373763353e-19	0.2786826598795173	107.81613601078345
252	6.324955841813421	6.169118722237087	-10.111679855875991	6.374713066454447e-19	0.2796869774952947	107.42898303844851
253	6.347247238423802	6.19108983806114	-10.129801443049455	6.262892113216261e-19	0.2806881177645645	107.04581227274936
254	6.369547847001743	6.213070862456819	-10.147897537894162	6.092324974220061e-19	0.2816861016525374	106.66656034907817
255	6.3918575640245665	6.235061687503951	-10.165968198932351	6.420630502033868e-19	0.28268095007975585	106.29116519149804
256	6.4141762874421735	6.257062206796932	-10.18401348522398	6.369661573498214e-19	0.2836726837649334	105.9195660387064
257	6.436503916728177	6.279072315495595	-10.202033456342646	6.322315661520662e-19	0.28466132343260137	105.5517033332805
258	6.458840352795577	6.301091910240248	-10.220028172352524	6.352242628932326e-19	0.2856468894949234	105.18751880878064
259	6.481185497998682	6.3231208891532145	-10.237997693785658	6.5096535162173055e-19	0.2866294021181314	104.8269554322748
260	6.503539256101683	6.345159151806871	-10.255942081620178	6.238967873696592e-19	0.28760888153606623	104.46995725912276
261	6.525901532199606	6.367206599144246	-10.273861397259003	6.282298407896867e-19	0.28858534766793537	104.11646954435933
262	6.548272232832909	6.389263133593098	-10.291755702509205	6.34630681127236e-19	0.2895588203928126	103.76643861394439
263	6.570651265808448	6.411328658886438	-10.309625059562117	6.348442315618925e-19	0.29052931931229514	103.4198119230763
264	6.59303854027353	6.433403080136133	-10.327469530973833	6.29681513119531e-19	0.29149686397210106	103.07653794962495
265	6.615433966651087	6.455486303767636	-10.34528917964634	6.278848092502001e-19	0.292461473777333	102.73656619911921
266	6.637837456621981	6.477578237501917	-10.3630840688094	6.064623107326066e-19	0.293423167915236	102.39984720666898
267	6.660248923131806	6.499678790361753	-10.380854262002675	6.085854093285753e-19	0.29438196542770373	102.06633248664807
268	6.682668280339437	6.521787872619964	-10.398599823058603	6.165271600165374e-19	0.29533788531225047	101.73597447428673
269	6.705095443581248	6.543905395763023	-10.416320816085673	6.239089051170056e-19	0.296290946342865	101.40872656516287
270	6.727530329392306	6.566031272512029	-10.434017305452294	6.77295086254197e-19	0.29724116699324693	101.08454311814612
271	6.749972855484406	6.588165416800295	-10.451689355770988	6.748324237431792e-19	0.2981885659116355	100.76337927162788
272	6.77242294069143	6.610307743718189	-10.469337031883242	7.193482013865575e-19	0.2991331613342369	100.44519112290746
273	6.794880504940406	6.632458169483852	-10.486960398844685	7.039087333385872e-19	0.30007497216338114	100.12993534514968
274	6.817345469306655	6.65461661149807	-10.50455952191076	6.994767476044335e-19	0.30101401500027486	99.81757015994587
275	6.8398177559281255	6.676782988258009	-10.522134466522864	7.008445676890293e-19	0.30195030842917486	99.50805388385491
276	6.862297287993631	6.698957219345203	-10.539685298294742	7.0458637163073925e-19	0.30288387027455765	99.20134582993953
277	6.88478398975587	6.721139225438139	-10.557212082999484	7.059286060973752e-19	0.3038147181722927	98.89740609728341
278	6.907277786477967	6.743328928258475	-10.574714886556869	7.053438513115001e-19	0.30474286947330737	98.5961955839913
279	6.92977860448633	6.765526250623502	-10.592193775020956	7.066409742104706e-19	0.305668341625528	98.29767584575924
280	6.952286371016382	6.78773111629139	-10.609648814568263	6.891973841212697e-19	0.30659115172537166	98.00180922485008
281	6.974801014340514	6.80994345008891	-10.627080071486125	6.914304917871306e-19	0.3075113169414484	97.70855869716799
282	6.997322463690857	6.832163177833941	-10.644487612161454	6.903830589342584e-19	0.30842885407947723	97.4178879958956
283	7.019850649236738	6.854390226312327	-10.661871503069946	6.716389667473859e-19	0.3093437800318495	97.12976145285161
284	7.042385502056948	6.876624523249907	-10.679231810765472	6.702717445429291e-19	0.31025611176556744	96.84414398940307
285	7.0649269542096205	6.89886599738211	-10.696568601869881	6.568080732319651e-19	0.31116586506809746	96.56100149301848
286	7.0874749385258395	6.921114578247022	-10.713881943063033	6.533009873785913e-19	0.3120730566526237	96.28030014415002
287	7.110029388887029	6.943370196462824	-10.731171901073298	6.534248027603474e-19	0.312977703263996	96.00200668631273
288	7.132590239913346	6.965632783415356	-10.74843854266812	2.5553645687204197e-19	0.3138798200717355	95.72608890418627
289	7.155157427150742	6.987902271445248	-10.765681934645174	2.700595905919612e-19	0.3147794234573893	95.452514752713
290	7.177730886993388	7.010178593769828	-10.782902143823362	2.7539701041117944e-19	0.31567652942309304	95.18125283602069
291	7.200310556578227	7.032461684377289	-10.800099237034635	2.934931617197936e-19	0.31657115363339633	94.91227238035758
292	7.222896373984123	7.054751478225748	-10.817273281115568	2.854186659294042e-19	0.31746331170715236	94.64554313329178
293	7.245488277983474	7.077047910994379	-10.834424342899503	3.795015758537977e-18	0.3183530190225861	94.38103541052094
294	7.268086208220027	7.0993509192609325	-10.851552489208817	3.7740438314314596e-18	0.3192402910590542	94.11871998280704
295	7.290690105073812	7.121660440366418	-10.868657786847523	3.748589961895866e-18	0.3201251430491791	93.85856816876473
296	7.313299909685049	7.1439764124386125	-10.88574030259395	3.7167006689434616e-18	0.32100759009394225	93.60055178951967
297	7.335915563968164	7.166298774405903	-10.902800103193838	3.699193212405079e-18	0.32188764709357975	93.34464317818873
298	7.358537010590858	7.188627465976051	-10.919837255353546	3.67235361985634e-18	0.32276532896838284	93.0908151053616
299	7.381164192894095	7.210962427555575	-10.936851825733477	3.66488982103835e-18	0.3236406504229368	92.83904083789194
300	7.403797054993503	7.23330360035147	-10.953843880941678	3.6434580746598626e-18	0.32451362605190553	92.58929409827321
301	7.426435541706092	7.255650926297101	-10.970813487527883	3.629861054022733e-18	0.32538427045473556	92.34154902271692
302	7.44907959849854	7.278004348000365	-10.98776071197731	3.61150430206093e-18	0.3262525978816449	92.09578025281178
303	7.471729171578769	7.300363808835175	-11.004685620705215	3.566063486963197e-18	0.32711862270436204	91.8519627926285
304	7.494384207828203	7.322729252873202	-11.021588280051072	3.548147897105994e-18	0.32798235906450385	91.61007209996846
305	7.517044654720024	7.345100624801886	-11.038468756273351	3.524980341881833e-18	0.3288438208737305	91.37008407694606
306	7.5397104604840495	7.367477870089349	-11.055327115544213	3.948427396315691e-18	0.32970302223121456	91.13197494545834
307	7.562381573905226	7.389860934782082	-11.072163423944557	3.927446259329047e-18	0.3305599768211275	90.89572140693757
308	7.585057944484504	7.412249765666162	-11.088977747459142	3.910480851671584e-18	0.33141469842339444	90.66130049256732
309	7.607739522229178	7.434644310056757	-11.105770151971953	3.891152594614416e-18	0.33226720069256527	90.4286896172393
310	7.630426257919699	7.4570445160652605	-11.122540703261503	3.871981876948219e-18	0.3331174969296443	90.19786663371477
311	7.653118102795059	7.479450332283869	-11.139289466996539	3.8578548186957566e-18	0.333965600643445	89.96880967239429
312	7.67581500879101	7.501861708024009	-11.156016508731925	3.846235179694535e-18	0.33481152508518586	89.74149726110006
313	7.6985169283817845	7.524278593157563	-11.172721893904347	3.831485145142355e-18	0.33565528335975253	89.51590828741213
314	7.721223814639271	7.546700938175838	-11.189405687828483	3.8128487640069926e-18	0.3364968885181782	89.29202196707317
315	7.7439356212032875	7.569128694159637	-11.20606795569319	3.7865012169296994e-18	0.33733635349127716	89.06981785523416
316	7.766652302262979	7.59156181276042	-11.222708762557795	3.768200178655344e-18	0.33817369116414864	88.84927582031345
317	7.789373812551733	7.614000246194952	-11.239328173348545	3.747370177224124e-18	0.3390089142849984	88.63037606190326
318	7.8121001074029435	7.636443947300931	-11.255926252855248	3.741947677814306e-18	0.3398420354439853	88.4130991098933
319	7.83483114258283	7.65889286936936	-11.272503065727953	3.7311893311185554e-18	0.34067306713895706	88.19742580108714
320	7.857566874549942	7.681346966404277	-11.289058676473685	3.713381038082451e-18	0.3415020218770583	87.98333724722063
321	7.880307260104118	7.703806192770825	-11.305593149453493	3.695712958772164e-18	0.3423289119710364	87.7708148821479
322	7.903052256668743	7.726270503477927	-11.322106548879542	3.69782438510872e-18	0.343153749584458	87.55984044412084
323	7.925801822161285	7.748739854048299	-11.338598938812048	3.6721278806874506e-18	0.3439765470569933	87.35039588742238
324	7.948555914958136	7.771214200483018	-11.355070383156805	3.646607344434103e-18	0.34479731617543696	87.14246356293833
325	7.971314493945528	7.793693499312407	-11.371520945662486	3.635348038035632e-18	0.3456160690653743	86.93602598591433
326	7.99407751854191	7.816177707618232	-11.387950689917961	3.618316592900803e-18	0.3464328173801997	86.73106603651182
327	8.016844948535752	7.838666782870938	-11.404359679350122	3.5989190472886484e-18	0.34724757298779757	86.5275667815043
328	8.039616744303755	7.861160683148197	-11.420747977221312	3.5780058262348904e-18	0.3480603475623715	86.3255115724801
329	8.062392866647329	7.883659366970796	-11.437115646627252	3.56239749671316e-18	0.34887115227207816	86.12488411763046
330	8.085173276740662	7.9061627932505445	-11.453462750494829	3.5459102220517896e-18	0.34967999933568583	85.92566809225171
331	8.107957936325827	7.928670921485378	-11.469789351580017	3.5295488641847395e-18	0.350486899614303	85.72784772977795
332	8.130746807512027	7.9511837115582225	-11.48609551246593	3.542755586698904e-18	0.351291864779258	85.53140728236708
333	8.153539852908313	7.9737011238696756	-11.502381295560903	3.526507033365315e-18	0.3520949056787585	85.33633141750285
334	8.176337035458895	7.9962231191729	-11.518646763096754	3.5350471280530615e-18	0.3528960334694168	85.14260493670547
335	8.199138318681715	8.018749658812437	-11.534891977126842	3.518930802424844e-18	0.35369525932692725	84.95021284309723
336	8.221943666358323	8.041280704413378	-11.551116999524671	3.497664566015675e-18	0.35449259400815153	84.75914044265204
337	8.244753042767217	8.063816218114814	-11.567321891982173	3.492911984264278e-18	0.3552880485380903	84.56937317494841
338	8.267566412578743	8.086356162464597	-11.583506716008198	3.477129223999707e-18	0.35608163352464406	84.38089677359743
339	8.290383740886437	8.10890050045039	-11.599671532926967	3.4614641724101194e-18	0.35687335967599276	84.19369713866094
340	8.31320499315444	8.131449195446942	-11.615816403876948	3.445915609949003e-18	0.35766323759392177	84.00776038249327
341	8.336030135210514	8.154002211208894	-11.631941389809322	3.430085313498368e-18	0.35845127802473853	83.82307276734909
342	8.358859133325895	8.17655951195055	-11.648046551486852	3.4136822502993473e-18	0.35923749110787173	83.63962087797397
343	8.381691954120862	8.19912106225125	-11.664131949482595	2.6028185668789792e-18	0.3600218872693523	83.45739140836595
344	8.404528564555966	8.221686827046275	-11.680197644178902	2.5919836052491083e-18	0.3608044767935332	83.27637125913697
345	8.42736893206702	8.244256771762045	-11.69624369576625	2.5805096072848842e-18	0.36158526980355743	83.09654753840121
346	8.450213024325874	8.266830862076269	-11.712270164242314	2.569119461137202e-18	0.362364276588859	82.91790748321444
347	8.473060809440877	8.289409064118646	-11.728277109410923	2.5578123153802778e-18	0.3631415068830631	82.74043862216045
348	8.495912255854448	8.311991344367987	-11.744264590881244	2.5361692253092854e-18	0.36391697085995917	82.56412854397848
349	8.518767332397355	8.33457766970665	-11.760232668066871	2.5629843284769665e-18	0.36469067826493573	82.38896509328696
350	8.54162600813166	8.357168007262837	-11.776181400185104	2.5518010141271172e-18	0.3654626390068597	82.21493623279225
351	8.564488252602251	8.379762324662599	-11.792110846256119	2.5406982689215976e-18	0.3662328631230327	82.04203004939808
352	8.587354035606195	8.402360589798606	-11.808021065102317	2.529675286270294e-18	0.3670013594122932	81.87023505725601
353	8.610223327285063	8.424962770922251	-11.8239121153477	2.518731269897516e-18	0.36776813791766777	81.69953963805163
354	8.633096098081632	8.447568836600658	-11.839784055417118	2.5078654336819877e-18	0.36853320812340506	81.52993244330843
355	8.65597231882274	8.47017875579908	-11.855636943535941	2.4970770014982256e-18	0.36929658008438015	81.36140214066334
356	8.678851960627352	8.492792497788841	-11.871470837729307	2.491648546017982e-18	0.37005826182632073	81.19393798460482
357	8.701734994856945	8.51541003209749	-11.887285795821816	2.4737053046289504e-18	0.37081826329652706	81.02752894182584
358	8.724621393340248	8.538031328733709	-11.90308187543703	2.4599178893412966e-18	0.37157659327389325	80.86216437015811
359	8.747511128054592	8.560656357868362	-11.918859133996907	2.4498973898503257e-18	0.37233326171132536	80.69783350355725
360	8.7704041713401	8.583285090048241	-11.934617628721833	2.439504971972311e-18	0.37308827730416183	80.53452598008435
361	8.793300495836595	8.605917496133417	-11.95035741662987	2.4194671164759013e-18	0.3738416489237788	80.3722315261428
362	8.816200074501392	8.628553547314496	-11.9660785545368	2.4092605991912177e-18	0.3745933856140307	80.2109399560405
363	8.839102880499448	8.651193215002674	-11.981781099055544	2.3991251937910233e-18	0.3753434961544297	80.05064126395504
364	8.86200888738762	8.67383647101419	-11.99746510659632	2.3890602116116236e-18	0.37609198943830796	79.89132554057123
365	8.884918068912265	8.696483287367242	-12.013130633366139	2.3790649725120078e-18	0.37683887409820255	79.73298305096559
366	8.90783039916323	8.71913363643639	-12.028777735368827	2.369138804742468e-18	0.37758415882132634	79.57560416520283
367	8.93074585246072	8.741787490838941	-12.04440646840475	2.329197666626865e-18	0.3783278511923006	79.41917959971862
368	8.953664403442517	8.76444482352228	-12.060016888070864	2.319532492368307e-18	0.379069961689205	79.26369957546703
369	8.97658602692539	8.787105607624866	-12.07560904976064	2.310233422984762e-18	0.3798104978039063	79.10915505271196
370	8.999510698084327	8.809769816655736	-12.0911830086639	2.3006988789898578e-18	0.38054946797755185	78.95553690063062
371	9.022438392365657	8.832437424407283	-12.106738819766885	2.291229338120833e-18	0.3812868804643124	78.80283613437685
372	9.045369085351489	8.855108404819356	-12.122276537852292	2.2818241842951475e-18	0.3820227435677822	78.65104386405675
373	9.068302752982518	8.877782732202457	-12.137796217499295	2.2724828088896576e-18	0.3827570654420751	78.50015133414709
374	9.091239371407145	8.900460381086322	-12.153297913083573	2.2632046106335262e-18	0.3834898543276528	78.35014987318358
375	9.114178917080974	8.923141326319646	-12.168781678777393	2.2539889954984008e-18	0.384221118239184	78.20103095611863
376	9.13712136660093	8.945825542903627	-12.184247568549884	2.247215969399467e-18	0.3849508652459613	78.05278614510706
377	9.160066696869325	8.96851300615639	-12.199695636166862	2.20892721040264e-18	0.38567910324224774	77.90540713465757
378	9.18301488507017	8.991203691689021	-12.21512593519136	2.2000041753020773e-18	0.38640584010177087	77.75888571845432
379	9.205965908536813	9.013897575272996	-12.230538518983453	2.191140694575632e-18	0.38713108371318006	77.61321378078223
380	9.2289197447866	9.036594632874623	-12.245933440700709	2.182336215569192e-18	0.3878548419245841	77.46838330629707
381	9.251876371761487	9.059294840896177	-12.261310753298282	2.1727742257657257e-18	0.3885771224183948	77.32438640344044
382	9.274835767480806	9.081998175827833	-12.27667050952919	2.1640893798703705e-18	0.38929793281449476	77.18121528206126
383	9.297797910204117	9.104704614410707	-12.2920127619446	2.1571684415382975e-18	0.39001728083475823	77.03886221940762
384	9.320762778435956	9.12741413364154	-12.307337562894002	2.1646765959470615e-18	0.3907351738620937	76.8973196460208
385	9.343730350904174	9.150126710750976	-12.322644964525642	2.1560917245490332e-18	0.3914516194930459	76.75658003491978
386	9.366700606486626	9.172842323129903	-12.33793501878669	2.147563114624983e-18	0.39216662521471474	76.61663596428232
387	9.389673524412586	9.19556094853119	-12.353207777423608	2.1390902534471894e-18	0.3928801983260896	76.47748013117837
388	9.412649083986832	9.218282564793151	-12.368463291982627	2.1306726342623894e-18	0.3935923461428518	76.33910531001983
389	9.435627264741603	9.241007149991795	-12.383701613809883	2.1223097562046404e-18	0.39430307610182197	76.20150433129757
390	9.458608046511173	9.263734682515262	-12.39892279405196	2.114001124211133e-18	0.3950123953873139	76.06467015283415
391	9.48159140915178	9.286465140783408	-12.414126883656147	2.10574624894453e-18	0.39572031098817617	75.92859584686495
392	9.504577332922038	9.309198503628501	-12.429313933370947	2.0975446467068246e-18	0.3964268302357634	75.79327449544134
393	9.527565798177195	9.331934749989097	-12.444483993746429	2.089395839364799e-18	0.39713196009202806	75.65869932617414
394	9.550556785465153	9.354673859006034	-12.45963711513468	2.081299354270717e-18	0.3978357076608585	75.52486361287247
395	9.573550275472476	9.377415809968328	-12.474773347690174	2.0732547241865727e-18	0.39853807980674627	75.39176074714537
396	9.596546249227929	9.400160582516877	-12.489892741370376	2.065261487205843e-18	0.3992390835210901	75.2593841675566
397	9.619544687772638	9.42290815631397	-12.504995345936011	2.077267681605083e-18	0.39993872559786775	75.12772741999538
398	9.642545572509992	9.44565851139392	-12.520081210951666	2.0692993442464344e-18	0.4006370128783832	74.99678411025346
399	9.665548884835712	9.468411627792126	-12.535150385786205	2.06138153073746e-18	0.40133395223790475	74.8665479057347
400	9.68855460654709	9.49116748595519	-12.550202919613357	2.0535137954986733e-18	0.40202955029765436	74.73701258818201
