Ω(THz2π)|T(K)|Imχ(ω₀/m₀)    0.47999999999999954	49.999999999999964	99.99999999999993	149.9999999999999	199.99999999999986	249.99999999999977	299.9999999999998	349.9999999999997	399.9999999999997
1.6166788444849172	1.5489355284949114e-13	0.003239615645395116	0.023785093768609114	0.04596992790968489	0.06461694011697984	0.08019089824349769	0.09351907338787231	0.10520921124862226	0.11567278901380369
1.6744173746450928	1.6966598144683796e-13	0.003423268887160325	0.024738347505723155	0.04767940747983069	0.06696310395758191	0.08307485963758826	0.09686771981637028	0.10896830679810197	0.11980111067668822
1.7321559048052684	5.0156634833149347e-14	0.0036149733997126047	0.0257026281819907	0.049395898873323366	0.06931318439671873	0.08596081830035805	0.10021719235493093	0.11272750221416332	0.12392907376697047
1.789894434965444	3.638093117510669e-13	0.003815168021426274	0.026678331265656885	0.051119622743016103	0.07166729388859647	0.08884882474621164	0.10356750392477791	0.11648678765101453	0.12805665486299445
1.8476329651256196	3.2301890299341683e-13	0.004024309441455531	0.027665853062038913	0.05285079721942265	0.0740255420416058	0.09173892570796367	0.10691866563968795	0.12024615323176285	0.1321838310835685
1.905371495285795	2.2866917340008457e-13	0.00424287302539646	0.028665590733457577	0.05458963762320017	0.07638803619345919	0.09463116738853096	0.11027068766218952	0.12400558726521725	0.13631057711002265
1.9631100254459708	3.0039767715438134e-13	0.004471353655565567	0.02967794217926061	0.05633635672315741	0.07875488013205224	0.09752559235624263	0.11362357693411762	0.12776507551190122	0.1404368663678407
2.0208485556061464	2.603427063686044e-13	0.004710266625973132	0.030703305979717273	0.05809116402756012	0.08112617555036658	0.10042224181547565	0.11697733995445998	0.13152460349672424	0.14456267108221763
2.078587085766322	1.6668252422306086e-13	0.004960148443517635	0.03174208106414629	0.059854265865835594	0.08350202089979641	0.10332115387092143	0.12033197992060593	0.1352841544122703	0.14868796314971744
2.136325615926497	2.4287405781957185e-13	0.0052215578466808564	0.03279466699054826	0.0616258651788101	0.08588251071801634	0.10622236409281192	0.12368749877230957	0.13904371021789705	0.15281271107689026
2.194064146086673	5.651682880529226e-13	0.005495076608902396	0.03386146312462563	0.06340616187083604	0.08826773755681427	0.10912590594544648	0.12704389637808888	0.14280325067019548	0.1569368861901552
2.2518026762468484	4.644781814691506e-13	0.005781310478300107	0.03494286918442986	0.06519535135856944	0.09065778887505845	0.11203180901007866	0.1304011701918713	0.14656275473575514	0.16106045260427732
2.309541206407024	7.390537533780637e-13	0.006080890210147527	0.03603928467187086	0.06699362548806465	0.09305274995248342	0.11494010072659794	0.1337593148694527	0.15032219816692202	0.1651833762918008
2.3672797365671996	5.632688440235514e-13	0.006394472404397812	0.037151108326275335	0.06880117189186595	0.09545270106743524	0.11785080530872498	0.1371183226600305	0.15408155497119555	0.16930562102509952
2.4250182667273754	1.6072353472905455e-13	0.006722740554605879	0.03827873870022591	0.07061817389397829	0.09785771929073799	0.12076394361999841	0.14047818426092698	0.15784079812138782	0.1734271490452305
2.482756796887551	5.80708165609563e-13	0.007066405906790721	0.03942257294435882	0.0724448096362867	0.10026787717209897	0.12367953374242438	0.14383888739388928	0.16159989785412027	0.1775479210221448
2.540495327047726	1.0736912644202832e-12	0.007426208610941756	0.040583007331849504	0.07428125239233925	0.10268324218673389	0.12659758809339464	0.1472004145354205	0.1653588199859647	0.1816678933236968
2.5982338572079016	4.626284573850407e-13	0.007802918532513284	0.041760436294383425	0.0761276712427946	0.10510387889318962	0.12951812030283166	0.1505627510480522	0.16911753585031172	0.18578702726728163
2.655972387368078	8.135939015873633e-13	0.008197336218664843	0.0429552524834693	0.0779842285745447	0.10752984587610705	0.1324411344271994	0.15392587285793344	0.17287600298453631	0.1899052731381953
2.713710917528253	5.364245851579864e-13	0.00861029402253137	0.04416784607998683	0.07985108057476253	0.10996119609219805	0.13536663384444816	0.15728975654374142	0.1766341847908893	0.1940225860039765
2.7714494476884286	1.569783951835437e-12	0.009042656857525366	0.04539860448679724	0.08172837862960688	0.11239797945514705	0.1382946183682954	0.16065437539789804	0.18039203954283314	0.19813891536200642
2.829187977848604	7.251523774923978e-13	0.009495323314917339	0.04664791197003749	0.08361626690522596	0.11484023826117358	0.14122508116948398	0.1640196976548011	0.1841495222527552	0.202254209849023
2.88692650800878	2.2017828997841434e-13	0.009969226289665034	0.047916148964829444	0.0855148825915081	0.1172880093257159	0.1441580126960318	0.1673856896416878	0.18790658657004314	0.20636841580187715
2.944665038168955	1.1601379659675421e-12	0.01046533419365041	0.04920369148198435	0.08742435598241305	0.11974132583975008	0.14709339920657277	0.170752313686567	0.19166318246551792	0.21048147770460254
3.002403568329131	2.585237826350795e-13	0.01098465151929354	0.050510910737077704	0.08934480895406308	0.12220021150999504	0.1500312206533509	0.17411952769745181	0.1954192562702816	0.2145933356450939
3.0601420984893064	1.8915766454428665e-12	0.011528219638074199	0.05183817237694563	0.0912763553173116	0.12466468500029954	0.15297145212669658	0.17748728596995061	0.19917475264776288	0.21870392994277651
3.1178806286494822	2.517212518641132e-12	0.012097117694219464	0.05318583539048921	0.09321910144171557	0.12713475827837648	0.1559140647365746	0.1808555395159891	0.20292961121173178	0.2228131952635567
3.1756191588096576	1.8531715159403443e-12	0.012692462906700187	0.054554252171191996	0.09517314293105375	0.1296104353946797	0.15885902216437123	0.18422423418891834	0.2066837703654199	0.22692106584405344
3.233357688969833	1.6906269245566826e-13	0.013315411367404023	0.055943766867726646	0.09713856736224658	0.1320917143407724	0.16180628507434916	0.18759331163196152	0.2104371635619823	0.23102747274159408
3.2910962191300084	1.9307341509138267e-12	0.013967158397725372	0.0573547148832697	0.09911545083843099	0.1345785829925414	0.16475580533802803	0.19096270863513407	0.21418972027805558	0.23513234268071068
3.348834749290184	1.2707046367251862e-13	0.014648938679056247	0.0587874217037266	0.10110385891785577	0.13707102257043022	0.16770753017729645	0.1943323575085162	0.21794136735802178	0.2392355986955842
3.40657327945036	1.9612408195180696e-12	0.015362026573723367	0.06024220201004223	0.10310384640993797	0.1395690056092594	0.17066139961582422	0.19770218657405605	0.22169202695827275	0.24333716639373446
3.4643118096105354	2.991959335002133e-13	0.01610773606514165	0.06171935819757255	0.1051154555199891	0.14207249487052814	0.17361734893112998	0.20107211695360955	0.22544161770476812	0.24743696059714565
3.522050339770711	2.7428069404882226e-12	0.016887420116599636	0.06321917954927998	0.10713871525341023	0.14458144361403608	0.17657530303632196	0.20444206547330399	0.229190052471707	0.25153489601099094
3.5797888699308866	3.7403139291124994e-13	0.01770247083743321	0.06474194067349362	0.109173641514337	0.14709579500514247	0.17953518022382856	0.20781194237377693	0.23293724069983013	0.25563088167627207
3.6375274000910616	2.2691037768479326e-12	0.01855431820192624	0.06628789977843125	0.11122023577491308	0.14961548219344595	0.1824968928291054	0.2111816525757351	0.2366830890840216	0.2597248357975397
3.695265930251238	2.5218800648932268e-12	0.01944442914653055	0.06785729726768884	0.11327848423891669	0.1521404263374237	0.18546034261896704	0.214551094256848	0.24042749308889225	0.26381663598060057
3.7530044604114137	5.817272991202781e-13	0.020374305991832264	0.0694503545594529	0.1153483561993074	0.15467053743678386	0.1884254239122113	0.21792015941232562	0.24417034645319588	0.26790620132454096
3.8107429905715886	3.7393427160417705e-12	0.021345484847661696	0.07106727055591334	0.11742980444864508	0.1572057134016377	0.1913920225662349	0.2212887337990473	0.2479115430480607	0.271993421625033
3.8684815207317644	9.669423132254502e-13	0.022359532887702874	0.07270822157594105	0.1195227632274983	0.15974583822850155	0.19436001409710743	0.2246566947418341	0.251650963363763	0.2760781866183854
3.9262200508919403	9.389873020561487e-13	0.02341804563455424	0.07437335766999885	0.12162714625430078	0.16229078310810494	0.19732926401971174	0.228023911818976	0.25538848470095815	0.28016037891452494
3.983958581052115	2.692397898195832e-12	0.02452264360373127	0.07606280064577065	0.12374284772726968	0.16484040373800937	0.2002996259661674	0.23139024688489027	0.25912397755248484	0.2842398786723717
4.041697111212291	7.291143930931273e-12	0.025674967620669967	0.0777766417560919	0.12586973866364018	0.16739454042979685	0.20327094513415947	0.23475555378048418	0.2628573068335172	0.2883165600821318
4.099435641372466	3.3915360550921627e-12	0.026876674233688738	0.07951493780945176	0.1280076667771556	0.16995301906161545	0.20624305338599389	0.23811967833197142	0.2665883287410155	0.2923902912739501
4.157174171532642	6.649229505647492e-12	0.02812942930578353	0.0812777087288574	0.13015645387614364	0.17251564470040906	0.2092157697477961	0.24148245334194612	0.2703168924578179	0.29646093467445217
4.214912701692818	3.037623421935908e-12	0.02943490087158195	0.08306493370254493	0.13231589535794908	0.17508220739293975	0.2121889005196595	0.2448437056895162	0.2740428411215071	0.3005283462413919
4.272651231852993	5.209440045366319e-13	0.03079475139250342	0.08487654751013532	0.13448575659386475	0.17765247532354642	0.2151622366021134	0.24820324855873666	0.27776600785602723	0.3045923756283494
4.330389762013168	2.403803157969239e-12	0.03221062704778587	0.08671243560980811	0.13666577230243734	0.1802261960344997	0.21813555709965207	0.2515608859837465	0.28148621590421874	0.3086528643434222
4.388128292173344	2.151870937989462e-12	0.03368414691935907	0.08857243111062588	0.138855643199343	0.18280309597895417	0.22110862215511765	0.25491640931233184	0.2852032819418508	0.31270964526347206
4.445866822333519	6.227289059134676e-13	0.03521688928319021	0.09045630399074517	0.14105503243133127	0.18538287556302163	0.22408117546236261	0.2582695965830502	0.288917010758642	0.31676254728907816
4.503605352493695	2.0329302180344607e-12	0.03681037604275406	0.09236376531589433	0.14326356693459283	0.18796521183802914	0.2270529431646276	0.2616202115930459	0.2926271962724771	0.3208113872926354
4.561343882653871	4.289014654713046e-12	0.03846605463868956	0.09429445086599973	0.14548082888041847	0.19054975104540525	0.2300236303213998	0.26496800458157416	0.2963336212877272	0.324855972468751
4.619082412814047	4.123314010189523e-12	0.04018527625636197	0.09624791784688622	0.14770635361381934	0.19313611272312992	0.23299292326866441	0.26831270878470215	0.30003605464549266	0.3288961010060458
4.6768209429742225	1.309899727710947e-12	0.041969271506685724	0.09822363698559583	0.14993962957133283	0.19572388048877284	0.23596048229108	0.2716540421840405	0.3037342556548494	0.33293156091918974
4.734559473134397	4.917775247412746e-12	0.04381912062019142	0.1002209815799388	0.1521800866399171	0.19831260609344978	0.23892594548681273	0.2749917014710666	0.3074279636199352	0.3369621258687055
4.792298003294573	1.7707242112052943e-12	0.0457357199652975	0.10223921783308532	0.1544270976655446	0.2009018000433508	0.2418889222725181	0.27832536488341	0.3111169079804499	0.3409875603223477
4.850036533454749	1.2389620979421328e-12	0.04771974081841584	0.10427749136434673	0.1566799662548571	0.20349093247178746	0.24484899291256815	0.28165468840221153	0.3148007954543218	0.34500761295407756
4.907775063614924	4.502700779657574e-12	0.04977158228854405	0.10633481353658085	0.1589379249455263	0.20607942490844414	0.24780570425532322	0.2849793015921639	0.3184793160384091	0.3490220145499386
4.9655135937751	8.735290977197433e-12	0.05189131418856985	0.10841004413890679	0.16120012423922617	0.2086666476658828	0.25075856813232994	0.2882988093818215	0.3221521381505321	0.35303048168222695
5.023252123935275	8.081984970369785e-13	0.05407860903412116	0.11050187236756673	0.16346562224616015	0.21125191414425906	0.25370705243599984	0.291612782930062	0.3258189048352007	0.3570327091011319
5.080990654095451	1.7903521236550493e-12	0.056332660121847546	0.11260879121192066	0.16573337441329733	0.21383447200988703	0.25665058410400826	0.2949207633387487	0.3294792364075471	0.3610283744548384
5.138729184255626	2.037304358698594e-12	0.05865208125029649	0.11472907047360077	0.16800221851533337	0.21641349326755951	0.25958853461409465	0.298222249466824	0.3331327189583654	0.3650171258333019
5.196467714415801	1.309871231334219e-12	0.06103478284178324	0.11686072062413481	0.17027085696347943	0.21898806678635668	0.2625202185496637	0.30151669845847395	0.3367789041272166	0.3689985854176391
5.254206244575977	3.2475383462064616e-12	0.06347781732952158	0.11900144730411584	0.17253783404515297	0.2215571807794271	0.26544487773196995	0.3048035124677566	0.3404173051969728	0.3729723409641179
5.311944774736154	9.321196610647733e-12	0.06597718017848876	0.12114859552359661	0.17480150781474713	0.2241197067574383	0.2683616732309363	0.30808203383599986	0.344047382729885	0.3769379429538717
5.369683304896329	8.226327079809605e-12	0.06852755053629242	0.12329907231782897	0.17706000927247192	0.22667437254882533	0.2712696676124448	0.31135152956431206	0.34766854348675	0.380894892126968
5.427421835056505	4.562180960233903e-12	0.07112193856838313	0.12544924345963904	0.17931119123525047	0.2292197328084289	0.2741678000446797	0.3146111755946973	0.35128011965574496	0.38484263446410905
5.48516036521668	7.1861511146164295e-12	0.07375119045324678	0.12759478368041674	0.18155255055067065	0.23175411569567278	0.2770548492353402	0.3178600273589145	0.35488135018222605	0.3887805329002521
5.542898895376855	8.591400841115995e-12	0.07640324521313112	0.12973044830708386	0.18378110671332631	0.23427554866101236	0.27992938576476895	0.32109698281578597	0.3584713476791544	0.3927078571960214
5.600637425537031	1.6750479956298345e-9	0.07906193287255481	0.13184969369952504	0.1859932063924729	0.23678163295340074	0.2827896778431557	0.3243207135125546	0.3620490494398193	0.3966237241645406
5.658375955697206	4.466121734060492e-7	0.08170476307673885	0.13394396371147702	0.18818414109632453	0.239269299072309	0.28563352073135856	0.32752953306872873	0.36561311052201634	0.4005270332917636
5.716114485857382	0.00010494795535855234	0.08429785856799528	0.13600099804348253	0.19034724844454376	0.2417342290645917	0.2884578263936231	0.3307210940450906	0.36916166200964146	0.4044162434003339
5.773853016017558	0.010197111028581035	0.0867736600980299	0.1379971340957656	0.19246976994909326	0.2441681954130997	0.29125673505396005	0.33389093934666997	0.37269117546975244	0.40828847157492515
5.831591546177733	0.020529743795156773	0.08903586127139262	0.13989978586497934	0.1945342848758906	0.2465599996124726	0.294022287673158	0.3370330594206266	0.3761968910921243	0.41213982767800134
5.889330076337909	0.027090659679238106	0.0911661478639692	0.14174000280004306	0.19655788995731588	0.2489207301129996	0.2967623790476816	0.34015341100534613	0.37968351034655595	0.4159741377736649
5.9470686064980836	0.0323362751805623	0.09320128827929926	0.14353199706646763	0.1985484421365573	0.2512554828230284	0.2994806308030614	0.343254730012972	0.38315318516921204	0.4197931497680508
6.00480713665826	0.036837912450820416	0.09515944551022053	0.1452830460578445	0.20050999582674675	0.25356688996856397	0.3021789116606081	0.3463384229185159	0.3866070182059522	0.4235977527592199
6.062545666818436	0.04084351901154969	0.09705227929523846	0.14699794478551284	0.20244524068099085	0.2558566974444539	0.3048584578327224	0.3494054134489431	0.3900457294786524	0.4273885258430337
6.120284196978611	0.04448770415782382	0.09888811771348534	0.14868019659082274	0.2043561504899638	0.2581261876023467	0.30752017342236454	0.35245637953984343	0.3934698453380686	0.4311658882450206
6.178022727138787	0.04785329180373963	0.10067328732566405	0.15033251618644625	0.2062442627574971	0.2603763572751668	0.31016476092472145	0.3554918407726941	0.39687976265244435	0.43493015740638613
6.235761257298963	0.05099556279319129	0.10241279656534957	0.15195709463675108	0.20811082338666834	0.26260801649840704	0.31279278900798996	0.35851221795844385	0.4002758106549258	0.43868158999086004
6.293499787459138	0.053953599121306664	0.104110727871874	0.15355574847945125	0.2099568707706664	0.26482183865191744	0.3154047297878803	0.36151785849446905	0.40365825037636144	0.44242039184996873
6.3512383176193135	0.05675624346825324	0.1057704841296657	0.15513001927915937	0.2117832910576015	0.2670183992606025	0.31800098495759127	0.3645090575751896	0.40702730474239496	0.44614673772925334
6.408976847779488	0.05942550443938489	0.10739495393491766	0.15668123590384123	0.21359085167624808	0.26919819730983324	0.3205819022809958	0.36748606744297396	0.4103831672936742	0.44986077391019647
6.466715377939664	0.061978630057120614	0.1089866222771656	0.15821056112437865	0.21538022732616155	0.2713616696252724	0.3231477852528237	0.3704491095460739	0.4137260017757672	0.4535626295384682
6.52445390809984	0.06442943641212316	0.11054765308717532	0.1597190240545874	0.21715202087955007	0.27350921109050913	0.32569890626756626	0.3733983815527787	0.4170559538033511	0.45725241170390685
6.582192438260015	0.0667891941879033	0.11207995066598737	0.1612075444543357	0.21890677024799965	0.2756411692969765	0.32823550863010464	0.37633405654473595	0.42037315526557295	0.46093022199948125
6.639930968420191	0.06906724073501269	0.11358520301579977	0.1626769498030001	0.22064496603555747	0.27775786603052616	0.3307578133639546	0.37925629472549116	0.4236777211355932	0.46459614350081263
6.697669498580367	0.07127141498694682	0.11506491930405933	0.16412799343637127	0.22236705698367387	0.2798595942797122	0.33326602305434005	0.38216524101691673	0.4269697577177101	0.46825025933496706
6.7554080287405425	0.07340837419076181	0.11652045683829462	0.16556136207012345	0.22407345343549037	0.28194662232044054	0.33576032292033137	0.3850610256208745	0.43024936161859634	0.47189263736133596
6.813146558900718	0.07548382921109192	0.11795304312265234	0.16697768608682886	0.2257645371539595	0.28401920257810676	0.33824088655626755	0.38794377771198557	0.4335166189877721	0.4755233399513586
6.870885089060893	0.07750272299976534	0.11936379433161888	0.1683775490947607	0.22744066217190448	0.2860775652371602	0.34070787307504147	0.3908135978922861	0.4367716105866683	0.4791424276745633
6.928623619221069	0.07946936772751526	0.12075372937864032	0.16976149092648365	0.22910216012806908	0.28812193213200377	0.34316143655107145	0.3936706042084305	0.44001441681847464	0.4827499567516316
6.986362149381245	0.0813875523772187	0.12212378334154188	0.17113001510718015	0.23074934233214356	0.29015250868078674	0.3456017162150033	0.3965148944062111	0.4432451086775667	0.486345980060317
7.04410067954142	0.083260627226496	0.12347481606756153	0.17248359228522403	0.23238250151803316	0.29216949003508075	0.34802884864900474	0.399346562723218	0.44646375214991274	0.4899305399360655
7.101839209701596	0.08509157220524165	0.12480762231534166	0.17382266286431597	0.2340019147788218	0.2941730606737047	0.35044296041577944	0.4021656983964842	0.4496704116459693	0.49350368648765636
7.1595777398617715	0.08688305159465579	0.1261229376566351	0.175147642092169	0.23560784527773593	0.29616339829122984	0.35284417459345235	0.4049723883715436	0.45286514734619543	0.4970654587890485
7.217316270021947	0.08863745900733704	0.1274214459949332	0.1764589212498677	0.23720054370602459	0.2981406698962115	0.35523260763068454	0.4077667139599417	0.45604801622961827	0.5006158969939951
7.275054800182121	0.09035695463397894	0.12870378418090456	0.17775687023058107	0.23878024819868363	0.3001050384679258	0.35760837073238505	0.4105487527018945	0.4592190742101415	0.5041550413541038
7.332793330342297	0.09204349548263076	0.12997054647237677	0.17904183960964584	0.2403471872429653	0.30205665954278516	0.3599715735889068	0.4133185822947781	0.46237837345987165	0.5076829262400476
7.390531860502474	0.09369886173324692	0.13122228963359278	0.18031416287507226	0.24190158106256746	0.3039956821986568	0.36232232120683844	0.4160762762291601	0.46552596719839057	0.5111995897549959
7.44827039066265	0.09532467792989217	0.1324595349747818	0.18157415640443847	0.24344363860089416	0.3059222512753467	0.36466071090065644	0.4188219027361208	0.468661902214959	0.5147050637156145
7.506008920822826	0.09692243159218702	0.1336827730466652	0.18282212236385623	0.24497356273518014	0.30783650722850653	0.3669868479878753	0.42155553682129865	0.4717862312073138	0.5181993819290552
7.563747450983	0.09849348886242819	0.13489246506057698	0.18405834988797823	0.24649154952029206	0.309738584852914	0.3693008210666492	0.4242772406109278	0.47489899662662166	0.5216825782550734
7.621485981143175	0.10003910786708685	0.13608904558085488	0.1852831144593643	0.24799778621868535	0.3116286169954637	0.3716027253113163	0.4269870815378695	0.4780002478777362	0.5251546811870187
7.679224511303351	0.10156045044544178	0.13727292598057553	0.18649668084527588	0.24949245699343722	0.31350673080900854	0.373892652009632	0.429685117282164	0.4810900254511226	0.5286157197281256
7.736963041463527	0.10305859198756254	0.13844449457962735	0.18769930265691628	0.25097573748204877	0.31537305282016664	0.37617068964953165	0.4323714221472172	0.4841683744716611	0.5320657294464511
7.794701571623703	0.10453453045484483	0.13960411884380414	0.18889122283239107	0.2524477987493319	0.317227702945838	0.3784369247803873	0.43504604980492606	0.48723534067708996	0.5355047330995877
7.852440101783879	0.10598919370370244	0.14075214862608126	0.19007267627239177	0.2539088085405354	0.31907079981035186	0.38069144102818125	0.4377090622717096	0.49029096400419775	0.5389327641381942
7.910178631944053	0.1074234463720696	0.14188891469800116	0.19124388819341795	0.25535892785527997	0.3209024646170589	0.38293432712594005	0.44036052131147607	0.49333528980608654	0.5423498535436726
7.967917162104229	0.10883809567008516	0.14301473195384257	0.19240507562635562	0.25679831380102625	0.3227228066478629	0.3851656588485734	0.4430004838172407	0.4963683567311134	0.5457560232623846
8.025655692264406	0.11023389663968448	0.1441299001439129	0.19355644812149214	0.2582271208666273	0.3245319386790397	0.38738552183120706	0.4456290073395212	0.4993902032065865	0.5491513057575033
8.083394222424582	0.11161155670436329	0.14523470586090176	0.19469820806922086	0.2596454973655365	0.3263299704128438	0.38959399212865	0.44824615028876064	0.502400874533079	0.5525357282916108
8.141132752584758	0.11297173984946363	0.14632942083938535	0.1958305506308363	0.26105359051322136	0.3281170104782725	0.3917911519809198	0.4508519702959713	0.5054004094208968	0.5559093177451386
8.198871282744932	0.11431507019936463	0.1474143055577992	0.1969536654443522	0.26245154164086487	0.3298931621736966	0.39397707551262023	0.4534465196818403	0.5083888457334645	0.5592721013768828
8.256609812905108	0.115642135341683	0.14848960814667544	0.19806773383441595	0.2638394905926468	0.3316585329012142	0.3961518404516646	0.4560298568669353	0.5113662247314232	0.562624107286569
8.314348343065284	0.11695348918451097	0.14955556699004732	0.19917293471165912	0.2652175740693652	0.333413221798012	0.39831552145690047	0.45860203510288483	0.5143325829246918	0.5659653586931648
8.37208687322546	0.11824965474045598	0.15061240899997907	0.2002694375098054	0.2665859238225729	0.33515733083007854	0.4004681948637018	0.4611631103870588	0.5172879637864416	0.5692958913379055
8.429825403385635	0.11953112637487993	0.15166035344276058	0.20135740965228444	0.2679446711760042	0.33689095872554903	0.40260993288180347	0.46371313586278656	0.5202324026490331	0.5726157241396175
8.48756393354581	0.1207983719502905	0.15269960824620116	0.20243701330336183	0.26929394404876844	0.33861420428355743	0.40474081089151953	0.4662521662565288	0.5231659406000267	0.5759248895154517
8.545302463705985	0.12205183484635243	0.15373037494203823	0.2035084030366731	0.27063386747261586	0.34032716284267706	0.4068608980933158	0.4687802511035564	0.5260886122038834	0.5792234096955101
8.603040993866161	0.12329193573947844	0.15475284593773067	0.20457173234887535	0.2719645638110441	0.3420299289411002	0.40897026659332375	0.471297449110156	0.5290004599910537	0.5825113149856056
8.660779524026337	0.12451907390276479	0.15576720629992036	0.2056271485738423	0.2732861531578427	0.34372259732383276	0.4110689910834075	0.4738038099880932	0.5319015200479692	0.5857886327274406
