mp_id	formula	eps_total(ϵ0)	eps_optic(ϵ0)	eps_ionic(ϵ0)	omega_LO(THz2π)	band_mass(me)	volume(Å^3)	alpha	v_gs	w_gs	v_rt	w_rt	energy_gs(meV)	energy_rt(meV)	ZPR(meV)	imag_memory	mobility(cm^2/V/s)
mp-10250	BaLiF3	14.7705	2.6654	12.105099999999998	12.401528304159653	0.5757774400000001	62.2358686838	3.8000387605537442	3.608470532381562	2.4089468299502528	5.4330884387003495	2.9591272179048627	-206.47862462106045	-282.4052286053249	-203.988	65.46109915477834	7.4268318644791895
mp-10281	ZnS	8.9937	6.123900000000001	2.869800000000001	10.162639525235964	0.16900321000000001	153.611270597	0.38540458575687964	3.0397503413981273	2.9517746348890643	4.5928223163148765	4.390519651516275	-16.269818128662425	-23.814248643692775	-16.2615	3.051307447358322	542.8259575944103
mp-10289	Ca(BC)2	24.432299999999998	16.4239	8.008400000000002	27.688056292620505	0.52099524	103.644494098	0.1570230009422627	3.015845418906356	2.9805733940692334	2.6559544140843494	2.607755427861844	-18.00259990305636	-19.73234675298469	-18.0091	0.3678809850429772	1460.4962076660413
mp-1029	BaF2	8.1704	2.3976	5.7728	10.093388313342652	0.4827470399999999	58.2404389905	3.696539055746242	3.5810915891332042	2.42964757877262	6.12874995183031	3.5527294582894364	-163.15199170044755	-240.45253096064042	-161.2641	64.37097303398212	9.008071739678737
mp-10322	BaHfN2	28.810900000000004	7.4351	21.3758	15.45220861132851	0.40717161	140.494785616	0.9290941361570219	3.101100984875721	2.8803033416054746	3.5744486347519935	3.166345517293765	-60.057762580414376	-75.64506564978342	-59.9431	6.6311014481666275	103.67603230596545
mp-10341	SrGeTeO6	9.5953	3.5196999999999994	6.0756000000000006	17.225997159537165	0.47251876000000004	121.993411246	1.7089518529189878	3.2024921836185882	2.769716724243048	3.58945194535603	2.824889036198999	-124.50516283232568	-152.2645756483068	-124.0176	13.132551822924675	45.11005440552757
mp-10378	Cs3Sb	21.9243	8.163400000000001	13.7609	2.3060363401763864	0.15856324	183.71644395899997	1.1563937224487437	3.12886048353779	2.8491198358689496	18.46200424406301	17.137655524160945	-11.19390356493964	-32.53770698750228	-11.1633	7.193226738318867	245.42300445850287
mp-10408	K2CN2	6.7816	2.7147999999999994	4.0668	16.433452825658993	0.71503936	88.0046978549	2.642840081983713	3.3525391362130863	2.62206294709178	4.036568980675418	2.6997645407725694	-186.37205882643124	-231.96884115830576	-185.0627	27.120173695951813	14.435077318607473
mp-10417	KSbO2	8.9444	3.8438	5.1006	14.26393615809072	0.6889	148.583385057	1.8700584799464466	3.225835486754189	2.7455292844736294	4.064227265563262	3.1314363954252435	-113.0906386883954	-146.63093186074425	-112.5834	17.667417495467635	22.999175811523635
mp-10418	RbSbO2	8.4741	3.6420000000000003	4.8321	13.471754522598859	1.3569920100000001	166.129498141	2.8501418144645223	3.3915210734766488	2.5866112147802567	4.635969863901493	3.022801149418361	-165.34743930035216	-219.23602902451285	-164.044	35.99290653523451	5.7312231785231695
