T(K)	v(ω₀)	w(ω₀)	E(meV)	Reχ(m₀/ω₀)	Imχ(m₀/ω₀)	μ(cm²V⁻¹s⁻¹)
271	12.711593203689219	12.271309356748398	-16.54955340115685	0.0	0.09437739603971329	56.6758143618775
272	12.735073013669918	12.292915565894038	-16.602753165188417	0.0	0.09499273636486838	56.308681932889336
273	12.758544616569514	12.314511772375567	-16.65597165785727	0.0	0.09560934639752855	55.945532308779065
274	12.782007622796952	12.33609760106646	-16.709208565900937	0.0	0.09622722321600931	55.58630498873509
275	12.80546165152218	12.357672685460955	-16.762463580158727	0.0	0.0968463658957244	55.23093952398196
276	12.828906330542221	12.379236667541779	-16.815736395503187	0.0	0.09746677154039497	54.8793777958197
277	12.852341296060564	12.400789197562231	-16.8690267107737	0.0	0.09808843793284434	54.53156244129697
278	12.8757661925162	12.422329933877334	-16.922334228710778	0.0	0.09871136287023992	54.187437214655304
279	12.899180672370601	12.4438585427334	-16.975658655892108	0.0	0.09933554416370702	53.84694696078837
280	12.92258439598186	12.465374698143801	-17.028999702669328	0.0	0.0999609796380739	53.510037589376
281	12.945977031394543	12.4868780816814	-17.082357083106547	0.0	0.10058766713176436	53.17665604966657
282	12.969358254166174	12.50836838230715	-17.135730514919686	0.0	0.10121560449684744	52.846750305885756
