α	v(ω₀)	w(ω₀)	E(ħω₀)	M(m₀)	R(r₀)	κ(m₀ω₀²)
0.1	3.0239645673615563	2.9707466212537113	-0.15754218816695356	1.0361489053206878	14.218100613028344	0.3190262169678242
0.2	3.049011012710635	2.9407768136124686	-0.31603281638766056	1.0749638383642233	7.054631047549342	0.6482998881500279
0.3	3.0752163422167915	2.9100346348154145	-0.47550882275280004	1.116747610693776	4.665762366929264	0.988653975611939
0.4	3.1027026690464377	2.8784932082247354	-0.6360099683603931	1.1618495668353326	3.470479303244009	1.3410407027119593
0.5	3.131583360813346	2.8460997725380506	-0.7975791607403322	1.2106753847566916	2.75258791599376	1.7065304304818678
0.6	3.1619938901318347	2.812803075187446	-0.9602628264925572	1.2636982859767518	2.2733500955599695	2.0863442214470984
0.7000000000000001	3.194089036198277	2.778547321533714	-1.1241113423821458	1.321473446140927	1.930445636734253	2.481879553159863
0.7999999999999999	3.228046491842649	2.7432717078972346	-1.2891795361580916	1.3846560671583588	1.6727105809314589	2.8947444901482227
0.9	3.2640712978614754	2.706909921724361	-1.4555272708717375	1.4540243023292707	1.471716598594366	3.326800113193312
0.9999999999999999	3.3024013264167387	2.6693896194072866	-1.623220129580138	1.5305085692984532	1.3104026754340552	3.780213580519657
1.1	3.3433141013873504	2.630631901883912	-1.79233022116243	1.6152293411753396	1.1779076291480943	4.257524977326138
1.2000000000000002	3.3871353301211538	2.5905508236153874	-1.9629371326976073	1.7095462850906087	1.066986300079587	4.761732174820575
1.3000000000000003	3.434249633643542	2.549052995243569	-2.135129059584651	1.8151227159643577	0.9726182047604653	5.296399373620591
1.4	3.4851141067407347	2.5060373792659605	-2.30900415141008	1.934010888991912	0.8912124249061191	5.865796990725066
1.4999999999999998	3.5402755197090108	2.461395439379573	-2.4846721194111057	2.068765861471567	0.8201305029511483	6.475083246452345
1.5999999999999999	3.6003921905137597	2.415011901412273	-2.6622561598239964	2.2225987786353727	0.7573882474480131	7.130541441549546
1.7	3.6662617721109374	2.3667665184313407	-2.841895255312922	2.399584827237639	0.7014628413882754	7.839891628874421
1.7999999999999998	3.7388564542394884	2.316537500460822	-3.0237469214950643	2.604947129526365	0.6511644017746112	8.612701594367007
1.8999999999999997	3.819366999461556	2.2642075081194597	-3.2079904621262285	2.84544588331135	0.6055484317826434	9.460928636751435
1.9999999999999998	3.9092567701172127	2.2096736772120797	-3.394830774837101	3.1299118731283073	0.563855131458933	10.399630734943308
2.1	4.010325389747534	2.1528636243500134	-3.5845026914831166	3.4699737071944456	0.525467065425432	11.447887946604233
2.2	4.124778348600495	2.093759987632178	-3.777275713124139	3.8810339331649955	0.48988000035797646	12.629965539273929
2.3000000000000003	4.255291906167777	2.032436180136237	-3.9734587646548656	4.3835390526332665	0.45668378124574355	13.976712380370213
2.4000000000000004	4.40505039145316	1.9691047863253355	-4.173404195908544	5.004539323557752	0.4255513000365616	15.52709529171229
2.5000000000000004	4.577715278051045	1.904175662051175	-4.377509671386448	5.779410390736056	0.396233958185774	17.329592214953923
2.6	4.777268398984946	1.8383113266422373	-4.586215920824657	6.75337953260293	0.36856131653055385	19.442904822279043
2.7	5.007674693472932	1.7724531432918311	-4.799997950205672	7.982201584838313	0.34244076494164677	21.93521569048413
2.8000000000000003	5.272363930032482	1.707781428680217	-5.019347977269373	9.531169377928542	0.31785094118195034	24.881304002562512
2.9	5.573647211124398	1.6455841213853935	-5.244750763347318	11.471990434266374	0.29482297361603277	28.357596133519042
3.0	5.912298337511928	1.587053855317092	-5.476655749332179	13.878078908071418	0.27340924086640794	32.43653169206945
3.1	6.287512779757723	1.53308800489346	-5.715453163302789	16.81990700246901	0.25364835046580037	37.182458124868475
3.2000000000000006	6.697265275181336	1.4841764861236892	-5.961460391763591	20.362162986832935	0.23553952526165028	42.650582324187276
3.3000000000000003	7.138873777640963	1.4404094819106636	-6.214920514850579	24.56334247228301	0.21903429729563745	48.888739337511616
3.4000000000000004	7.609525394312437	1.4015711501647028	-6.476010249177999	29.47710595633275	0.20404346019181643	55.940475037711835
3.5	8.1066254966572	1.3672598894026586	-6.7448525231601675	35.15426918959818	0.1904514246494522	63.84797733788323
3.6	8.627960194154923	1.3369918383627104	-7.021529610540277	41.6446055901078	0.1781307785256546	72.65414993607335
3.6999999999999997	9.171728242460743	1.3102717091641634	-7.306094533791103	48.998143834910124	0.16695339940389647	82.40378700171605
3.8000000000000003	9.736504478137087	1.2866331892842815	-7.598579982239409	57.2659718970375	0.1567974523487148	93.14409448901571
3.9	10.321178013367014	1.2656576024782047	-7.899004857489745	66.500677947863	0.14755103771662698	104.92482641689979
4.0	10.924888446438485	1.2469793324435774	-8.207378892308352	76.75656150062756	0.13911357287910797	117.79823011158368
4.1	11.546969930855704	1.2302841722731563	-8.523705831347481	88.08971322727072	0.13139582311483783	131.81891543953995
4.199999999999999	12.186905771952722	1.2153044372895068	-8.847985588047562	100.55802597521702	0.12431921759031528	147.04370741915898
4.3	12.844293027212908	1.201812997164906	-9.180215692366351	114.2211732893047	0.1178148460302265	163.53150888875564
4.3999999999999995	13.51881548675999	1.1896173304293278	-9.52039225490266	129.14057516782523	0.11182236310262998	181.34318277220396
4.5	14.210223261323863	1.1785541007897653	-9.868510604071966	145.3793611139622	0.10628892092586138	200.54145536818143
4.6	14.918317418966964	1.1684844315805292	-10.224565703266355	163.00233515468076	0.10116818696151433	221.19083874620708
4.7	15.64293840910364	1.159289891334499	-10.588552420334006	182.07594504843914	0.09641946913036853	243.35756901885958
4.8	16.383957332219563	1.1508691378297595	-10.960465698118801	202.66825518267964	0.09200695090777376	267.10955809158213
4.9	17.14126929470275	1.1431351276406887	-11.340300658869213	224.84892459894573	0.08789903023398449	292.5163551134732
5.0	17.914788349305482	1.136012812114574	-11.72805266461101	248.6891880603262	0.08406775159882068	319.649116491123
5.1	18.70444360304393	1.129437233377461	-12.123717348381682	274.2618406022314	0.08048831991944898	348.5805820353117
5.199999999999999	19.510176208052727	1.1233519513949262	-12.527290626383593	301.64122472416574	0.07713868494401897	379.3850560625639
5.3	20.331937018726197	1.1177077421795074	-12.938768697845376	330.90321980680517	0.07399918594137436	412.1383923365207
