Ω(THz2π)|N|Reσ(μS)	1|-25.818452838782992meV	2|-25.849418626574153meV	3|-25.851938605446147meV	4|-25.852241573425026meV	5|-25.85228294343826meV	6|-25.852289552669724meV	7|-25.85229079473999meV	8|-25.852290889344008meV
3.48	136.38209845272917	143.147898366006	123.23776862143487	107.19162107803879	99.88411575544758	96.68708501355685	94.97627022068379	94.84383034251834
3.49	136.39733567305015	143.03429673220396	122.95091060812595	106.88171304819448	99.59043896639095	96.43021345937237	94.74317254792388	94.61271347341798
3.5	136.38431861368818	142.8886055636009	122.64494878043605	106.56011687015764	99.28915857061749	96.16787963962467	94.50577499928436	94.37716275054116
3.51	136.33745846842154	142.70904126831738	122.32481070173546	106.23347412793335	98.98798897591907	95.90516195955306	94.26932057542953	94.14258552060646
3.52	136.26974028568193	142.51673965595154	122.01815085997865	105.92679604766994	98.71095190655527	95.66400089128408	94.05483792392789	93.92990371205502
3.53	136.27338063531536	142.42471256780894	121.8242249979621	105.71818947150663	98.52639535485217	95.50835216617953	93.92169727364208	93.79804235537863
3.54	136.42573410284203	142.49883144145767	121.74198306783718	105.5836860694437	98.4046568581988	95.4098644689406	93.84119564306117	93.71869688344171
3.55	136.5731347307456	142.5551621984107	121.62498183151263	105.41264371612222	98.2508783702867	95.28048807925262	93.73006940981969	93.60866258353768
3.56	136.7141165077044	142.597394591416	121.49112621033342	105.22550583842492	98.08685122004252	95.14197015584486	93.60882188641105	93.4885428834138
3.57	136.84963436272517	142.6319035714504	121.34497123280237	105.02462841815519	97.91258721630213	94.99349504141084	93.4775416401085	93.35831541670984
3.58	136.97990948930226	142.65542095489855	121.18738213272152	104.81398833322203	97.73227907937418	94.83974219916104	93.34012788745068	93.22201628486573
3.59	137.10501580353974	142.67155132694032	121.02115781829019	104.59302499793922	97.54534069601891	94.6809786035735	93.19735047053997	93.08058192469868
