T(K)	v(THz2π)	w(THz2π)	E(meV)	M(mₑ)	R(Å)	κ(N/m)	ReΣ(ps⁻¹)	ImΣ(ps⁻¹)	μ(cm²V⁻¹s⁻¹)
70.0	11.97286841591901	8.761078498864729	-18.687072773685557	0.2241106637901449	26.24611411258436	0.0002873816877688554	-1.2239101522361144e-14	49.70926029725481	294.8511672765886
71.0	12.112284808720313	8.880571681699493	-18.826502893877795	0.22322947936569665	26.062901392271716	0.0002927752210913172	-1.1910846035878056e-14	50.229433630157395	291.79770433050436
72.0	12.25179839057239	9.000321148789004	-18.966758255322137	0.22236422490649563	25.883497314606693	0.0002982036446044826	-1.1595819465459368e-14	50.74317896039686	288.8434213895126
73.0	12.391404192066055	9.120317970257982	-19.107822351995388	0.2215145884360433	25.707772083582228	0.0003036666862016077	-1.1293330133023374e-14	51.248616083525086	285.99471640782707
74.0	12.53109751365861	9.240553645281013	-19.24967955581862	0.220680256411154	25.53560195907329	0.0003091640803929983	-1.1002729970349467e-14	51.7441138440157	283.25605241370755
75.0	12.67087390846757	9.361020076540175	-19.392315055470238	0.21986091497344856	25.366868903103494	0.0003146955680340474	-1.072341134812621e-14	52.23399445606926	280.5995133194017
76.0	12.810729166237845	9.481709546366577	-19.5357148001004	0.21905625102604911	25.201460250650563	0.00032026089606589325	-2.4484094951573572e-15	52.71338425682394	278.0476653081514
77.0	12.950659298614712	9.60261469466502	-19.67986544750893	0.21826595315370653	25.039268402977775	0.0003258598172743388	-2.3878875652989774e-15	53.18845512967273	275.5641875171633
78.0	13.09066052537392	9.723728498233761	-19.824754316394678	0.21748971240862133	24.880190541751805	0.00033149209005951395	-2.3296310267320015e-15	53.654728014799616	273.1694664272375
79.0	13.230729261767694	9.845044251626314	-19.970369342317483	0.21672722297472058	24.724128362369306	0.00033715747822098553	-2.273529164585586e-15	54.112326288275	270.85942202926856
80.0	13.370862106686054	9.966555549206685	-20.116699037056314	0.21597818272860395	24.57098782495249	0.00034285575075281884	-2.2194778271912295e-15	54.563427301468636	268.6201022916106
81.0	13.511055831669953	10.088256268424987	-20.263732451066765	0.21524229370798653	24.42067892173401	0.00034858668164960353	-2.1673789747900075e-15	55.00887305437839	266.4448953282958
82.0	13.651307370744927	10.210140554248344	-20.41145913877789	0.2145192624991282	24.273115459525904	0.00035435004972461193	-2.1171402631440882e-15	55.446025272984606	264.34416806145214
83.0	13.791613810839703	10.332202804492887	-20.55986912648723	0.21380880055502396	24.12821485621411	0.0003601456384339548	-2.068674659108764e-15	55.87839628462192	262.2987486692601
84.0	13.931972382990057	10.454437656239227	-20.70895288263701	0.21311062445032447	23.985897950189553	0.000365973235713404	-2.0219000854242403e-15	56.30271332355711	260.3219730969685
85.0	14.072380454058276	10.57683997303852	-20.858701290275206	0.21242445608335989	23.846088821802137	0.00037183263382118065	-1.976739092315222e-15	56.72157016401487	258.39964198311117
86.0	14.212835518993021	10.699404832913377	-21.009105621520938	0.2117500228314483	23.70871462593108	0.00037772362918849016	-1.933118553657975e-15	57.13566369188763	256.52687789084706
87.0	14.353335193659113	10.822127517177998	-21.160157513871177	0.21108705766440372	23.57370543492127	0.00038364602227842847	-1.890969385670978e-15	57.54350912383895	254.70871773840733
88.0	14.493877208090128	10.945003499899434	-21.31184894820111	0.21043529922333587	23.440994091086445	0.0003895996174509505	-1.850226286307253e-15	57.946580228246084	252.9369872280553
89.0	14.634459400190691	11.068028438024957	-21.464172228321164	0.20979449186832563	23.310516068160062	0.00039558422283419347	-1.810827493649901e-15	58.343331275619626	251.21694463864333
90.0	14.77507970983703	11.191198162103104	-21.617119961968633	0.2091643856996394	23.182209341031154	0.0004015996502018852	-1.7727145617840284e-15	58.735273044114024	249.54056844331217
91.0	14.915736173382099	11.314508667598284	-21.770685043120167	0.2085447365555941	23.056014263217545	0.00040764571485700865	-1.7358321527386307e-15	59.12191817476386	247.90862467919078
