T(ħω₀/kB)|N|wᵢ(ω₀)	v₁	v₂	v₃	v₄
1.640670712015276	4.374594245551981	36.67425475177383	176.29784766533044	1310.0013217225637
1.7239456424939552	4.652900354011279	38.57472454374427	185.3207849008842	1376.92299804237
1.8114473285278134	4.947152169902824	40.57555016813308	194.81588938026604	1447.344289306169
1.9033903060212396	5.2580616672253315	42.68156997264284	204.80625946067715	1521.4368163406268
2.0	5.585706239758611	44.88421562320386	215.17267859248707	1597.4086268276128
2.1015132773064384	5.932945611922215	47.229902304251766	226.3711262185593	1681.3626115908044
2.2081790273476245	6.298594922504067	49.683331489226106	237.99843766857637	1767.587958305617
2.320258772320325	6.684253691558522	52.264188991522175	250.22651829889958	1858.2662171882741
2.4380273084089503	7.09089434111876	54.97882259988043	263.0854052973627	1953.6199560815267
2.5617733795285442	7.519546709923984	57.83392130150081	276.60671882492574	2053.8834221711427
2.691800385264713	7.971300335199942	60.836532945984715	290.82375787787527	2159.30336057564
2.8284271247461907	8.447307133480125	63.99408746624438	305.77165283572185	2270.1405933171604
2.971988578273897	8.947591680923159	67.29115437300469	321.2432190727464	2383.312839888319
3.1228367286228393	9.477008085465705	70.80562355135166	338.008775013645	2509.16516292578
3.2813414240305514	10.033403595362195	74.4777821700579	355.3928479147968	2638.177191835749
3.4478912849879104	10.619269923712794	78.33744186849168	373.6527903699611	2773.5663228678604
3.622894657055627	11.236170150896603	82.39538609266087	392.8479286432192	2915.885988529001
3.8067806120424774	11.88568693211401	86.66167610903808	413.02566313120326	3065.4871812293227
4.000000000000002	12.56948667833888	91.14689150340772	434.2358312255599	3222.7389752666068
4.203026554612876	13.289324288799802	95.8621701972799	456.53097787567236	3388.0314520395573
4.416358054695249	14.045086317003342	100.78187802221956	479.57494991135195	3556.4053788573437
4.640517544640649	14.844588178770344	106.03018672327909	504.5982202681464	3744.3756697732806
4.876054616817901	15.684001836000402	111.5081666218667	530.4893411523634	3936.3106897002403
5.123546759057087	16.56743351175243	117.26667409122732	557.7029342599916	4138.043529250639
5.383600770529424	17.497143708766703	123.3199783464457	586.3061423336421	4350.070896426857
5.656854249492381	18.47550978766659	129.68307805236773	616.3695487815114	4572.915138613078
5.943977156547794	19.50503167178858	136.37173597140097	647.9673281407893	4807.1251625693385
6.2456734572456805	20.588337559959875	143.4025088328219	681.1773225825442	5053.276217002063
6.562682848061104	21.729225668348363	150.81209476535892	716.2826530125778	5314.719436533112
6.895782569975821	22.927501089380453	158.56096837835597	752.7662294965353	5583.8627304371175
7.245789314111251	24.1893182256288	166.72615293710126	791.3213883300452	5869.60013653036
7.613561224084955	25.51685531771359	175.30858418855084	831.8421698744237	6169.892491823168
8.0	26.91348830094256	184.3294902252712	874.4283824451729	6485.4774055942935
8.406053109225754	28.382765752744977	193.81117415691236	919.1848559087923	6817.129336155459
8.832716109390498	29.928417599032166	203.7770691355542	966.2217077777038	7165.6614540404735
9.281035089281303	31.554364707324915	214.25180205361227	1015.6546693804307	7531.928469810322
9.752109233635801	33.26463809687009	225.25960041990305	1067.5883203801247	7916.599787911288
10.247093518114177	35.063839181655	236.83258138862936	1122.201135937899	8321.298583501373
10.767201541058844	36.95625053223273	248.99437254433224	1179.5763685042284	8746.331347357911
11.313708498984761	38.94674633118886	261.7766169583348	1239.8717275461754	9192.962414029522
11.887954313095586	41.04035591547281	275.21084972842397	1303.2351818339414	9662.281251272077
12.491346914491357	43.24236321697806	289.33017125579704	1369.821846717435	10155.427809161418
13.12536569612221	45.55832201740911	304.16936563887845	1439.7946863534587	10673.598687661248
13.791565139951645	47.99406877426633	319.7649729198544	1513.3248278282615	11218.049598012454
14.491578628222502	50.554241281419266	336.1286736257156	1590.3272192981754	11786.742486275465
15.227122448169908	53.24976464224479	353.3807506676116	1671.782906606696	12391.097969596016
15.999999999999996	56.08292841850947	371.48350944082466	1757.0964113050543	13022.507431479586
16.81210621845151	59.06233819291615	390.50799100533663	1846.7385694340462	13685.817712710092
17.66543221878099	62.1954641930043	410.50074529966946	1940.9254075989527	14382.58603900288
18.5620701785626	65.4901528140313	431.51060570252224	2039.8830061934405	15114.434416553882
19.504218467271606	68.9546411661583	453.5887146936258	2143.846839081028	15883.033417949144
20.494187036228357	72.59757433607912	476.78859751429445	2253.061794748385	16690.097933956768
21.534403082117688	76.42671925307036	501.14542976998905	2367.670818314118	17537.864655628888
22.627416997969515	80.45547110698828	526.7795347222019	2488.2641574730733	18426.552078583878
23.775908626191175	84.6898765268906	553.6891976460918	2614.775154393578	19359.32989664042
24.982693828982715	89.14159183740686	581.9569494969552	2747.5719267155514	20337.13869781837
26.25073139224441	93.82136498049351	611.645239963459	2886.89560434415	21361.017161446405
27.58313027990328	98.74021084398163	642.814575702088	3032.938980102234	22431.09131811081
28.98315725644501	103.90910847705632	675.5176566111151	3185.7758951761743	23545.447858318727
30.454244896339816	109.33822236983785	709.7848559946891	3345.189040474226	24697.414875083283
31.999999999999993	115.07433112693728	746.314892043546	3519.116476579933	26014.525009491936
