T(ħω₀/kB)|N|E(ħω₀)	1	2	3	4	5
0.14988259454512526	-8.810938189347578	-8.820025871037824	-8.820409789352944	-8.820445338563065	-8.820450357063795
0.1609940599989967	-8.871190463336934	-8.880001237060037	-8.880365865127676	-8.88039823072968	-8.880402684434094
0.17292926796217878	-8.937316449071286	-8.945836928092218	-8.946182216172653	-8.946211603107683	-8.94621552030818
0.18574928614211864	-9.009926734158753	-9.018149424431963	-9.018475803427782	-9.018502475483675	-9.018505900863136
0.19951970946787742	-9.089666549915176	-9.097590025905076	-9.097898322866646	-9.097922573402386	-9.097925563212264
0.21431099571326823	-9.177206552456436	-9.18483517202778	-9.185126510608763	-9.185148638862017	-9.18515125478199
0.23019882600123287	-9.27323233483693	-9.28057558358971	-9.280851283451717	-9.280871577575219	-9.280873880769146
0.24726449203401846	-9.37843356007285	-9.385505141514791	-9.385766626181633	-9.385785352512245	-9.385787399211559
0.2655953120304516	-9.493493601995223	-9.500310392615354	-9.500559111028299	-9.500576508291537	-9.500578347392416
0.2852850774985032	-9.61908044692445	-9.625661421813167	-9.625898785590035	-9.625915062620733	-9.625916734993899
0.306434533129092	-9.755839386299904	-9.762204599180881	-9.762431935506795	-9.762447271273729	-9.762448810154261
0.32915189226656044	-9.904387771384851	-9.910557448975723	-9.910775967966675	-9.910790513021304	-9.910791944908198
0.3535533905932738	-10.065311854881791	-10.071305643355972	-10.071516418315683	-10.07153029707958	-10.071531642772799
0.37976388086133184	-10.23916554631732	-10.245001929088518	-10.245205887996013	-10.245219201538127	-10.245220477161965
0.40791747171439396	-10.426470776935929	-10.432166668220102	-10.432364594778601	-10.432377423857186	-10.432378641762515
0.438158213868217	-10.627719108512288	-10.633289615481836	-10.633482158007217	-10.633494566217244	-10.633495735774495
0.4706408371608165	-10.84337422028465	-10.848832557304101	-10.849020243559915	-10.849032280460928	-10.849033408735693
0.5055315422434481	-11.073874953731472	-11.0792324847316	-11.079415740657293	-11.079427444747555	-11.079428537066565
0.5430088509631692	-11.319638668083819	-11.324905047685528	-11.325084217888252	-11.325095619307653	-11.325096679720614
0.5832645197880583	-11.581064742461686	-11.58624812353392	-11.586423491523544	-11.586434614393891	-11.586435646047764
0.6265045209487184	-11.85853813778092	-11.863645413211458	-11.863817219698564	-11.863828084031137	-11.863829089436859
0.6729500963161782	-12.152432991231215	-12.157470040963993	-12.157638499048948	-12.157649122226484	-12.157650103450644
0.722838889408464	-12.463116251314435	-12.468088171649423	-12.468253478318598	-12.46826387614405	-12.468264833361719
0.7764261613178707	-12.790951371004398	-12.795862670720096	-12.79602501462628	-12.796035202014169	-12.796036138640778
0.8339860967803449	-13.136302065015666	-13.141156820682621	-13.141316386620584	-13.141326377985724	-13.141327295582343
0.8958132070696189	-13.499536112938234	-13.504338082622407	-13.504495053373303	-13.504504862795796	-13.504505762849787
0.9622238368941456	-13.881029163196667	-13.885781862750212	-13.885936419064784	-13.885946060314621	-13.885946944247491
1.033557783007028	-14.281168472109186	-14.2858752211401	-14.28602754059316	-14.286037027061987	-14.286037896233356
1.1101800328107232	-14.70035650309898	-14.705020448683634	-14.705170704007493	-14.705180048601296	-14.70518090430518
1.1924826318522712	-15.139014314511046	-15.143638440286846	-15.143786797622699	-15.143796012650265	-15.143796856109448
1.2808866897642726	-15.597584678353236	-15.602171805327163	-15.602318422683545	-15.602327519760333	-15.602328352119969
1.375844534915229	-16.076534892409263	-16.081087676230993	-16.081232702298976	-16.08124169227569	-16.081242514599822
1.477842028793718	-16.576359270215548	-16.58088019808001	-16.581023771452134	-16.581032664375925	-16.581033477642936
1.5874010519682002	-17.09758131363627	-17.102072702673745	-17.10221495145704	-17.102223756552725	-17.102224561659774
1.7050821743421092	-17.640755589046975	-17.64521958706071	-17.645360628827618	-17.64536935451015	-17.645370152271536
1.8314875233668781	-18.206469339467006	-18.210907928205426	-18.211047870216632	-18.211056524117254	-18.211057315268505
1.9672638648883802	-18.795343871515314	-18.799758872254756	-18.79989781188444	-18.799906400889803	-18.799907186094273
2.1131059123902722	-19.408035758520516	-19.4124288395302	-19.412566864829834	-19.41257539513008	-19.412576174981233
2.2697598815663063	-20.045237900507924	-20.049610585888615	-20.049747776233104	-20.049756253378803	-20.049757028406866
2.4380273084089517	-20.7076804790942	-20.71203415849901	-20.712170585277562	-20.712179014231538	-20.71217978490838
2.618769150349947	-21.39613184143613	-21.40046778023813	-21.400603507553214	-21.400611892743783	-21.400612659491387
2.8129101914367247	-22.11139934295351	-22.115718692499733	-22.11585377785066	-22.115862123228986	-22.115862886393188
3.0214437740841884	-22.8543301740593	-22.858633981733057	-22.858768476671628	-22.858776785757307	-22.858777386804732
3.2454368816123873	-23.62581219189667	-23.630101410785045	-23.630235361529124	-23.63024363745088	-23.630244249519087
3.486035597575364	-24.42677477426107	-24.431050272287052	-24.431183720289113	-24.431191965849784	-24.43119272023319
3.744470969814419	-25.258189709564235	-25.262452277999664	-25.26258526046528	-25.262593478159452	-25.262594230109123
4.022065309239811	-26.121072133890117	-26.12532249520286	-26.125455045567016	-26.12546323760808	-26.125463987340858
4.320238955569225	-27.016481523869516	-27.02072033889322	-27.020852487240724	-27.02086065562556	-27.020861403274395
4.640517544640653	-27.945522752221486	-27.94975062665865	-27.949882400106993	-27.949890546612608	-27.94989129238474
4.984539814483567	-28.909347211318753	-28.913564701600194	-28.91369612463675	-28.91370425085872	-28.913704994898936
5.354065990089009	-29.909154008969935	-29.913361627511314	-29.913492722295306	-29.913500829664237	-29.913501572105435
5.7509867897800735	-30.946191239726303	-30.95038945962078	-30.95052024625098	-30.950528336054997	-30.950529077053716
6.177333099264817	-32.0217573343623	-32.025946593555396	-32.026077090304454	-32.02608516370603	-32.026085903287694
6.635286362869905	-33.137202489702965	-33.14138319469901	-33.14151341822159	-33.14152147627012	-33.14152221457161
7.127189745122717	-34.29393018064832	-34.29810270978861	-34.298232675303936	-34.29824071895105	-34.29824145605419
7.6555601197913745	-35.49339875602935	-35.497563462390936	-35.49769318384582	-35.49770121395465	-35.497701949939255
8.223100947725785	-36.737123119829576	-36.741280333782065	-36.74140982398724	-36.74141784134581	-36.7414185762812
8.8327161093905	-38.02667649924522	-38.03082653070406	-38.030955801463	-38.03096380679031	-38.030964540740825
9.48752476286493	-39.3636923010874	-39.367835441499224	-39.36796450371576	-39.36797249766996	-39.367973230693266
10.190877303333425	-40.749866058078	-40.75400258216924	-40.75413144594181	-40.754139429130504	-40.75414016128035
10.946372505723595	-42.18695746668584	-42.19108763400028	-42.19121630870593	-42.191224281680206	-42.19122501087152
11.75787593820479	-43.67679251826574	-43.68091657452521	-43.681045068893866	-43.68105303217001	-43.68105376271386
12.629539740761507	-45.22126572539377	-45.225383903688424	-45.22551222586952	-45.22552017992504	-45.225520909723784
13.56582387004056	-46.82234244545159	-46.82645496729678	-46.82658312491321	-46.82659107018941	-46.82659179928879
14.571518919173691	-48.48206130365837	-48.48616837992736	-48.48629638012845	-48.48630431703536	-48.486305045466
15.651770629335328	-50.20253671793162	-50.20663854967863	-50.20676639918203	-50.2067743281045	-50.2067750558856
16.812106218451515	-51.98596152811915	-51.990058307310505	-51.99018601244222	-51.99019393373605	-51.99019466090172
18.058462661773557	-53.834609732331714	-53.8387016424948	-53.838829209223164	-53.83883712322765	-53.83883784981194
19.397217069016712	-55.75083933328183	-55.75492655008239	-55.755053984048615	-55.75506189107644	-55.7550626169823
20.835219313491706	-57.73709529772134	-57.74117798947954	-57.74130529602601	-57.74131319637554	-57.741313921535706
22.37982708017938	-59.79591263225835	-59.799990960411094	-59.8001181446032	-59.800126038551824	-59.80012676271397
24.038943512075434	-61.92991957901768	-61.93399369853164	-61.93412076518224	-61.93412865299393	-61.93412937537916
25.821057647426738	-64.14184093480885	-64.14591099455463	-64.14603794823651	-64.1460458301598	-64.14604649262772
27.7352878547603	-66.43450149765022	-66.43856764073973	-66.43869448580666	-66.43870236207118	-66.43870307845273
29.791428487944806	-68.81082964470527	-68.81489200879878	-68.81501874938124	-68.81502662019658	-68.8150273312022
32.0	-71.2738610458724	-71.27791976345489	-71.27804640359463	-71.27805426922194	-71.27805497514481
