mp_id	formula	spgroup	groups	volume(Å^3)	band_mass(me)	eps_optic(ϵ0)	eps_total_single(ϵ0)	eps_total_multi(ϵ0)	eps_ionic_single(ϵ0)	eps_ionic_multi(ϵ0)	AHC_alpha	alpha	v_gs_single	v_gs_multi	w_gs_single	w_gs_multi	v_rt_single	v_rt_multi	w_rt_single	w_rt_multi	AHC_ZPR(meV)	energy_gs_single(meV)	energy_gs_multi(meV)	energy_rt_single(meV)	energy_rt_multi(meV)	imag_memory_single	imag_memory_multi	mobility_single(cm^2/V/s)	mobility_multi(cm^2/V/s)
mp-961698	LiZnP	216	1-12-15	44.703502113499994	0.22628953860099998	12.940822058465555	22.176304832380602	22.160234218561246	9.235482773915045	9.219412160095688	0.273735	0.2737349999999999	31.15588824218346	31.173461607009738	30.5180159812579	30.536562715499958	46.44383563576677	46.51023378509939	44.986482757721234	45.05482819553067	-11.648509	-11.688439691236116	-11.688296829985473	-16.821217511627545	-16.815413084189043	2.113935136512457	2.107200590186052	585.1745036659855	587.0447028403421
mp-961706	TiSiPt	216	4-14-10	49.7906389386	0.5388675737759999	17.908261600849585	24.554917113866104	24.554788635522904	6.64665551301652	6.646527034673323	0.21513600000000002	0.21513599999999997	26.443861288567113	26.444022708785372	26.019250135735053	26.01942086887499	44.83330487451119	44.83403380026174	43.775806866323656	43.7765548149472	-7.785959	-7.806871777743761	-7.8068697402955145	-11.95755019370777	-11.95747043418793	1.6884590799350399	1.6855953386036373	307.6585146895464	308.1812109644448
mp-961713	ZrSnPt	216	4-14-10	63.6852185215	0.860011407424	17.01367988491547	21.977151901961047	21.973777499825513	4.9634720170455795	4.960097614910045	0.28979699999999997	0.28979699999999986	17.98506599065095	17.990471345203204	17.595018481363972	17.60073112201757	42.92352206375226	42.93625791629405	41.735772024689446	41.74923547525685	-7.114802	-7.1406442055703945	-7.140596235378785	-13.02341620599698	-13.018243784206883	2.2530571697475317	2.246572983687881	144.46581969246049	144.88278511532786
mp-961774	BaNaSb	216	2-1-15	102.014086317	0.28614368577599997	12.442670567800008	38.957766867139256	38.59414180043849	26.515096299339255	26.151471232638478	0.895823	0.8958229999999997	10.870509096682595	10.859864014670455	10.125200781939983	10.12101497608964	42.831189416708476	42.87643889231363	39.92459379592693	39.984239944686195	-13.003319	-13.154219455950638	-13.151827695914523	-31.010508877481843	-30.88901283430808	6.508981386401242	6.446910566800555	150.2949309439055	151.74196971524478
mp-9636	CsSbF6	148	1-15-17	149.591157608	0.8940534559360002	2.0934996277953744	13.958917734737929	9.445653684569622	11.865418106942553	7.352154056774247	9.881350000000001	9.881349999999998	60.32203635466228	44.17824643689878	6.039830880793411	4.519024561550801	95.33612069578473	87.24952156142125	21.56192522747967	26.307524456419767	-202.94798399999996	-271.95731787087175	-249.4886714022674	-474.62472459104447	-436.16755852023664	734.9457537459215	439.92043272139944	0.4260129082009718	0.7117113792292036
mp-9664	K3BP2	15	1-13-15	336.888334329	0.7538059684	4.358215898677903	13.199009957050174	12.37945025110446	8.840794058372271	8.021234352426557	3.239263	3.2392629999999993	19.38172420724607	18.31083522255139	14.05118755218822	13.453680946603981	51.530241034612885	52.539630051341035	36.167603602978055	37.96354078920463	-74.785306	-78.43849509954192	-78.02866935631322	-148.11738998993135	-145.59320562522169	43.35827998665091	39.36727184581831	8.564655769813292	9.432930590446682
mp-966800	InP	186	13-15	101.69141427299999	0.051185895049	11.152975920600118	14.644772532018468	14.644679408948349	3.49179661141835	3.491703488348232	0.08803599999999999	0.08803599999999999	29.878247107785864	29.879229456454347	29.682805275240593	29.68379067631066	45.51796028389442	45.518722461529705	45.062742166896925	45.063515196940514	-3.615446	-3.6193923886440644	-3.6193861364876314	-5.146282734503132	-5.146214982629383	0.6621679377009831	0.6620749983844118	8258.91658154766	8260.075933682361
mp-9672	K2NiP2	63	1-10-15	237.376800217	1.0928256166889998	8.011450845327625	20.40360711079616	19.846034554048913	12.392156265468536	11.834583708721286	2.188601	2.1886009999999985	14.126900184928015	14.100346372797382	11.630604408063961	11.69820183453013	46.524722278510104	46.69920055351441	38.10000915640824	38.46235287258911	-39.044734	-40.241806079101565	-40.161655686886	-85.85571914229563	-84.51070161435234	21.258143526254294	20.238456036348907	12.049397404133492	12.656490147365794
mp-9687	K2PAu	63	1-15-11	217.35795567799997	0.312294321889	6.95640035109479	24.091656896749267	21.920063767762205	17.135256545654478	14.96366341666741	1.6376359999999996	1.6376359999999996	12.785232769241993	12.799261995836556	11.134519818618354	11.274404468180464	44.83145074632864	45.279898394045915	38.94249044336845	39.669797584794225	-27.123557	-27.72451938769264	-27.64025989580684	-61.35407138635733	-59.22069570713327	14.050655135595374	12.716401288899773	63.79415177853674	70.48768011831123
mp-971	K2O	225	1-16	63.4516301812	0.3894121928409999	3.192136355411096	14.411398017025906	14.411392677040368	11.21926166161481	11.219256321629272	2.733186	2.7331859999999994	34.36617754175451	34.36617599249635	26.588817720525515	26.588819281741188	56.359788286069964	56.35979582588878	38.7315067906353	38.73151783936747	-115.296109	-119.876352747126	-119.87635063734386	-175.60114174395483	-175.60113870460995	36.60128829374025	36.60273887505169	19.63973448897807	19.638956158375308
mp-9718	Rb3BAs2	15	1-13-15	402.84583623	0.431897381721	4.654465803903121	11.96733040116501	11.20918633331584	7.312864597261888	6.554720529412717	2.599864	2.5998639999999997	12.118835983940462	11.262629877889328	9.526503309180178	8.957625297691184	46.7975446427007	47.722428827079774	37.511019982639425	38.96759196735404	-38.95756299999999	-40.41610042578119	-40.209860524047336	-93.43627283423969	-90.58484980565918	24.87730313176546	22.293503883982794	26.052995256487787	29.072516543788108
mp-9720	Rb3BP2	15	1-13-15	376.21252424999994	0.5349971592249999	4.37036669905127	12.50210372266201	11.739368008935065	8.131737023610738	7.369001309883795	2.834796	2.8347959999999985	16.438489666429383	15.542259944206876	12.561040231038541	12.014683773711404	49.06323436256279	50.0873247835575	36.980574985156224	38.622160091299826	-56.874145	-59.23442114971951	-58.95883499502621	-119.39357044766574	-116.99360335857641	32.72746524231394	29.77529315225477	15.987394200885765	17.572518441687897
mp-972937	ScAlCO	166	3-13-14-16	91.8850704005	0.6031727961640001	10.399087230516965	46.75582062514821	44.02484795016504	36.35673339463125	33.62576071964806	0.7980529999999999	0.7980529999999997	53.75461525491183	54.61469607080209	50.483515472663775	51.42385706951372	57.61163630735561	59.82511660525715	51.94093980874929	54.288864376019696	-57.496196999999995	-58.08736501188506	-58.050926478993304	-70.35838266675715	-70.50475143421224	4.9137876472254565	4.8076690308270535	94.44596306375833	96.53064794128962
mp-9731	RbAuSe	63	1-11-16	191.51069711	0.39185346432400003	4.788396149219555	11.93546432655843	11.515999210990998	7.147068177338873	6.727603061771441	2.7938549999999998	2.7938549999999984	8.731620036173899	8.56618082845349	6.705808753902694	6.660799254389872	45.89511236001277	45.94002384177467	37.54933498608877	37.832651201953	-29.842671	-31.059712052393472	-30.950324673749762	-84.27144044047894	-82.32772207101027	22.78945636720384	21.596300132877946	31.346125908546547	33.07794225299566
mp-973185	ScAgO2	166	3-11-16	54.027907859	0.691583508225	6.089303263588236	19.63665618963156	19.502797255453963	13.547352926043322	13.413493991865725	1.3253629999999998	1.3253629999999994	52.37869701238357	52.451151135104226	46.9751749361127	47.07576483893906	58.84375006816205	59.199226026398	49.1789532691464	49.57989078584617	-91.131614	-92.7354253338864	-92.71748017076531	-114.19679727345769	-114.23752817562413	9.653286857532908	9.63019809957645	41.929693664494096	42.03022166383509
