mp-1000	BaTe	225	2-16	single	16.491058489818105	6.311555304676413	10.179503185141689	0.38645991228099996	84.0743546603	1.7268509999999992	13.070351552391923	11.284214199382758	45.11153273160479	38.814039432006986	-29.808350594456194	-65.38864401891304	1.726851	-29.124171	15.14424729356952	47.82878913105892
mp-1002124	HfC	216	4-14	single	35.619144941204894	24.137742711424345	11.48140222978055	0.637516014916	31.233244885599998	0.13913399999999998	58.2339502920152	57.63084486476115	57.847952663685135	56.8669578640013	-11.136758544857237	-12.926125964553103	0.139134	-11.117524	0.6558951253829877	669.4467344933482
mp-1002164	GeC	216	14-14	single	12.212507597367848	8.111020881077833	4.101486716290014	0.35090695587599996	23.8031409075	0.2914619999999999	70.58929336702352	69.04951473506667	65.4203910497799	63.136376885835006	-28.186187588973816	-31.657008388764655	0.291462	-28.083588	1.0378338114153396	768.6377980114106
mp-10044	BAs	216	13-15	single	10.150432230957474	10.032167864916383	0.11826436604109107	0.32619404595600004	27.1123214492	0.008339000000000136	62.461705631922314	62.42311160628542	59.801894922740324	59.741617314025795	-0.7179209344775672	-0.6312994324067424	0.008339	-0.717847	0.03427205155626443	25039.485313777128
mp-1008223	CaSe	216	2-16	single	7.439485230769147	3.9792006781338123	3.460284552635335	0.301175952025	68.6599183215	1.3178779999999999	24.548394118986185	22.03097797368014	47.402747962875615	40.81844420396967	-43.2257777816557	-70.57371590391547	1.317878	-42.482682	12.814785880412895	72.52869843224128
mp-1008506	BaGaSiH	156	2-13-14-1	single	24.559526501695448	18.228388032210688	6.331138469484763	0.46344098522499994	79.9809816704	0.162606	34.786957751722596	34.36555538256631	47.37394390161335	46.46847979189129	-7.771126526442812	-10.619469511445828	0.162606	-7.755426	1.1853226598511506	509.5778054013696
mp-1008556	AlGaN2	115	13-13-15	single	11.305772059273494	5.189261297578154	6.11651076169534	0.250661436921	43.6980742036	0.6193119999999998	71.633721423108	68.27354889365634	67.06909396857252	62.06206429851225	-60.327099070931574	-68.02616693027066	0.619312	-59.854204	2.3460703889676657	476.0065915874364
mp-1008559	BP	186	13-15	single	9.504146889354223	9.326162586788502	0.17798430256571987	0.347400611649	46.1947697898	0.013762000000000014	73.0320206357123	72.95753684949649	66.16749428392076	66.05982121989685	-1.3850794532539565	-1.3515795269195758	0.013762	-1.384844	0.04245404909046835	18979.80880690382
mp-10086	YSF	129	3-16-17	single	20.482315099537658	5.981005653242649	14.50130944629501	0.40758775747600007	94.4423122395	1.3079429999999999	34.57649510223148	31.058840856876234	50.891954293496084	43.12953445496031	-60.44093646782305	-85.73386831551682	1.307943	-59.410186	12.278482598027452	55.93397704868009
mp-1008680	TiGePt	216	4-14-10	single	25.4315440579943	19.183229267187482	6.2483147908068215	0.5737911001	51.8528951833	0.20101200000000005	23.146394727788064	22.799305871169405	43.904832265197754	42.97777233551711	-6.3867085393000105	-10.335786853808274	0.201012	-6.370733	1.581078791439809	308.55615135985227
mp-1008786	MgTe	225	2-16	single	35.75087021823728	9.136444248134902	26.614425970102385	0.22361171137600003	51.5450493454	0.8098459999999996	22.9888673755802	21.568629765868536	45.47726518877888	41.652511199267536	-25.201717499003557	-41.89929613099137	0.809846	-24.941314	7.104011352048286	176.2151880005703
mp-1009009	LiF	221	1-17	single	-7.860692491987801	2.178095709228347	-10.038788201216146	0.8887473947560001	15.9915109121	7.653689999999996	118.51697251717889	25.09354594584043	159.70805852999007	26.661087588544998	-647.5210616760147	-806.3553885357069	7.65369	-543.144259	231.88025468398394	1.3583116337701464
mp-1009082	MgSnAs2	122	2-14-15	single	19.214372310780337	15.706568409636358	3.507803901143978	0.048724381696	220.495975595	0.05504199999999997	21.483781923125218	21.396020523731643	43.133283923872604	42.88980929010011	-1.6282618405483564	-2.5712578747399606	0.055042	-1.627153	0.42083796467283796	13651.497111274713
mp-1009084	BeSnAs2	122	2-14-15	single	16.25389541161864	14.133937144669183	2.1199582669494563	0.32789824537600004	175.450951935	0.11626899999999991	20.465002329453355	20.28802850231271	43.04891901525561	42.54511123370163	-3.272170426548825	-5.496963819835973	0.116269	-3.267452	0.8949591766166262	953.8920110282878
mp-1009085	BeSiP2	122	2-14-15	single	11.054950578448425	9.725563218954239	1.329387359494187	0.350667677584	131.815571075	0.107357	46.07348022563316	45.70570821254309	51.76575910258625	51.0883503528276	-6.8033752281057325	-8.373177646354115	0.107357	-6.79432	0.6516143239368253	1225.0538235933336
mp-1009087	BeSiAs2	122	2-14-15	single	12.035265601873116	10.975515075295128	1.059750526577987	0.3575609452960001	149.955768789	0.07807099999999983	37.36333757959444	37.14667413578823	48.08034756259095	47.63334666576267	-4.014645329663004	-5.235193997433341	0.078071	-4.010764	0.5415250239310534	1445.6824961785671
mp-1009088	BeGeAs2	122	2-14-15	single	14.431281040567914	13.20029090965433	1.2309901309135858	0.297211419241	156.686712782	0.07092599999999988	24.406919778853233	24.27837352057476	43.897206855455124	43.56374187700745	-2.3828382887959667	-3.633368905533575	0.070926	-2.380746	0.5449168428557165	1728.4061639928614
mp-1009127	MgO	221	2-16	single	-20.14589889941833	3.7494171901126077	-23.89531608953094	0.274761527329	18.2566544807	2.2453059999999994	58.92715740879804	48.21743260619656	66.3471631819045	47.641914694022724	-171.87974532980635	-208.12555917264112	2.245306	-166.619483	18.844617982513064	54.06276704642712
