mp_id	formula	spgroup	groups	eps_total(ϵ0)	eps_optic(ϵ0)	eps_ionic(ϵ0)	omega_LO(THz2π)	band_mass(me)	volume(Å^3)	alpha	v_gs	w_gs	v_rt	w_rt	energy_gs(meV)	energy_rt(meV)	ZPR(meV)	imag_memory	mobility(cm^2/V/s)
mp-1009220	NaH	221	1-1	18.5582	3.4954	15.062800000000001	25.324350909020392	0.62964225	25.396503429299997	2.100091727793091	3.2608524273663253	2.710116534102029	3.160622849453218	2.343760692700344	-226.38273478501372	-253.63366294140422	-219.9554	9.459832879840231	46.99635800486089
mp-1009733	Ca2Si	225	2-14	21.9631	14.0291	7.934000000000002	8.323541087598597	157.31179776000002	89.061666852	6.420706927607539	5.070602860935236	1.756102845661849	9.64894770431416	3.290786732363008	-250.65563941382214	-393.1746769399304	-221.0214	249.15587337886726	0.00714182338864159
mp-1009750	ScN	216	3-15	13.208099999999998	6.7078	6.500299999999999	21.11151243242826	2.53096281	28.3526448248	1.457080924646851	3.1677703002482347	2.806573133051323	3.185460360109009	2.610688034485602	-129.69874206814828	-150.21385012223223	-127.2207	7.9925565138184345	13.837895617994311
mp-1009792	RuC	216	8-14	54.021699999999996	37.59069999999999	16.431	21.425802674114458	1.0479616900000002	22.9742290803	0.10263772239192337	3.0103143736715654	2.9873452672028415	2.857953917913321	2.8225514695566565	-9.106314044382664	-10.269720538719524	-9.0948	0.40979548470124133	651.821909708067
mp-1009813	SiSn	216	14-14	24.7986	24.525700000000004	0.27289999999999737	10.387923582921015	1.2450096399999997	53.9907994386	0.008909728330749987	3.0008883819566354	2.9989072418701768	4.400751670491104	4.396247797239464	-0.3828129616139971	-0.3558476573087765	-0.3828	0.06531057541000013	3442.590021000732
mp-1009819	SrO	221	2-16	70.7128	4.5252	66.1876	13.48626245805137	0.9337356900000002	29.1454556971	3.121724079287677	3.4465450646296696	2.5384877578225087	4.771172993930323	2.9520519510768586	-182.23803116407822	-241.5609741719019	-174.1064	42.49088937420543	7.055401763432322
mp-1009820	SnC	216	14-14	15.9691	12.089499999999997	3.879600000000001	19.154609558916516	2.18921616	32.0765160044	0.38966675849055477	3.040209433764201	2.9512336147666884	3.0594800791162586	2.913548454994387	-31.019829608016742	-36.473309192080194	-30.8686	1.9555122975893118	65.38713865565019
mp-1011695	Cs2Se	225	1-16	6.795599999999999	3.6817	3.1138999999999992	3.6794300497881993	2.6971492900000005	142.187424036	6.111927461663306	4.764426231179027	1.842285216694555	15.881940888929797	8.568395192552863	-104.39216129100144	-231.01162253449098	-93.0053	117.20066075889109	0.8855365350508281
mp-1014244	ZrZnN2	156	4-12-15	27.3722	8.882099999999998	18.490099999999998	19.12257120145889	0.8107201599999999	48.2777315124	0.898180780066054	3.0974336145707495	2.884487641075771	3.180520458095545	2.828128084918053	-71.85886056987833	-84.95467908815795	-71.0361	5.033595648225844	68.5949638594665
mp-10159	K3Sb	225	1-15	18.9922	7.6434999999999995	11.3487	3.0392190381613755	15.38835984	147.608628088	10.089769719479262	12.726223697269493	1.2041104787972068	24.786799412441205	8.29528869583841	-171.95800493945055	-361.970499195115	-126.8204	406.78872728440393	0.044717785356166696
mp-10163	NaAlTe2	140	1-13-16	15.333799999999998	7.946900000000001	7.386899999999999	6.503157886694966	0.5301296099999999	223.900469732	0.9927298410521639	3.108740923917438	2.8716576072941304	6.9524875210513635	6.271120978592812	-27.044612840605247	-47.79350691117633	-26.7014	8.864445178414847	59.56729915318942
mp-10167	Na3SbS4	217	1-15-16	13.9104	5.1006	8.8098	7.054362714320644	1.31629729	179.94484347799997	3.076385687488928	3.437023075813705	2.5466603977863103	7.536247769472392	5.1925426475471195	-93.86554549426153	-159.99279471286079	-89.7497	43.2542269004951	4.916533339180256
mp-1018040	MgSe	186	2-16	7.302700000000001	4.753	2.5496999999999996	9.977905147140678	0.83612736	104.670974202	1.2196686447980927	3.1368335384101083	2.840292237290383	4.94845871314791	4.261614679327205	-51.14007522174942	-75.30108754930549	-50.3272	11.483107428413064	29.154773189403826
mp-1018096	Ba2NF	166	2-15-17	68.8925	5.3985	63.49399999999999	10.854547146858563	3.80835225	89.9684328065	5.800131707685722	4.508545019057876	1.9292272087365832	7.711738586068573	2.6899387826859282	-289.459541550772	-414.597721373044	-260.3717	191.0585880399645	0.38471387931022843
mp-1018100	AlSb	186	13-15	13.096200000000001	11.800499999999998	1.2957000000000023	9.820397327911266	0.43890625	116.647044123	0.10166410018136508	3.010219250040887	2.9874695366365316	4.62875958646981	4.575455441804254	-4.134185201628692	-5.934546974610069	-4.1288	0.7685568271116844	829.8388819662433
mp-10182	LiZnP	216	1-12-15	15.858	10.545499999999999	5.3125	11.131697073786338	2.05234276	45.5166132097	0.7823752947216525	3.0838831387531713	2.9000168418326187	4.407814629806647	4.004834553974688	-36.380954108066256	-51.20616173810767	-36.0183	6.535567176293144	20.86932263327272
mp-1020019	Li2PNO2	36	1-15-15-16	6.424699999999999	2.9942	3.4304999999999994	26.814436779455225	5.775850890000001	114.305407477	4.747171577649302	3.923425179158261	2.201431649868056	4.45489966561636	1.7877482679230798	-569.3346196008392	-642.7665386057065	-526.4549	38.47085822289465	1.2597770201026042
mp-1020059	LiGe2N3	36	1-14-15	9.652200000000002	5.224399999999999	4.427800000000001	22.757123370913995	1.7358062499999998	133.00684314	1.390928232644895	3.1589825937815865	2.8160652238736	3.0756122162734947	2.5500226236005923	-133.33566134626497	-151.89062650050707	-130.9062	6.580757636208781	24.505546127671508
mp-10219	YOF	129	3-16-17	13.7161	3.4242000000000004	10.2919	16.296642994341823	2.2894716099999997	78.606268775	4.7109865577248495	3.9086906414976847	2.210004949539173	5.339893358776439	2.2105083768468012	-343.0914113210816	-432.13234356040476	-317.5137	89.15168351456155	1.3714397044290798
mp-1022	K2S	225	1-16	6.1624	3.1625	2.9999000000000007	6.921905263639232	5.7460884100000005	98.6664321834	8.044280445164976	7.678063682205516	1.39647025066647	13.194829032884625	3.4140587325273883	-279.6875111857208	-456.18465378644237	-230.2802	468.0037293236047	0.10409261336642588
mp-10223	Na2PdS2	36	1-10-16	10.9327	6.203299999999999	4.729400000000002	7.244489208425781	1.7302771599999998	197.363841665	1.9547773645860618	3.2384962495057743	2.732612900629658	6.765538692177648	5.409801796618845	-60.146497034363506	-101.43272680720182	-58.5675	21.496207501484996	7.525996448564588
mp-10226	NaYS2	166	1-3-16	12.583	5.337799999999999	7.2452000000000005	9.76504955415994	0.84309124	88.36684675829999	1.8179898939523547	3.2181946041070146	2.7534049208929363	5.271969064221009	4.187742394417971	-75.24560583354264	-111.94124096007556	-73.4173	19.597466704814092	16.942091292940553
mp-10246	Na2PtS2	36	1-10-16	10.8093	5.892899999999999	4.916399999999999	6.908461243453241	2.2551028900000003	198.673276382	2.5293015128258562	3.332190376779611	2.6410400626485138	7.342876579987159	5.4760476764674735	-74.88432417748375	-128.89525707822688	-72.2645	31.189862564847314	3.979804210377554
mp-10250	BaLiF3	221	2-1-17	14.7705	2.6654	12.105099999999998	12.401528304159653	64.05121023999999	62.2358686838	40.0796918930729	225.48616368394548	1.0094735354863502	227.98170483021326	1.0348096230071462	-8887.025741900554	-9317.571819559489	-2055.6366	4.705245215980724	0.9288207902092687
mp-10281	ZnS	186	12-16	8.9937	6.123900000000001	2.869800000000001	10.162639525235964	0.7841102499999999	153.611270597	0.8301526652583723	3.089434761908755	2.893634637813879	4.739919179228532	4.29005339501134	-35.264574720140715	-51.452390210420546	-34.8912	7.180916373229695	49.714666410164796
mp-10289	Ca(BC)2	140	13	24.432299999999998	16.4239	8.008400000000002	27.688056292620505	0.57638464	103.644494098	0.16515913316066202	3.0166891770810906	2.9795684561232365	2.657321183361298	2.6065884839341615	-18.951034269318136	-20.572266843260007	-18.9122	0.3875521805591331	1253.138134036703
mp-1029	BaF2	225	2-17	8.1704	2.3976	5.7728	10.093388313342652	3.928324	58.2404389905	10.544819240772958	14.038306203041888	1.181182821483545	17.543847129888817	1.763770806688211	-612.4934565444781	-832.9278328723129	-440.1788	824.1235830711339	0.08646530691814533
mp-10322	BaHfN2	129	2-4-15	28.810900000000004	7.4351	21.3758	15.45220861132851	0.9133624899999999	140.494785616	1.391529957569763	3.1590622702597337	2.8159795418846363	3.7119272953931333	3.074562576165328	-90.57556645461268	-114.06603455105862	-88.9293	11.023679481784153	27.801727373466086
mp-10341	SrGeTeO6	149	2-14-16-16	9.5953	3.5196999999999994	6.0756000000000006	17.225997159537165	4.589877759999999	121.993411246	5.326241561963397	4.2016637317132215	2.056897827951513	5.801773594367345	1.9901063383409647	-416.2886763402808	-518.1021717631564	-379.4487	112.59782151522748	0.5416396170054565
mp-10378	Cs3Sb	225	1-15	21.9243	8.163400000000001	13.7609	2.3060363401763864	0.72454144	183.71644395899997	2.4719295242299615	3.3221557350197872	2.650511830047777	19.470741656669595	16.499696027013208	-24.406674518547124	-70.09589638382536	-23.5763	18.084375180302537	21.36361739360049
mp-10408	K2CN2	12	1-14-15	6.7816	2.7147999999999994	4.0668	16.433452825658993	4.0804	88.0046978549	6.31331240019761	4.957634425177865	1.7859296100828623	7.141957154914083	1.8252684693140966	-484.81285817491954	-612.5108407071591	-429.0547	177.04898799012506	0.38747647679920433
mp-10417	KSbO2	15	1-15-16	8.9444	3.8438	5.1006	14.26393615809072	2.91487329	148.583385057	3.8466877624247804	3.621180640615543	2.399501567379359	5.037573619989071	2.6513979895454476	-240.73229910220172	-314.221189853984	-226.9267	62.56870712228928	1.5348455097512705
mp-10418	RbSbO2	15	1-15-16	8.4741	3.6420000000000003	4.8321	13.471754522598859	3.00779649	166.129498141	4.24328349972171	3.7395479392185353	2.3160732737429055	5.482201542442161	2.6560605080425814	-252.83922573871374	-336.59091908242664	-236.4132	80.51855873751528	1.1558383208604994
mp-10485	BaLiSb	194	2-1-15	22.4841	10.6657	11.818400000000004	4.789311291797597	0.22316176000000001	184.940045511	0.6101753884000815	3.0643150333407077	2.9227437175988906	8.974082364951663	8.49662697506308	-12.179775139631559	-24.726748306387982	-12.0845	4.742849910755452	264.47362652318026
mp-10492	Rb2SiF6	225	1-14-17	5.5162	1.9459	3.5702999999999996	12.590421623751327	28.13453764	149.053525993	28.518813931909605	113.29373309557883	1.019055565946374	115.79774494810857	1.066758936383515	-4641.069592268551	-5018.418218392928	-1484.9842	4.400244930004561	2.261126688824874
mp-10547	RbAuO	139	1-11-16	7.000300000000001	3.9308	3.0695	8.277671831676246	5.262894809999999	282.392766232	5.101710352971525	4.083312243275526	2.114566374323565	8.17956379937568	3.785276720318014	-190.50460850022017	-302.32643736860746	-174.6434	131.0136283884079	0.4059760048771549
mp-10550	SrMg2N2	164	2-2-15	17.7622	6.1085	11.653699999999997	15.488986227700622	0.5864496400000001	71.1552205319	1.1987369231816145	3.1341852539307107	2.8432211043520192	3.6476056049769587	3.1088730641424065	-78.0010952238301	-98.06200197597632	-76.7846	9.067405794442768	52.641439115714995
mp-10572	NaPN2	122	1-15-15	9.375699999999998	4.0351	5.340599999999999	27.41849885191288	1.5605006400000003	86.5068166902	1.931655624685961	3.235016028929414	2.7361538972166213	3.0422966694037985	2.3307617526201283	-224.86775909703883	-248.40646306970453	-219.0253	6.879238602842483	26.0757738386554
mp-10614	SrLiP	187	2-1-15	17.8207	8.1234	9.697299999999998	8.395572987120307	0.6465768100000001	65.3851172044	1.0662539238465374	3.1176942518647546	2.861587428925653	5.617535848520473	4.970021023024253	-37.53805675338895	-59.32652073266906	-37.0231	9.877402324284448	43.830725753052334
mp-10615	BaLiP	187	2-1-15	19.5056	9.0369	10.4687	8.030795130059376	0.29604481000000005	73.5908035927	0.654034915978914	3.0692349926322486	2.9169956571656526	5.66778262930229	5.2725727975482775	-21.903855406546683	-35.20072888067503	-21.7204	5.592732302976864	169.06746686903057
mp-10616	BaLiAs	187	2-1-15	19.299699999999998	9.4628	9.836900000000002	5.819809946989348	0.25411680999999997	78.8599348818	0.6455618399279679	3.0682813472643224	2.9181084144815457	7.516505281231047	7.0574620105419825	-15.666047536324658	-29.063312746348675	-15.5386	5.305007486541815	207.64531355197803
mp-10627	SrS	221	2-16	25.7714	5.9655	19.805899999999994	7.9904630695014	0.50069776	46.7916683571	1.8496905921116247	3.2228378895206222	2.748618819407905	6.192600998947683	4.9763842510405745	-62.6745561263936	-101.31716310998162	-61.1271	20.136385725495543	27.764148554432122
mp-10653	SrTe	221	2-16	25.834700000000005	7.910099999999998	17.924599999999998	4.327862224838111	0.29877156	64.6732686105	1.3218570987771159	3.1499465470714623	2.8258951510593273	10.245565020688392	9.119340091720124	-24.07458204563667	-51.38150999743388	-23.661	11.121519615608841	84.24383771910415
mp-10680	BaSe	221	2-16	28.689500000000002	7.254299999999999	21.435200000000002	4.895195040708496	0.4065337599999999	60.4905238428	1.7023931950500193	3.2015663134071137	2.77069516092723	9.355492086101384	7.95980621577178	-35.261750952269054	-71.00510183508676	-34.466	15.984818798783186	43.07618122749881
mp-10694	ScF3	221	3-17	8.270299999999999	2.2434	6.0269	18.032033873386172	80.90462809	64.8228323964	39.465521830695415	218.57477021545648	1.009776375686584	220.4703333124985	1.0180297186754879	-12535.329836671785	-12960.299859392439	-2943.1218	6.089477755492774	0.5681828430796878
mp-10695	ZnS	216	12-16	9.1092	6.184199999999999	2.925	10.157271589118537	2.17297081	38.3919416549	1.377488677401961	3.157212593122446	2.817983599434617	4.940554411665902	4.162305532993422	-58.925964806006284	-86.1971350960439	-57.8644	13.377909900629543	9.62940317624884
mp-1070	CdSe	186	12-16	11.2382	7.974399999999999	3.263800000000001	5.9403467107072805	0.5876755599999999	112.607588378	0.6570209241209308	3.0695717411781365	2.916603543435133	7.383367367137124	6.920669311041028	-16.276802988089443	-29.917232508724965	-16.1418	5.4421016411486285	87.52603422101275
mp-10748	TaCu3S4	215	5-11-16	6.790099999999999	6.539900000000001	0.25019999999999887	12.147881232664945	1.2040672899999998	159.970269539	0.10174255870717798	3.010225844781739	2.9874584579169983	3.938930657187213	3.891380047770759	-5.117959734863044	-6.786510642536398	-5.1124	0.7166346934287261	324.4090357754642
mp-10760	MgSe	225	2-16	17.662500000000005	6.7569	10.905600000000003	9.162728433956588	20.619772809999997	40.487559541	7.862613829685513	7.3097609082993875	1.4254846100970233	11.521339121674	2.5181307116293135	-358.70189373839526	-532.1657153313182	-297.9484	468.3686326432546	0.028984769555718905
mp-10776	K2Sn(AsS3)2	147	1-15-16	10.8175	5.8095	5.008000000000002	8.239467601651304	2.2909849600000003	278.347366218	2.410170251345183	3.3115346325578354	2.660623250375948	6.312106077908146	4.681986054849604	-84.94213381211631	-135.59019672103983	-82.1263	29.840140589664315	4.094665475246329
mp-1087	SrS	225	2-16	11.4673	4.853	6.6143	8.51695604707297	1.11894084	53.1517306532	2.4709348829067466	3.321983208537856	2.650675366772373	6.181171880786251	4.526585023687627	-90.10421986709368	-141.86179971017222	-87.0348	31.116362896292767	8.039806132925154
mp-10918	Rb2PdC2	164	1-10-14	8.3673	4.5409	3.8264000000000005	4.589440301046857	1.39546969	129.099796664	3.185157766020996	3.4601087409358113	2.526957196393413	10.852112459117262	7.925781938698525	-63.34763991817481	-130.77222053552669	-60.4581	38.3407368689723	5.231914841983095
mp-10919	Rb2PtC2	164	1-10-14	8.5202	4.8553	3.6649000000000007	5.2831372347086	1.0196960400000001	128.429239237	2.2324061393398433	3.2819603207902555	2.689250931737433	9.032844818114377	7.2112022932073705	-50.30626589427095	-97.69345585503045	-48.7754	23.76212214397045	11.552755259576818
mp-10955	Sn(HgSe2)2	82	12-16	122.42140000000002	93.3406	29.080800000000018	3.6219786253962614	1.24679556	193.62432932699997	0.08564275296294922	3.0085914079970504	2.9894479723856975	11.399579164039189	11.324281326777783	-1.284230896036262	-2.810984884066033	-1.2828	0.5632797793361433	398.58607447438453
mp-10969	CdCN2	166	12-14-15	10.638699999999998	4.166099999999999	6.4726	25.77474976514355	6.373100250000001	52.11011740309999	4.165107165403453	3.714624746823349	2.332972357357148	4.073759775623832	1.924396413962707	-474.053565536236	-536.3940882468263	-443.9793	31.806972539460386	1.3809197652465102
